"STAID","SOUID","DATE","HU","Q_HU"
4535,27515,20170901,79,0
4535,27515,20171001,-9999,9
4536,27539,20170101,93,0
4536,27539,20170201,91,0
4536,27539,20170301,84,0
4536,27539,20170401,77,0
4536,27539,20170501,59,0
4536,27539,20170601,73,0
4536,27539,20170701,92,0
4536,27539,20170801,84,0
4536,27539,20170901,87,0
4536,910146,20171001,87,0
4537,27539,20170101,93,0
4537,27539,20170201,91,0
4537,27539,20170301,84,0
4537,27539,20170401,77,0
4537,27539,20170501,59,0
4537,27539,20170601,73,0
4537,27539,20170701,92,0
4537,27539,20170801,84,0
4537,27539,20170901,87,0
4537,910146,20171001,87,0
4538,27551,20170101,-9999,9
4538,27551,20170201,-9999,9
4538,27551,20170301,-9999,9
4538,27551,20170401,-9999,9
4538,27551,20170501,-9999,9
4538,27551,20170601,-9999,9
4538,27551,20170701,-9999,9
4538,27551,20170801,-9999,9
4538,27551,20170901,-9999,9
4538,27551,20171001,-9999,9
4539,27563,20170101,85,0
4539,27563,20170201,86,0
4539,27563,20170301,87,0
4539,27563,20170401,78,0
4539,27563,20170501,66,0
4539,27563,20170601,62,0
4539,27563,20170701,88,0
4539,27563,20170801,78,0
4539,27563,20170901,82,0
4539,27563,20171001,-9999,9
4540,30239,20170101,83,0
4540,30239,20170201,99,0
4540,30239,20170301,66,0
4540,30239,20170401,64,0
4540,30239,20170501,89,0
4540,30239,20170601,71,0
4540,30239,20170701,66,0
4540,30239,20170801,74,0
4540,30239,20170901,94,0
4540,27575,20171001,-9999,9
4542,27599,20170101,-9999,9
4542,27599,20170201,-9999,9
4542,27599,20170301,-9999,9
4542,27599,20170401,-9999,9
4542,27599,20170501,-9999,9
4542,27599,20170601,-9999,9
4542,27599,20170701,-9999,9
4542,27599,20170801,-9999,9
4542,27599,20170901,-9999,9
4542,27599,20171001,-9999,9
4543,27611,20170101,-9999,9
4543,27611,20170201,-9999,9
4543,27611,20170301,-9999,9
4543,27611,20170401,-9999,9
4543,27611,20170501,-9999,9
4543,27611,20170601,-9999,9
4543,27611,20170701,-9999,9
4543,27611,20170801,-9999,9
4543,27611,20170901,-9999,9
4543,27611,20171001,-9999,9
4544,27623,20170101,99,0
4544,27623,20170201,99,0
4544,27623,20170301,78,0
4544,27623,20170401,74,0
4544,27623,20170501,91,0
4544,27623,20170601,73,0
4544,27623,20170701,67,0
4544,27623,20170801,79,0
4544,27623,20170901,93,0
4544,27623,20171001,-9999,9
4545,27635,20170101,-9999,9
4545,27635,20170201,-9999,9
4545,27635,20170301,-9999,9
4545,27635,20170401,-9999,9
4545,27635,20170501,-9999,9
4545,27635,20170601,-9999,9
4545,27635,20170701,-9999,9
4545,27635,20170801,-9999,9
4545,27635,20170901,-9999,9
4545,27635,20171001,-9999,9
4546,27647,20170101,77,0
4546,27647,20170201,93,0
4546,27647,20170301,86,0
4546,27647,20170401,64,0
4546,27647,20170501,59,0
4546,27647,20170601,59,0
4546,27647,20170701,90,0
4546,27647,20170801,78,0
4546,27647,20170901,84,0
4546,27647,20171001,-9999,9
4547,32279,20170101,89,0
4547,32279,20170201,99,0
4547,32279,20170301,69,0
4547,32279,20170401,67,0
4547,32279,20170501,78,0
4547,32279,20170601,82,0
4547,32279,20170701,74,0
4547,32279,20170801,69,0
4547,32279,20170901,95,0
4547,27659,20171001,-9999,9
4549,27683,20170101,-9999,9
4549,27683,20170201,-9999,9
4549,27683,20170301,-9999,9
4549,27683,20170401,-9999,9
4549,27683,20170501,-9999,9
4549,27683,20170601,-9999,9
4549,27683,20170701,-9999,9
4549,27683,20170801,-9999,9
4549,27683,20170901,-9999,9
4549,27683,20171001,-9999,9
4550,27695,20170101,-9999,9
4550,27695,20170201,-9999,9
4550,27695,20170301,-9999,9
4550,27695,20170401,-9999,9
4550,27695,20170501,-9999,9
4550,27695,20170601,-9999,9
4550,27695,20170701,-9999,9
4550,27695,20170801,-9999,9
4550,27695,20170901,-9999,9
4550,27695,20171001,-9999,9
4551,27707,20170101,82,0
4551,27707,20170201,89,0
4551,27707,20170301,95,0
4551,27707,20170401,74,0
4551,27707,20170501,82,0
4551,27707,20170601,60,0
4551,27707,20170701,98,0
4551,27707,20170801,86,0
4551,27707,20170901,83,0
4551,27707,20171001,-9999,9
4552,23927,20170101,93,0
4552,23927,20170201,89,0
4552,23927,20170301,85,0
4552,23927,20170401,79,0
4552,23927,20170501,61,0
4552,23927,20170601,69,0
4552,23927,20170701,83,0
4552,23927,20170801,79,0
4552,23927,20170901,82,0
4552,27719,20171001,-9999,9
4553,27731,20170101,91,0
4553,27731,20170201,100,0
4553,27731,20170301,87,0
4553,27731,20170401,62,0
4553,27731,20170501,83,0
4553,27731,20170601,62,0
4553,27731,20170701,80,0
4553,27731,20170801,79,0
4553,27731,20170901,88,0
4553,27731,20171001,-9999,9
4554,26027,20170101,82,0
4554,26027,20170201,94,0
4554,26027,20170301,70,0
4554,26027,20170401,54,0
4554,26027,20170501,83,0
4554,26027,20170601,57,0
4554,26027,20170701,63,0
4554,26027,20170801,75,0
4554,26027,20170901,94,0
4554,27743,20171001,-9999,9
4555,27755,20170101,100,0
4555,27755,20170201,99,0
4555,27755,20170301,84,0
4555,27755,20170401,71,0
4555,27755,20170501,83,0
4555,27755,20170601,72,0
4555,27755,20170701,84,0
4555,27755,20170801,86,0
4555,27755,20170901,81,0
4555,27755,20171001,-9999,9
4556,11443,20170101,78,0
4556,11443,20170201,91,0
4556,11443,20170301,83,0
4556,11443,20170401,57,0
4556,11443,20170501,58,0
4556,11443,20170601,52,0
4556,11443,20170701,88,0
4556,11443,20170801,66,0
4556,11443,20170901,76,0
4556,910384,20171001,79,0
4557,27779,20170101,90,0
4557,27779,20170201,81,0
4557,27779,20170301,83,0
4557,27779,20170401,77,0
4557,27779,20170501,67,0
4557,27779,20170601,58,0
4557,27779,20170701,84,0
4557,27779,20170801,75,0
4557,27779,20170901,85,0
4557,27779,20171001,-9999,9
4558,27791,20170101,88,0
4558,27791,20170201,94,0
4558,27791,20170301,67,0
4558,27791,20170401,64,0
4558,27791,20170501,81,0
4558,27791,20170601,78,0
4558,27791,20170701,65,0
4558,27791,20170801,76,0
4558,27791,20170901,89,0
4558,27791,20171001,-9999,9
4559,11443,20170101,78,0
4559,11443,20170201,91,0
4559,11443,20170301,83,0
4559,11443,20170401,57,0
4559,11443,20170501,58,0
4559,11443,20170601,52,0
4559,11443,20170701,88,0
4559,11443,20170801,66,0
4559,11443,20170901,76,0
4559,910384,20171001,79,0
4560,27815,20170101,94,0
4560,27815,20170201,100,0
4560,27815,20170301,84,0
4560,27815,20170401,66,0
4560,27815,20170501,89,0
4560,27815,20170601,67,0
4560,27815,20170701,72,0
4560,27815,20170801,79,0
4560,27815,20170901,91,0
4560,27815,20171001,-9999,9
4561,27827,20170101,78,0
4561,27827,20170201,91,0
4561,27827,20170301,81,0
4561,27827,20170401,58,0
4561,27827,20170501,58,0
4561,27827,20170601,56,0
4561,27827,20170701,89,0
4561,27827,20170801,69,0
4561,27827,20170901,79,0
4561,27827,20171001,-9999,9
4562,31967,20170101,69,0
4562,31967,20170201,94,0
4562,31967,20170301,86,0
4562,31967,20170401,59,0
4562,31967,20170501,59,0
4562,31967,20170601,65,0
4562,31967,20170701,80,0
4562,31967,20170801,71,0
4562,31967,20170901,90,0
4562,27839,20171001,-9999,9
4563,21155,20170101,82,0
4563,21155,20170201,92,0
4563,21155,20170301,83,0
4563,21155,20170401,55,0
4563,21155,20170501,56,0
4563,21155,20170601,56,0
4563,21155,20170701,89,0
4563,21155,20170801,68,0
4563,21155,20170901,80,0
4563,910382,20171001,84,0
4564,27863,20170101,-9999,9
4564,27863,20170201,-9999,9
4564,27863,20170301,-9999,9
4564,27863,20170401,-9999,9
4564,27863,20170501,-9999,9
4564,27863,20170601,-9999,9
4564,27863,20170701,-9999,9
4564,27863,20170801,-9999,9
4564,27863,20170901,-9999,9
4564,27863,20171001,-9999,9
4565,27875,20170101,-9999,9
4565,27875,20170201,-9999,9
4565,27875,20170301,-9999,9
4565,27875,20170401,-9999,9
4565,27875,20170501,-9999,9
4565,27875,20170601,-9999,9
4565,27875,20170701,-9999,9
4565,27875,20170801,-9999,9
4565,27875,20170901,-9999,9
4565,27875,20171001,-9999,9
4566,27935,20170101,80,0
4566,27935,20170201,95,0
4566,27935,20170301,87,0
4566,27935,20170401,61,0
4566,27935,20170501,58,0
4566,27935,20170601,50,0
4566,27935,20170701,87,0
4566,27935,20170801,72,0
4566,27935,20170901,75,0
4566,910385,20171001,82,0
4567,27899,20170101,86,0
4567,27899,20170201,96,0
4567,27899,20170301,58,0
4567,27899,20170401,60,0
4567,27899,20170501,81,0
4567,27899,20170601,70,0
4567,27899,20170701,64,0
4567,27899,20170801,69,0
4567,27899,20170901,94,0
4567,27899,20171001,-9999,9
4568,27911,20170101,96,0
4568,27911,20170201,93,0
4568,27911,20170301,89,0
4568,27911,20170401,79,0
4568,27911,20170501,57,0
4568,27911,20170601,62,0
4568,27911,20170701,92,0
4568,27911,20170801,83,0
4568,27911,20170901,80,0
4568,27911,20171001,-9999,9
4569,27923,20170101,-9999,9
4569,27923,20170201,-9999,9
4569,27923,20170301,-9999,9
4569,27923,20170401,-9999,9
4569,27923,20170501,-9999,9
4569,27923,20170601,-9999,9
4569,27923,20170701,-9999,9
4569,27923,20170801,-9999,9
4569,27923,20170901,-9999,9
4569,27923,20171001,-9999,9
4570,27935,20170101,80,0
4570,27935,20170201,95,0
4570,27935,20170301,87,0
4570,27935,20170401,61,0
4570,27935,20170501,58,0
4570,27935,20170601,50,0
4570,27935,20170701,87,0
4570,27935,20170801,72,0
4570,27935,20170901,75,0
4570,910385,20171001,82,0
4571,27947,20170101,88,0
4571,27947,20170201,87,0
4571,27947,20170301,74,0
4571,27947,20170401,-9999,9
4571,27947,20170501,-9999,9
4571,27947,20170601,-9999,9
4571,27947,20170701,71,0
4571,27947,20170801,65,0
4571,27947,20170901,95,0
4571,910765,20171001,87,0
4572,27959,20170101,87,0
4572,27959,20170201,84,0
4572,27959,20170301,80,0
4572,27959,20170401,60,0
4572,27959,20170501,79,0
4572,27959,20170601,67,0
4572,27959,20170701,80,0
4572,27959,20170801,76,0
4572,27959,20170901,92,0
4572,27959,20171001,-9999,9
4573,27971,20170101,-9999,9
4573,27971,20170201,-9999,9
4573,27971,20170301,-9999,9
4573,27971,20170401,-9999,9
4573,27971,20170501,-9999,9
4573,27971,20170601,-9999,9
4573,27971,20170701,-9999,9
4573,27971,20170801,-9999,9
4573,27971,20170901,-9999,9
4573,27971,20171001,-9999,9
4574,27983,20170101,-9999,9
4574,27983,20170201,-9999,9
4574,27983,20170301,-9999,9
4574,27983,20170401,-9999,9
4574,27983,20170501,-9999,9
4574,27983,20170601,-9999,9
4574,27983,20170701,-9999,9
4574,27983,20170801,-9999,9
4574,27983,20170901,-9999,9
4574,27983,20171001,-9999,9
4575,21155,20170101,82,0
4575,21155,20170201,92,0
4575,21155,20170301,83,0
4575,21155,20170401,55,0
4575,21155,20170501,56,0
4575,21155,20170601,56,0
4575,21155,20170701,89,0
4575,21155,20170801,68,0
4575,21155,20170901,80,0
4575,910382,20171001,84,0
4576,28007,20170101,86,0
4576,28007,20170201,100,0
4576,28007,20170301,84,0
4576,28007,20170401,68,0
4576,28007,20170501,90,0
4576,28007,20170601,78,0
4576,28007,20170701,68,0
4576,28007,20170801,76,0
4576,28007,20170901,94,0
4576,28007,20171001,-9999,9
4577,28019,20170101,92,0
4577,28019,20170201,86,0
4577,28019,20170301,79,0
4577,28019,20170401,60,0
4577,28019,20170501,84,0
4577,28019,20170601,59,0
4577,28019,20170701,83,0
4577,28019,20170801,84,0
4577,28019,20170901,74,0
4577,28019,20171001,-9999,9
4578,31163,20170101,95,0
4578,31163,20170201,93,0
4578,31163,20170301,84,0
4578,31163,20170401,80,0
4578,31163,20170501,66,0
4578,31163,20170601,66,0
4578,31163,20170701,88,0
4578,31163,20170801,83,0
4578,31163,20170901,83,0
4578,910150,20171001,82,0
4579,28043,20170101,98,0
4579,28043,20170201,96,0
4579,28043,20170301,94,0
4579,28043,20170401,64,0
4579,28043,20170501,85,0
4579,28043,20170601,58,0
4579,28043,20170701,97,0
4579,28043,20170801,88,0
4579,28043,20170901,76,0
4579,28043,20171001,-9999,9
4580,28055,20170101,-9999,9
4580,28055,20170201,-9999,9
4580,28055,20170301,-9999,9
4580,28055,20170401,-9999,9
4580,28055,20170501,-9999,9
4580,28055,20170601,-9999,9
4580,28055,20170701,-9999,9
4580,28055,20170801,-9999,9
4580,28055,20170901,-9999,9
4580,28055,20171001,-9999,9
4581,21155,20170101,82,0
4581,21155,20170201,92,0
4581,21155,20170301,83,0
4581,21155,20170401,55,0
4581,21155,20170501,56,0
4581,21155,20170601,56,0
4581,21155,20170701,89,0
4581,21155,20170801,68,0
4581,21155,20170901,80,0
4581,910382,20171001,84,0
4582,28079,20170101,-9999,9
4582,28079,20170201,-9999,9
4582,28079,20170301,-9999,9
4582,28079,20170401,-9999,9
4582,28079,20170501,-9999,9
4582,28079,20170601,-9999,9
4582,28079,20170701,-9999,9
4582,28079,20170801,-9999,9
4582,28079,20170901,-9999,9
4582,28079,20171001,-9999,9
4583,28091,20170101,-9999,9
4583,28091,20170201,-9999,9
4583,28091,20170301,-9999,9
4583,28091,20170401,-9999,9
4583,28091,20170501,-9999,9
4583,28091,20170601,-9999,9
4583,28091,20170701,-9999,9
4583,28091,20170801,-9999,9
4583,28091,20170901,-9999,9
4583,28091,20171001,-9999,9
4584,31295,20170101,95,0
4584,31295,20170201,93,0
4584,31295,20170301,86,0
4584,31295,20170401,73,0
4584,31295,20170501,77,0
4584,31295,20170601,58,0
4584,31295,20170701,87,0
4584,31295,20170801,87,0
4584,31295,20170901,73,0
4584,28103,20171001,-9999,9
4585,28115,20170101,96,0
4585,28115,20170201,89,0
4585,28115,20170301,78,0
4585,28115,20170401,60,0
4585,28115,20170501,86,0
4585,28115,20170601,60,0
4585,28115,20170701,76,0
4585,28115,20170801,80,0
4585,28115,20170901,83,0
4585,28115,20171001,-9999,9
4586,11443,20170101,78,0
4586,11443,20170201,91,0
4586,11443,20170301,83,0
4586,11443,20170401,57,0
4586,11443,20170501,58,0
4586,11443,20170601,52,0
4586,11443,20170701,88,0
4586,11443,20170801,66,0
4586,11443,20170901,76,0
4586,910384,20171001,79,0
4587,28139,20170101,91,0
4587,28139,20170201,97,0
4587,28139,20170301,91,0
4587,28139,20170401,63,0
4587,28139,20170501,61,0
4587,28139,20170601,60,0
4587,28139,20170701,73,0
4587,28139,20170801,61,0
4587,28139,20170901,92,0
4587,28139,20171001,-9999,9
4588,11443,20170101,78,0
4588,11443,20170201,91,0
4588,11443,20170301,83,0
4588,11443,20170401,57,0
4588,11443,20170501,58,0
4588,11443,20170601,52,0
4588,11443,20170701,88,0
4588,11443,20170801,66,0
4588,11443,20170901,76,0
4588,910384,20171001,79,0
4589,28163,20170101,-9999,9
4589,28163,20170201,-9999,9
4589,28163,20170301,-9999,9
4589,28163,20170401,-9999,9
4589,28163,20170501,-9999,9
4589,28163,20170601,-9999,9
4589,28163,20170701,-9999,9
4589,28163,20170801,-9999,9
4589,28163,20170901,-9999,9
4589,28163,20171001,-9999,9
4590,28175,20170101,-9999,9
4590,28175,20170201,-9999,9
4590,28175,20170301,-9999,9
4590,28175,20170401,-9999,9
4590,28175,20170501,-9999,9
4590,28175,20170601,-9999,9
4590,28175,20170701,-9999,9
4590,28175,20170801,-9999,9
4590,28175,20170901,-9999,9
4590,28175,20171001,-9999,9
4591,28187,20170101,87,0
4591,28187,20170201,87,0
4591,28187,20170301,93,0
4591,28187,20170401,79,0
4591,28187,20170501,71,0
4591,28187,20170601,66,0
4591,28187,20170701,97,0
4591,28187,20170801,77,0
4591,28187,20170901,82,0
4591,910325,20171001,82,0
4592,28199,20170101,-9999,9
4592,28199,20170201,-9999,9
4592,28199,20170301,-9999,9
4592,28199,20170401,-9999,9
4592,28199,20170501,-9999,9
4592,28199,20170601,-9999,9
4592,28199,20170701,-9999,9
4592,28199,20170801,-9999,9
4592,28199,20170901,-9999,9
4592,28199,20171001,-9999,9
4593,28211,20170101,97,0
4593,28211,20170201,89,0
4593,28211,20170301,90,0
4593,28211,20170401,47,0
4593,28211,20170501,73,0
4593,28211,20170601,55,0
4593,28211,20170701,90,0
4593,28211,20170801,68,0
4593,28211,20170901,72,0
4593,28211,20171001,-9999,9
4594,28223,20170101,94,0
4594,28223,20170201,89,0
4594,28223,20170301,90,0
4594,28223,20170401,87,0
4594,28223,20170501,65,0
4594,28223,20170601,70,0
4594,28223,20170701,86,0
4594,28223,20170801,77,0
4594,28223,20170901,71,0
4594,910028,20171001,81,0
4595,29255,20170101,97,0
4595,29255,20170201,97,0
4595,29255,20170301,92,0
4595,29255,20170401,72,0
4595,29255,20170501,76,0
4595,29255,20170601,56,0
4595,29255,20170701,96,0
4595,29255,20170801,90,0
4595,29255,20170901,72,0
4595,910706,20171001,87,0
4596,29255,20170101,97,0
4596,29255,20170201,97,0
4596,29255,20170301,92,0
4596,29255,20170401,72,0
4596,29255,20170501,76,0
4596,29255,20170601,56,0
4596,29255,20170701,96,0
4596,29255,20170801,90,0
4596,29255,20170901,72,0
4596,910706,20171001,87,0
4597,28259,20170101,-9999,9
4597,28259,20170201,-9999,9
4597,28259,20170301,-9999,9
4597,28259,20170401,-9999,9
4597,28259,20170501,-9999,9
4597,28259,20170601,-9999,9
4597,28259,20170701,-9999,9
4597,28259,20170801,-9999,9
4597,28259,20170901,-9999,9
4597,28259,20171001,-9999,9
4598,28271,20170101,98,0
4598,28271,20170201,82,0
4598,28271,20170301,80,0
4598,28271,20170401,67,0
4598,28271,20170501,83,0
4598,28271,20170601,69,0
4598,28271,20170701,87,0
4598,28271,20170801,84,0
4598,28271,20170901,82,0
4598,28271,20171001,-9999,9
4599,22463,20170101,93,0
4599,22463,20170201,98,0
4599,22463,20170301,73,0
4599,22463,20170401,60,0
4599,22463,20170501,76,0
4599,22463,20170601,78,0
4599,22463,20170701,71,0
4599,22463,20170801,82,0
4599,22463,20170901,85,0
4599,910803,20171001,89,0
4600,28295,20170101,-9999,9
4600,28295,20170201,-9999,9
4600,28295,20170301,-9999,9
4600,28295,20170401,-9999,9
4600,28295,20170501,-9999,9
4600,28295,20170601,-9999,9
4600,28295,20170701,-9999,9
4600,28295,20170801,-9999,9
4600,28295,20170901,-9999,9
4600,28295,20171001,-9999,9
4601,25103,20170101,93,0
4601,25103,20170201,98,0
4601,25103,20170301,76,0
4601,25103,20170401,59,0
4601,25103,20170501,89,0
4601,25103,20170601,62,0
4601,25103,20170701,64,0
4601,25103,20170801,75,0
4601,25103,20170901,94,0
4601,28307,20171001,-9999,9
4602,28319,20170101,-9999,9
4602,28319,20170201,-9999,9
4602,28319,20170301,-9999,9
4602,28319,20170401,-9999,9
4602,28319,20170501,-9999,9
4602,28319,20170601,-9999,9
4602,28319,20170701,-9999,9
4602,28319,20170801,-9999,9
4602,28319,20170901,-9999,9
4602,28319,20171001,-9999,9
4603,28331,20170101,-9999,9
4603,28331,20170201,-9999,9
4603,28331,20170301,-9999,9
4603,28331,20170401,-9999,9
4603,28331,20170501,-9999,9
4603,28331,20170601,-9999,9
4603,28331,20170701,-9999,9
4603,28331,20170801,-9999,9
4603,28331,20170901,-9999,9
4603,28331,20171001,-9999,9
4604,28343,20170101,-9999,9
4604,28343,20170201,-9999,9
4604,28343,20170301,-9999,9
4604,28343,20170401,-9999,9
4604,28343,20170501,-9999,9
4604,28343,20170601,-9999,9
4604,28343,20170701,-9999,9
4604,28343,20170801,-9999,9
4604,28343,20170901,-9999,9
4604,28343,20171001,-9999,9
4605,28355,20170101,77,0
4605,28355,20170201,94,0
4605,28355,20170301,90,0
4605,28355,20170401,78,0
4605,28355,20170501,68,0
4605,28355,20170601,57,0
4605,28355,20170701,92,0
4605,28355,20170801,85,0
4605,28355,20170901,81,0
4605,910452,20171001,87,0
4606,28367,20170101,82,0
4606,28367,20170201,96,0
4606,28367,20170301,82,0
4606,28367,20170401,65,0
4606,28367,20170501,57,0
4606,28367,20170601,58,0
4606,28367,20170701,86,0
4606,28367,20170801,77,0
4606,28367,20170901,77,0
4606,28367,20171001,-9999,9
4607,28379,20170101,74,0
4607,28379,20170201,93,0
4607,28379,20170301,85,0
4607,28379,20170401,68,0
4607,28379,20170501,63,0
4607,28379,20170601,67,0
4607,28379,20170701,81,0
4607,28379,20170801,72,0
4607,28379,20170901,86,0
4607,910564,20171001,90,0
4608,2191,20170101,98,0
4608,2191,20170201,91,0
4608,2191,20170301,91,0
4608,2191,20170401,80,0
4608,2191,20170501,70,0
4608,2191,20170601,70,0
4608,2191,20170701,85,0
4608,2191,20170801,80,0
4608,2191,20170901,80,0
4608,28391,20171001,-9999,9
4609,28403,20170101,-9999,9
4609,28403,20170201,-9999,9
4609,28403,20170301,-9999,9
4609,28403,20170401,-9999,9
4609,28403,20170501,-9999,9
4609,28403,20170601,-9999,9
4609,28403,20170701,-9999,9
4609,28403,20170801,-9999,9
4609,28403,20170901,-9999,9
4609,28403,20171001,-9999,9
4610,28415,20170101,-9999,9
4610,28415,20170201,-9999,9
4610,28415,20170301,-9999,9
4610,28415,20170401,-9999,9
4610,28415,20170501,-9999,9
4610,28415,20170601,-9999,9
4610,28415,20170701,-9999,9
4610,28415,20170801,-9999,9
4610,28415,20170901,-9999,9
4610,28415,20171001,-9999,9
4611,28427,20170101,93,0
4611,28427,20170201,86,0
4611,28427,20170301,84,0
4611,28427,20170401,69,0
4611,28427,20170501,78,0
4611,28427,20170601,69,0
4611,28427,20170701,90,0
4611,28427,20170801,81,0
4611,28427,20170901,82,0
4611,28427,20171001,-9999,9
4612,28439,20170101,-9999,9
4612,28439,20170201,-9999,9
4612,28439,20170301,-9999,9
4612,28439,20170401,-9999,9
4612,28439,20170501,-9999,9
4612,28439,20170601,-9999,9
4612,28439,20170701,-9999,9
4612,28439,20170801,-9999,9
4612,28439,20170901,-9999,9
4612,28439,20171001,-9999,9
4613,28451,20170101,90,0
4613,28451,20170201,87,0
4613,28451,20170301,-9999,9
4613,28451,20170401,-9999,9
4613,28451,20170501,-9999,9
4613,28451,20170601,-9999,9
4613,28451,20170701,-9999,9
4613,28451,20170801,-9999,9
4613,28451,20170901,-9999,9
4613,28451,20171001,-9999,9
4614,28463,20170101,-9999,9
4614,28463,20170201,-9999,9
4614,28463,20170301,-9999,9
4614,28463,20170401,-9999,9
4614,28463,20170501,-9999,9
4614,28463,20170601,-9999,9
4614,28463,20170701,-9999,9
4614,28463,20170801,-9999,9
4614,28463,20170901,-9999,9
4614,28463,20171001,-9999,9
4615,28475,20170101,-9999,9
4615,28475,20170201,-9999,9
4615,28475,20170301,-9999,9
4615,28475,20170401,-9999,9
4615,28475,20170501,-9999,9
4615,28475,20170601,-9999,9
4615,28475,20170701,-9999,9
4615,28475,20170801,-9999,9
4615,28475,20170901,-9999,9
4615,28475,20171001,-9999,9
4616,28487,20170101,99,0
4616,28487,20170201,93,0
4616,28487,20170301,89,0
4616,28487,20170401,80,0
4616,28487,20170501,60,0
4616,28487,20170601,65,0
4616,28487,20170701,91,0
4616,28487,20170801,81,0
4616,28487,20170901,82,0
4616,28487,20171001,-9999,9
4617,28499,20170101,65,0
4617,28499,20170201,96,0
4617,28499,20170301,99,0
4617,28499,20170401,61,0
4617,28499,20170501,78,0
4617,28499,20170601,68,0
4617,28499,20170701,99,0
4617,28499,20170801,73,0
4617,28499,20170901,92,0
4617,910552,20171001,89,0
4618,28511,20170101,92,0
4618,28511,20170201,100,0
4618,28511,20170301,100,0
4618,28511,20170401,88,0
4618,28511,20170501,81,0
4618,28511,20170601,67,0
4618,28511,20170701,99,0
4618,28511,20170801,97,0
4618,28511,20170901,86,0
4618,28511,20171001,-9999,9
4619,28523,20170101,-9999,9
4619,28523,20170201,-9999,9
4619,28523,20170301,-9999,9
4619,28523,20170401,-9999,9
4619,28523,20170501,-9999,9
4619,28523,20170601,-9999,9
4619,28523,20170701,-9999,9
4619,28523,20170801,-9999,9
4619,28523,20170901,-9999,9
4619,28523,20171001,-9999,9
4620,28535,20170101,92,0
4620,28535,20170201,95,0
4620,28535,20170301,87,0
4620,28535,20170401,71,0
4620,28535,20170501,70,0
4620,28535,20170601,71,0
4620,28535,20170701,82,0
4620,28535,20170801,72,0
4620,28535,20170901,93,0
4620,28535,20171001,-9999,9
4621,28547,20170101,-9999,9
4621,28547,20170201,-9999,9
4621,28547,20170301,-9999,9
4621,28547,20170401,-9999,9
4621,28547,20170501,-9999,9
4621,28547,20170601,-9999,9
4621,28547,20170701,-9999,9
4621,28547,20170801,-9999,9
4621,28547,20170901,-9999,9
4621,28547,20171001,-9999,9
4622,28559,20170101,94,0
4622,28559,20170201,92,0
4622,28559,20170301,80,0
4622,28559,20170401,80,0
4622,28559,20170501,74,0
4622,28559,20170601,71,0
4622,28559,20170701,72,0
4622,28559,20170801,70,0
4622,28559,20170901,95,0
4622,28559,20171001,-9999,9
4623,28571,20170101,99,0
4623,28571,20170201,86,0
4623,28571,20170301,91,0
4623,28571,20170401,68,0
4623,28571,20170501,76,0
4623,28571,20170601,69,0
4623,28571,20170701,95,0
4623,28571,20170801,90,0
4623,28571,20170901,85,0
4623,28571,20171001,-9999,9
4624,28583,20170101,-9999,9
4624,28583,20170201,-9999,9
4624,28583,20170301,-9999,9
4624,28583,20170401,-9999,9
4624,28583,20170501,-9999,9
4624,28583,20170601,-9999,9
4624,28583,20170701,-9999,9
4624,28583,20170801,-9999,9
4624,28583,20170901,-9999,9
4624,28583,20171001,-9999,9
4625,28595,20170101,-9999,9
4625,28595,20170201,-9999,9
4625,28595,20170301,-9999,9
4625,28595,20170401,-9999,9
4625,28595,20170501,-9999,9
4625,28595,20170601,-9999,9
4625,28595,20170701,-9999,9
4625,28595,20170801,-9999,9
4625,28595,20170901,-9999,9
4625,28595,20171001,-9999,9
4626,31355,20170101,86,0
4626,31355,20170201,84,0
4626,31355,20170301,70,0
4626,31355,20170401,62,0
4626,31355,20170501,81,0
4626,31355,20170601,65,0
4626,31355,20170701,66,0
4626,31355,20170801,66,0
4626,31355,20170901,92,0
4626,28607,20171001,-9999,9
4627,28619,20170101,-9999,9
4627,28619,20170201,-9999,9
4627,28619,20170301,-9999,9
4627,28619,20170401,-9999,9
4627,28619,20170501,-9999,9
4627,28619,20170601,-9999,9
4627,28619,20170701,-9999,9
4627,28619,20170801,-9999,9
4627,28619,20170901,-9999,9
4627,28619,20171001,-9999,9
4628,11522,20170101,97,0
4628,11522,20170201,96,0
4628,11522,20170301,70,0
4628,11522,20170401,64,0
4628,11522,20170501,83,0
4628,11522,20170601,67,0
4628,11522,20170701,62,0
4628,11522,20170801,68,0
4628,11522,20170901,96,0
4628,910870,20171001,92,0
4629,28643,20170101,-9999,9
4629,28643,20170201,-9999,9
4629,28643,20170301,-9999,9
4629,28643,20170401,-9999,9
4629,28643,20170501,-9999,9
4629,28643,20170601,-9999,9
4629,28643,20170701,-9999,9
4629,28643,20170801,-9999,9
4629,28643,20170901,-9999,9
4629,28643,20171001,-9999,9
4630,28655,20170101,97,0
4630,28655,20170201,92,0
4630,28655,20170301,79,0
4630,28655,20170401,71,0
4630,28655,20170501,72,0
4630,28655,20170601,58,0
4630,28655,20170701,72,0
4630,28655,20170801,63,0
4630,28655,20170901,93,0
4630,28655,20171001,-9999,9
4631,28667,20170101,-9999,9
4631,28667,20170201,-9999,9
4631,28667,20170301,-9999,9
4631,28667,20170401,-9999,9
4631,28667,20170501,-9999,9
4631,28667,20170601,-9999,9
4631,28667,20170701,-9999,9
4631,28667,20170801,-9999,9
4631,28667,20170901,-9999,9
4631,28667,20171001,-9999,9
