"STAID","SOUID","DATE","HU","Q_HU"
3941,55754,20170101,52,0
3941,55754,20170201,64,0
3941,55754,20170301,70,0
3941,55754,20170401,55,0
3941,55754,20170501,62,0
3941,55754,20170601,63,0
3941,55754,20170701,57,0
3941,55754,20170801,64,0
3941,55754,20170901,68,0
3941,55754,20171001,66,0
3942,55757,20170101,98,0
3942,55757,20170201,96,0
3942,55757,20170301,64,0
3942,55757,20170401,68,0
3942,55757,20170501,50,0
3942,55757,20170601,47,0
3942,55757,20170701,48,0
3942,55757,20170801,60,0
3942,55757,20170901,50,0
3942,55757,20171001,79,0
3943,55757,20170101,98,0
3943,55757,20170201,96,0
3943,55757,20170301,64,0
3943,55757,20170401,68,0
3943,55757,20170501,50,0
3943,55757,20170601,47,0
3943,55757,20170701,48,0
3943,55757,20170801,60,0
3943,55757,20170901,50,0
3943,55757,20171001,79,0
3944,55759,20170101,93,0
3944,55759,20170201,82,0
3944,55759,20170301,90,0
3944,55759,20170401,83,0
3944,55759,20170501,81,0
3944,55759,20170601,82,0
3944,55759,20170701,79,0
3944,55759,20170801,78,0
3944,55759,20170901,79,0
3944,55759,20171001,79,0
3945,55760,20170101,88,0
3945,55760,20170201,95,0
3945,55760,20170301,75,0
3945,55760,20170401,49,0
3945,55760,20170501,54,0
3945,55760,20170601,54,0
3945,55760,20170701,52,0
3945,55760,20170801,40,0
3945,55760,20170901,63,0
3945,55760,20171001,56,0
3946,55762,20170101,86,0
3946,55762,20170201,94,0
3946,55762,20170301,70,0
3946,55762,20170401,45,0
3946,55762,20170501,47,0
3946,55762,20170601,45,0
3946,55762,20170701,38,0
3946,55762,20170801,27,0
3946,55762,20170901,48,0
3946,55762,20171001,54,0
3947,55763,20170101,85,0
3947,55763,20170201,95,0
3947,55763,20170301,74,0
3947,55763,20170401,44,0
3947,55763,20170501,44,0
3947,55763,20170601,42,0
3947,55763,20170701,40,0
3947,55763,20170801,29,0
3947,55763,20170901,48,0
3947,55763,20171001,54,0
3948,55764,20170101,92,0
3948,55764,20170201,91,0
3948,55764,20170301,75,0
3948,55764,20170401,38,0
3948,55764,20170501,45,0
3948,55764,20170601,46,0
3948,55764,20170701,36,0
3948,55764,20170801,34,0
3948,55764,20170901,50,0
3948,55764,20171001,52,0
3949,55770,20170101,84,0
3949,55770,20170201,76,0
3949,55770,20170301,59,0
3949,55770,20170401,32,0
3949,55770,20170501,44,0
3949,55770,20170601,62,0
3949,55770,20170701,40,0
3949,55770,20170801,67,0
3949,55770,20170901,74,0
3949,55770,20171001,69,0
3950,55773,20170101,96,0
3950,55773,20170201,74,0
3950,55773,20170301,76,0
3950,55773,20170401,79,0
3950,55773,20170501,70,0
3950,55773,20170601,68,0
3950,55773,20170701,77,0
3950,55773,20170801,73,0
3950,55773,20170901,71,0
3950,55773,20171001,91,0
3951,55774,20170101,92,0
3951,55774,20170201,80,0
3951,55774,20170301,81,0
3951,55774,20170401,76,0
3951,55774,20170501,76,0
3951,55774,20170601,63,0
3951,55774,20170701,62,0
3951,55774,20170801,54,0
3951,55774,20170901,63,0
3951,55774,20171001,66,0
3953,55776,20170101,-9999,9
3953,55776,20170201,-9999,9
3953,55776,20170301,-9999,9
3953,55776,20170401,-9999,9
3953,55776,20170501,-9999,9
3953,55776,20170601,-9999,9
3953,55776,20170701,-9999,9
3953,55776,20170801,-9999,9
3953,55776,20170901,-9999,9
3953,55776,20171001,-9999,9
3954,55777,20170101,83,0
3954,55777,20170201,92,0
3954,55777,20170301,94,0
3954,55777,20170401,76,0
3954,55777,20170501,79,0
3954,55777,20170601,84,0
3954,55777,20170701,71,0
3954,55777,20170801,72,0
3954,55777,20170901,60,0
3954,55777,20171001,82,0
3955,55778,20170101,-9999,9
3955,55778,20170201,-9999,9
3955,55778,20170301,-9999,9
3955,55778,20170401,-9999,9
3955,55778,20170501,-9999,9
3955,55778,20170601,-9999,9
3955,55778,20170701,-9999,9
3955,55778,20170801,-9999,9
3955,55778,20170901,-9999,9
3955,55778,20171001,-9999,9
3956,55780,20170101,78,0
3956,55780,20170201,82,0
3956,55780,20170301,76,0
3956,55780,20170401,66,0
3956,55780,20170501,68,0
3956,55780,20170601,52,0
3956,55780,20170701,52,0
3956,55780,20170801,51,0
3956,55780,20170901,58,0
3956,55780,20171001,61,0
3957,55782,20170101,65,0
3957,55782,20170201,68,0
3957,55782,20170301,73,0
3957,55782,20170401,79,0
3957,55782,20170501,68,0
3957,55782,20170601,72,0
3957,55782,20170701,72,0
3957,55782,20170801,-9999,9
3957,55782,20170901,76,0
3957,55782,20171001,80,0
3958,55784,20170101,58,0
3958,55784,20170201,66,0
3958,55784,20170301,66,0
3958,55784,20170401,72,0
3958,55784,20170501,72,0
3958,55784,20170601,70,0
3958,55784,20170701,68,0
3958,55784,20170801,73,0
3958,55784,20170901,72,0
3958,55784,20171001,78,0
3959,55785,20170101,53,0
3959,55785,20170201,59,0
3959,55785,20170301,63,0
3959,55785,20170401,64,0
3959,55785,20170501,62,0
3959,55785,20170601,60,0
3959,55785,20170701,55,0
3959,55785,20170801,59,0
3959,55785,20170901,60,0
3959,55785,20171001,61,0
3960,55787,20170101,48,0
3960,55787,20170201,70,0
3960,55787,20170301,65,0
3960,55787,20170401,50,0
3960,55787,20170501,62,0
3960,55787,20170601,62,0
3960,55787,20170701,57,0
3960,55787,20170801,68,0
3960,55787,20170901,64,0
3960,55787,20171001,68,0
3961,55788,20170101,42,0
3961,55788,20170201,64,0
3961,55788,20170301,74,0
3961,55788,20170401,64,0
3961,55788,20170501,61,0
3961,55788,20170601,42,0
3961,55788,20170701,53,0
3961,55788,20170801,33,0
3961,55788,20170901,60,0
3961,55788,20171001,56,0
3962,55788,20170101,42,0
3962,55788,20170201,64,0
3962,55788,20170301,74,0
3962,55788,20170401,64,0
3962,55788,20170501,61,0
3962,55788,20170601,42,0
3962,55788,20170701,53,0
3962,55788,20170801,33,0
3962,55788,20170901,60,0
3962,55788,20171001,56,0
3963,55790,20170101,75,0
3963,55790,20170201,75,0
3963,55790,20170301,66,0
3963,55790,20170401,67,0
3963,55790,20170501,56,0
3963,55790,20170601,56,0
3963,55790,20170701,30,0
3963,55790,20170801,44,0
3963,55790,20170901,40,0
3963,55790,20171001,42,0
3964,55795,20170101,90,0
3964,55795,20170201,77,0
3964,55795,20170301,62,0
3964,55795,20170401,69,0
3964,55795,20170501,52,0
3964,55795,20170601,58,0
3964,55795,20170701,59,0
3964,55795,20170801,47,0
3964,55795,20170901,57,0
3964,55795,20171001,75,0
3965,55796,20170101,-9999,9
3965,55796,20170201,-9999,9
3965,55796,20170301,-9999,9
3965,55796,20170401,-9999,9
3965,55796,20170501,-9999,9
3965,55796,20170601,-9999,9
3965,55796,20170701,-9999,9
3965,55796,20170801,-9999,9
3965,55796,20170901,-9999,9
3965,55796,20171001,-9999,9
3966,55797,20170101,86,0
3966,55797,20170201,75,0
3966,55797,20170301,59,0
3966,55797,20170401,64,0
3966,55797,20170501,50,0
3966,55797,20170601,61,0
3966,55797,20170701,47,0
3966,55797,20170801,50,0
3966,55797,20170901,64,0
3966,55797,20171001,69,0
3967,55798,20170101,96,0
3967,55798,20170201,84,0
3967,55798,20170301,74,0
3967,55798,20170401,52,0
3967,55798,20170501,43,0
3967,55798,20170601,40,0
3967,55798,20170701,31,0
3967,55798,20170801,25,0
3967,55798,20170901,49,0
3967,55798,20171001,45,0
3968,55799,20170101,-9999,9
3968,55799,20170201,-9999,9
3968,55799,20170301,-9999,9
3968,55799,20170401,-9999,9
3968,55799,20170501,-9999,9
3968,55799,20170601,-9999,9
3968,55799,20170701,-9999,9
3968,55799,20170801,-9999,9
3968,55799,20170901,-9999,9
3968,55799,20171001,-9999,9
3969,55801,20170101,76,0
3969,55801,20170201,82,0
3969,55801,20170301,65,0
3969,55801,20170401,61,0
3969,55801,20170501,46,0
3969,55801,20170601,62,0
3969,55801,20170701,45,0
3969,55801,20170801,80,0
3969,55801,20170901,71,0
3969,55801,20171001,71,0
3970,55803,20170101,93,0
3970,55803,20170201,91,0
3970,55803,20170301,82,0
3970,55803,20170401,68,0
3970,55803,20170501,63,0
3970,55803,20170601,49,0
3970,55803,20170701,47,0
3970,55803,20170801,45,0
3970,55803,20170901,60,0
3970,55803,20171001,60,0
3971,55806,20170101,84,0
3971,55806,20170201,76,0
3971,55806,20170301,67,0
3971,55806,20170401,62,0
3971,55806,20170501,50,0
3971,55806,20170601,55,0
3971,55806,20170701,58,0
3971,55806,20170801,48,0
3971,55806,20170901,60,0
3971,55806,20171001,71,0
3986,20927,20170101,96,0
3986,20927,20170201,91,0
3986,20927,20170301,89,0
3986,20927,20170401,86,0
3986,20927,20170501,68,0
3986,20927,20170601,75,0
3986,20927,20170701,90,0
3986,20927,20170801,77,0
3986,20927,20170901,72,0
3986,20927,20171001,-9999,9
3987,20939,20170101,37,0
3987,20939,20170201,96,0
3987,20939,20170301,100,0
3987,20939,20170401,69,0
3987,20939,20170501,97,0
3987,20939,20170601,92,0
3987,20939,20170701,100,0
3987,20939,20170801,60,0
3987,20939,20170901,99,0
3987,910908,20171001,93,0
3988,20951,20170101,64,0
3988,20951,20170201,99,0
3988,20951,20170301,98,0
3988,20951,20170401,60,0
3988,20951,20170501,90,0
3988,20951,20170601,70,0
3988,20951,20170701,92,0
3988,20951,20170801,76,0
3988,20951,20170901,89,0
3988,910815,20171001,83,0
3989,20963,20170101,76,0
3989,20963,20170201,89,0
3989,20963,20170301,88,0
3989,20963,20170401,83,0
3989,20963,20170501,69,0
3989,20963,20170601,68,0
3989,20963,20170701,96,0
3989,20963,20170801,85,0
3989,20963,20170901,75,0
3989,20963,20171001,-9999,9
3990,20975,20170101,73,0
3990,20975,20170201,94,0
3990,20975,20170301,78,0
3990,20975,20170401,67,0
3990,20975,20170501,65,0
3990,20975,20170601,65,0
3990,20975,20170701,78,0
3990,20975,20170801,72,0
3990,20975,20170901,82,0
3990,910567,20171001,86,0
3991,20987,20170101,97,0
3991,20987,20170201,82,0
3991,20987,20170301,88,0
3991,20987,20170401,70,0
3991,20987,20170501,85,0
3991,20987,20170601,67,0
3991,20987,20170701,92,0
3991,20987,20170801,87,0
3991,20987,20170901,79,0
3991,910532,20171001,86,0
3992,20999,20170101,84,0
3992,20999,20170201,89,0
3992,20999,20170301,79,0
3992,20999,20170401,68,0
3992,20999,20170501,62,0
3992,20999,20170601,66,0
3992,20999,20170701,88,0
3992,20999,20170801,71,0
3992,20999,20170901,81,0
3992,910291,20171001,79,0
3993,21011,20170101,34,0
3993,21011,20170201,97,0
3993,21011,20170301,100,0
3993,21011,20170401,55,0
3993,21011,20170501,70,0
3993,21011,20170601,65,0
3993,21011,20170701,91,0
3993,21011,20170801,50,0
3993,21011,20170901,99,0
3993,910791,20171001,92,0
3994,21023,20170101,95,0
3994,21023,20170201,82,0
3994,21023,20170301,84,0
3994,21023,20170401,85,0
3994,21023,20170501,79,0
3994,21023,20170601,74,0
3994,21023,20170701,98,0
3994,21023,20170801,90,0
3994,21023,20170901,70,0
3994,910091,20171001,84,0
3995,21035,20170101,96,0
3995,21035,20170201,91,0
3995,21035,20170301,86,0
3995,21035,20170401,80,0
3995,21035,20170501,69,0
3995,21035,20170601,68,0
3995,21035,20170701,86,0
3995,21035,20170801,80,0
3995,21035,20170901,84,0
3995,910046,20171001,85,0
3996,21047,20170101,84,0
3996,21047,20170201,79,0
3996,21047,20170301,86,0
3996,21047,20170401,76,0
3996,21047,20170501,82,0
3996,21047,20170601,65,0
3996,21047,20170701,92,0
3996,21047,20170801,86,0
3996,21047,20170901,80,0
3996,910513,20171001,84,0
3997,21059,20170101,99,0
3997,21059,20170201,99,0
3997,21059,20170301,79,0
3997,21059,20170401,64,0
3997,21059,20170501,82,0
3997,21059,20170601,72,0
3997,21059,20170701,78,0
3997,21059,20170801,83,0
3997,21059,20170901,79,0
3997,910805,20171001,85,0
3998,21071,20170101,93,0
3998,21071,20170201,93,0
3998,21071,20170301,87,0
3998,21071,20170401,81,0
3998,21071,20170501,76,0
3998,21071,20170601,68,0
3998,21071,20170701,84,0
3998,21071,20170801,81,0
3998,21071,20170901,75,0
3998,21071,20171001,-9999,9
3999,21083,20170101,87,0
3999,21083,20170201,83,0
3999,21083,20170301,86,0
3999,21083,20170401,80,0
3999,21083,20170501,71,0
3999,21083,20170601,63,0
3999,21083,20170701,96,0
3999,21083,20170801,82,0
3999,21083,20170901,82,0
3999,910430,20171001,81,0
4000,21095,20170101,88,0
4000,21095,20170201,94,0
4000,21095,20170301,84,0
4000,21095,20170401,68,0
4000,21095,20170501,59,0
4000,21095,20170601,67,0
4000,21095,20170701,94,0
4000,21095,20170801,80,0
4000,21095,20170901,78,0
4000,910264,20171001,85,0
4001,21107,20170101,94,0
4001,21107,20170201,89,0
4001,21107,20170301,86,0
4001,21107,20170401,84,0
4001,21107,20170501,64,0
4001,21107,20170601,70,0
4001,21107,20170701,88,0
4001,21107,20170801,76,0
4001,21107,20170901,71,0
4001,910113,20171001,79,0
4002,21119,20170101,73,0
4002,21119,20170201,99,0
4002,21119,20170301,76,0
4002,21119,20170401,65,0
4002,21119,20170501,89,0
4002,21119,20170601,87,0
4002,21119,20170701,80,0
4002,21119,20170801,61,0
4002,21119,20170901,93,0
4002,910948,20171001,93,0
4003,21131,20170101,95,0
4003,21131,20170201,86,0
4003,21131,20170301,77,0
4003,21131,20170401,63,0
4003,21131,20170501,85,0
4003,21131,20170601,61,0
4003,21131,20170701,77,0
4003,21131,20170801,72,0
4003,21131,20170901,84,0
4003,910742,20171001,83,0
4004,21143,20170101,95,0
4004,21143,20170201,94,0
4004,21143,20170301,78,0
4004,21143,20170401,69,0
4004,21143,20170501,73,0
4004,21143,20170601,57,0
4004,21143,20170701,70,0
4004,21143,20170801,62,0
4004,21143,20170901,95,0
4004,910776,20171001,92,0
4005,21155,20170101,82,0
4005,21155,20170201,92,0
4005,21155,20170301,83,0
4005,21155,20170401,55,0
4005,21155,20170501,56,0
4005,21155,20170601,56,0
4005,21155,20170701,89,0
4005,21155,20170801,68,0
4005,21155,20170901,80,0
4005,910382,20171001,84,0
4006,21167,20170101,56,0
4006,21167,20170201,100,0
4006,21167,20170301,83,0
4006,21167,20170401,59,0
4006,21167,20170501,93,0
4006,21167,20170601,62,0
4006,21167,20170701,79,0
4006,21167,20170801,73,0
4006,21167,20170901,96,0
4006,910836,20171001,87,0
4007,21179,20170101,56,0
4007,21179,20170201,96,0
4007,21179,20170301,96,0
4007,21179,20170401,53,0
4007,21179,20170501,80,0
4007,21179,20170601,57,0
4007,21179,20170701,96,0
4007,21179,20170801,72,0
4007,21179,20170901,83,0
4007,910544,20171001,87,0
4008,21191,20170101,96,0
4008,21191,20170201,89,0
4008,21191,20170301,80,0
4008,21191,20170401,68,0
4008,21191,20170501,68,0
4008,21191,20170601,58,0
4008,21191,20170701,72,0
4008,21191,20170801,59,0
4008,21191,20170901,93,0
4008,910688,20171001,87,0
4009,21203,20170101,-9999,9
4009,21203,20170201,-9999,9
4009,21203,20170301,-9999,9
4009,21203,20170401,-9999,9
4009,21203,20170501,-9999,9
4009,21203,20170601,-9999,9
4009,21203,20170701,-9999,9
4009,21203,20170801,-9999,9
4009,21203,20170901,-9999,9
4009,21203,20171001,-9999,9
4010,21215,20170101,96,0
4010,21215,20170201,99,0
4010,21215,20170301,74,0
4010,21215,20170401,56,0
4010,21215,20170501,65,0
4010,21215,20170601,62,0
4010,21215,20170701,66,0
4010,21215,20170801,54,0
4010,21215,20170901,97,0
4010,910895,20171001,91,0
4011,21227,20170101,93,0
4011,21227,20170201,92,0
4011,21227,20170301,86,0
4011,21227,20170401,68,0
4011,21227,20170501,74,0
4011,21227,20170601,56,0
4011,21227,20170701,91,0
4011,21227,20170801,87,0
4011,21227,20170901,74,0
4011,910616,20171001,92,0
4012,21239,20170101,99,0
4012,21239,20170201,85,0
4012,21239,20170301,83,0
4012,21239,20170401,63,0
4012,21239,20170501,83,0
4012,21239,20170601,60,0
4012,21239,20170701,82,0
4012,21239,20170801,76,0
4012,21239,20170901,75,0
4012,910729,20171001,88,0
4013,21251,20170101,95,0
4013,21251,20170201,75,0
4013,21251,20170301,79,0
4013,21251,20170401,60,0
4013,21251,20170501,82,0
4013,21251,20170601,68,0
4013,21251,20170701,86,0
4013,21251,20170801,85,0
4013,21251,20170901,75,0
4013,910641,20171001,89,0
4014,21263,20170101,67,0
4014,21263,20170201,88,0
4014,21263,20170301,75,0
4014,21263,20170401,58,0
4014,21263,20170501,60,0
4014,21263,20170601,55,0
4014,21263,20170701,77,0
4014,21263,20170801,74,0
4014,21263,20170901,94,0
4014,910496,20171001,83,0
4015,21275,20170101,95,0
4015,21275,20170201,88,0
4015,21275,20170301,85,0
4015,21275,20170401,86,0
4015,21275,20170501,66,0
4015,21275,20170601,71,0
4015,21275,20170701,87,0
4015,21275,20170801,76,0
4015,21275,20170901,75,0
4015,910131,20171001,84,0
4016,21287,20170101,93,0
4016,21287,20170201,94,0
4016,21287,20170301,94,0
4016,21287,20170401,96,0
4016,21287,20170501,79,0
4016,21287,20170601,78,0
4016,21287,20170701,94,0
4016,21287,20170801,-9999,9
4016,21287,20170901,67,0
4016,21287,20171001,-9999,9
4017,21299,20170101,-9999,9
4017,21299,20170201,-9999,9
4017,21299,20170301,-9999,9
4017,21299,20170401,-9999,9
4017,21299,20170501,-9999,9
4017,21299,20170601,-9999,9
4017,21299,20170701,-9999,9
4017,21299,20170801,-9999,9
4017,21299,20170901,-9999,9
4017,21299,20171001,-9999,9
4018,21311,20170101,72,0
4018,21311,20170201,90,0
4018,21311,20170301,78,0
4018,21311,20170401,65,0
4018,21311,20170501,59,0
4018,21311,20170601,56,0
4018,21311,20170701,77,0
4018,21311,20170801,73,0
4018,21311,20170901,91,0
4018,910490,20171001,80,0
4020,22715,20170101,92,0
4020,22715,20170201,98,0
4020,22715,20170301,82,0
4020,22715,20170401,65,0
4020,22715,20170501,87,0
4020,22715,20170601,70,0
4020,22715,20170701,69,0
4020,22715,20170801,74,0
4020,22715,20170901,89,0
4020,21335,20171001,-9999,9
4021,21347,20170101,-9999,9
4021,21347,20170201,-9999,9
4021,21347,20170301,-9999,9
4021,21347,20170401,-9999,9
4021,21347,20170501,-9999,9
4021,21347,20170601,-9999,9
4021,21347,20170701,-9999,9
4021,21347,20170801,-9999,9
4021,21347,20170901,-9999,9
4021,21347,20171001,-9999,9
4022,21359,20170101,79,0
4022,21359,20170201,84,0
4022,21359,20170301,68,0
4022,21359,20170401,58,0
4022,21359,20170501,55,0
4022,21359,20170601,57,0
4022,21359,20170701,74,0
4022,21359,20170801,72,0
4022,21359,20170901,94,0
4022,21359,20171001,-9999,9
4023,21371,20170101,82,0
4023,21371,20170201,87,0
4023,21371,20170301,69,0
4023,21371,20170401,55,0
4023,21371,20170501,54,0
4023,21371,20170601,49,0
4023,21371,20170701,69,0
4023,21371,20170801,66,0
4023,21371,20170901,91,0
4023,21371,20171001,-9999,9
4024,21383,20170101,83,0
4024,21383,20170201,93,0
4024,21383,20170301,87,0
4024,21383,20170401,64,0
4024,21383,20170501,56,0
4024,21383,20170601,57,0
4024,21383,20170701,91,0
4024,21383,20170801,76,0
4024,21383,20170901,78,0
4024,21383,20171001,-9999,9
4025,21395,20170101,-9999,9
4025,21395,20170201,-9999,9
4025,21395,20170301,-9999,9
4025,21395,20170401,-9999,9
4025,21395,20170501,-9999,9
4025,21395,20170601,-9999,9
4025,21395,20170701,-9999,9
4025,21395,20170801,-9999,9
4025,21395,20170901,-9999,9
4025,21395,20171001,-9999,9
4026,21407,20170101,98,0
4026,21407,20170201,85,0
4026,21407,20170301,78,0
4026,21407,20170401,62,0
4026,21407,20170501,79,0
4026,21407,20170601,57,0
4026,21407,20170701,74,0
4026,21407,20170801,72,0
4026,21407,20170901,68,0
4026,21407,20171001,-9999,9
4027,21407,20170101,98,0
4027,21407,20170201,85,0
4027,21407,20170301,78,0
4027,21407,20170401,62,0
4027,21407,20170501,79,0
4027,21407,20170601,57,0
4027,21407,20170701,74,0
4027,21407,20170801,72,0
4027,21407,20170901,68,0
4027,21419,20171001,-9999,9
4028,21431,20170101,-9999,9
4028,21431,20170201,-9999,9
4028,21431,20170301,-9999,9
4028,21431,20170401,-9999,9
4028,21431,20170501,-9999,9
4028,21431,20170601,-9999,9
4028,21431,20170701,-9999,9
4028,21431,20170801,-9999,9
4028,21431,20170901,-9999,9
4028,21431,20171001,-9999,9
4029,2266,20170101,81,0
4029,2266,20170201,71,0
4029,2266,20170301,79,0
4029,2266,20170401,76,0
4029,2266,20170501,73,0
4029,2266,20170601,58,0
4029,2266,20170701,88,0
4029,2266,20170801,78,0
4029,2266,20170901,79,0
4029,910400,20171001,77,0
4030,2266,20170101,81,0
4030,2266,20170201,71,0
4030,2266,20170301,79,0
4030,2266,20170401,76,0
4030,2266,20170501,73,0
4030,2266,20170601,58,0
4030,2266,20170701,88,0
4030,2266,20170801,78,0
4030,2266,20170901,79,0
4030,910400,20171001,77,0
4031,22103,20170101,86,0
4031,22103,20170201,80,0
4031,22103,20170301,88,0
4031,22103,20170401,84,0
4031,22103,20170501,83,0
4031,22103,20170601,59,0
4031,22103,20170701,93,0
4031,22103,20170801,79,0
4031,22103,20170901,81,0
4031,21467,20171001,-9999,9
4032,21479,20170101,-9999,9
4032,21479,20170201,-9999,9
4032,21479,20170301,-9999,9
4032,21479,20170401,-9999,9
4032,21479,20170501,-9999,9
4032,21479,20170601,-9999,9
4032,21479,20170701,-9999,9
4032,21479,20170801,-9999,9
4032,21479,20170901,-9999,9
4032,21479,20171001,-9999,9
4033,21491,20170101,-9999,9
4033,21491,20170201,-9999,9
4033,21491,20170301,-9999,9
4033,21491,20170401,-9999,9
4033,21491,20170501,-9999,9
4033,21491,20170601,-9999,9
4033,21491,20170701,-9999,9
4033,21491,20170801,-9999,9
4033,21491,20170901,-9999,9
4033,21491,20171001,-9999,9
4034,21503,20170101,-9999,9
4034,21503,20170201,-9999,9
4034,21503,20170301,-9999,9
4034,21503,20170401,-9999,9
4034,21503,20170501,-9999,9
4034,21503,20170601,-9999,9
4034,21503,20170701,-9999,9
4034,21503,20170801,-9999,9
4034,21503,20170901,-9999,9
4034,21503,20171001,-9999,9
4035,21515,20170101,68,0
4035,21515,20170201,99,0
4035,21515,20170301,71,0
4035,21515,20170401,49,0
4035,21515,20170501,80,0
4035,21515,20170601,64,0
4035,21515,20170701,57,0
4035,21515,20170801,60,0
4035,21515,20170901,96,0
4035,21515,20171001,-9999,9
4036,21527,20170101,-9999,9
4036,21527,20170201,-9999,9
4036,21527,20170301,-9999,9
4036,21527,20170401,-9999,9
4036,21527,20170501,-9999,9
4036,21527,20170601,-9999,9
4036,21527,20170701,-9999,9
4036,21527,20170801,-9999,9
4036,21527,20170901,-9999,9
4036,21527,20171001,-9999,9
4037,21539,20170101,99,0
4037,21539,20170201,93,0
4037,21539,20170301,83,0
4037,21539,20170401,62,0
4037,21539,20170501,79,0
4037,21539,20170601,72,0
4037,21539,20170701,83,0
4037,21539,20170801,82,0
4037,21539,20170901,89,0
4037,21539,20171001,-9999,9
4038,21551,20170101,-9999,9
4038,21551,20170201,-9999,9
4038,21551,20170301,-9999,9
4038,21551,20170401,-9999,9
4038,21551,20170501,-9999,9
4038,21551,20170601,-9999,9
4038,21551,20170701,-9999,9
4038,21551,20170801,-9999,9
4038,21551,20170901,-9999,9
4038,21551,20171001,-9999,9
4039,27731,20170101,91,0
4039,27731,20170201,100,0
4039,27731,20170301,87,0
4039,27731,20170401,62,0
4039,27731,20170501,83,0
4039,27731,20170601,62,0
4039,27731,20170701,80,0
4039,27731,20170801,79,0
4039,27731,20170901,88,0
4039,21563,20171001,-9999,9
4040,21575,20170101,-9999,9
4040,21575,20170201,-9999,9
4040,21575,20170301,-9999,9
4040,21575,20170401,-9999,9
4040,21575,20170501,-9999,9
4040,21575,20170601,-9999,9
4040,21575,20170701,-9999,9
4040,21575,20170801,-9999,9
4040,21575,20170901,-9999,9
4040,21575,20171001,-9999,9
4041,21587,20170101,100,0
4041,21587,20170201,94,0
4041,21587,20170301,80,0
4041,21587,20170401,66,0
4041,21587,20170501,82,0
4041,21587,20170601,62,0
4041,21587,20170701,75,0
4041,21587,20170801,71,0
4041,21587,20170901,96,0
4041,21587,20171001,-9999,9
4042,21599,20170101,-9999,9
4042,21599,20170201,-9999,9
4042,21599,20170301,-9999,9
4042,21599,20170401,-9999,9
4042,21599,20170501,-9999,9
4042,21599,20170601,-9999,9
4042,21599,20170701,-9999,9
4042,21599,20170801,-9999,9
4042,21599,20170901,-9999,9
4042,21599,20171001,-9999,9
4043,21611,20170101,-9999,9
4043,21611,20170201,-9999,9
4043,21611,20170301,-9999,9
4043,21611,20170401,-9999,9
4043,21611,20170501,-9999,9
4043,21611,20170601,-9999,9
4043,21611,20170701,-9999,9
4043,21611,20170801,-9999,9
4043,21611,20170901,-9999,9
4043,21611,20171001,-9999,9
4044,21623,20170101,-9999,9
4044,21623,20170201,-9999,9
4044,21623,20170301,-9999,9
4044,21623,20170401,-9999,9
4044,21623,20170501,-9999,9
4044,21623,20170601,-9999,9
4044,21623,20170701,-9999,9
4044,21623,20170801,-9999,9
4044,21623,20170901,-9999,9
4044,21623,20171001,-9999,9
4046,21647,20170101,-9999,9
4046,21647,20170201,-9999,9
4046,21647,20170301,-9999,9
4046,21647,20170401,-9999,9
4046,21647,20170501,-9999,9
4046,21647,20170601,-9999,9
4046,21647,20170701,-9999,9
4046,21647,20170801,-9999,9
4046,21647,20170901,-9999,9
4046,21647,20171001,-9999,9
4047,21659,20170101,87,0
4047,21659,20170201,92,0
4047,21659,20170301,81,0
4047,21659,20170401,64,0
4047,21659,20170501,84,0
4047,21659,20170601,64,0
4047,21659,20170701,77,0
4047,21659,20170801,70,0
4047,21659,20170901,94,0
4047,21659,20171001,-9999,9
4048,21671,20170101,96,0
4048,21671,20170201,91,0
4048,21671,20170301,90,0
4048,21671,20170401,86,0
4048,21671,20170501,62,0
4048,21671,20170601,75,0
4048,21671,20170701,86,0
4048,21671,20170801,75,0
4048,21671,20170901,80,0
4048,910130,20171001,84,0
4049,21683,20170101,-9999,9
4049,21683,20170201,-9999,9
4049,21683,20170301,-9999,9
4049,21683,20170401,-9999,9
4049,21683,20170501,-9999,9
4049,21683,20170601,-9999,9
4049,21683,20170701,-9999,9
4049,21683,20170801,-9999,9
4049,21683,20170901,-9999,9
4049,21683,20171001,-9999,9
4050,21695,20170101,-9999,9
4050,21695,20170201,-9999,9
4050,21695,20170301,-9999,9
4050,21695,20170401,-9999,9
4050,21695,20170501,-9999,9
4050,21695,20170601,-9999,9
4050,21695,20170701,-9999,9
4050,21695,20170801,-9999,9
4050,21695,20170901,-9999,9
4050,21695,20171001,-9999,9
4051,21707,20170101,92,0
4051,21707,20170201,94,0
4051,21707,20170301,87,0
4051,21707,20170401,71,0
4051,21707,20170501,66,0
4051,21707,20170601,68,0
4051,21707,20170701,80,0
4051,21707,20170801,67,0
4051,21707,20170901,95,0
4051,21707,20171001,-9999,9
4052,21719,20170101,86,0
4052,21719,20170201,100,0
4052,21719,20170301,83,0
4052,21719,20170401,64,0
4052,21719,20170501,87,0
4052,21719,20170601,84,0
4052,21719,20170701,85,0
4052,21719,20170801,78,0
4052,21719,20170901,93,0
4052,21719,20171001,-9999,9
4053,2226,20170101,96,0
4053,2226,20170201,91,0
4053,2226,20170301,82,0
4053,2226,20170401,88,0
4053,2226,20170501,65,0
4053,2226,20170601,72,0
4053,2226,20170701,89,0
4053,2226,20170801,81,0
4053,2226,20170901,79,0
4053,910200,20171001,83,0
4054,2226,20170101,96,0
4054,2226,20170201,91,0
4054,2226,20170301,82,0
4054,2226,20170401,88,0
4054,2226,20170501,65,0
