"STAID","SOUID","DATE","TN","Q_TN"
1,35383,20170101,-9999,9
1,35383,20170201,-9999,9
1,35383,20170301,-9999,9
1,35383,20170401,-9999,9
1,35383,20170501,-9999,9
1,35383,20170601,-9999,9
1,35383,20170701,-9999,9
1,35383,20170801,-9999,9
1,35383,20170901,-9999,9
1,35383,20171001,-9999,9
2,36439,20170101,-9999,9
2,36439,20170201,-9999,9
2,36439,20170301,-9999,9
2,36439,20170401,-9999,9
2,36439,20170501,-9999,9
2,36439,20170601,-9999,9
2,36439,20170701,-9999,9
2,36439,20170801,-9999,9
2,36439,20170901,-9999,9
2,36439,20171001,-9999,9
3,37078,20170101,-9999,9
3,37078,20170201,-9999,9
3,37078,20170301,-9999,9
3,37078,20170401,-9999,9
3,37078,20170501,-9999,9
3,37078,20170601,-9999,9
3,37078,20170701,-9999,9
3,37078,20170801,-9999,9
3,37078,20170901,-9999,9
3,37078,20171001,-9999,9
4,902562,20170101,1,0
4,902562,20170201,-14,0
4,902562,20170301,0,0
4,902562,20170401,35,0
4,902562,20170501,-36,0
4,902562,20170601,47,0
4,902562,20170701,136,0
4,902562,20170801,116,0
4,902562,20170901,91,0
4,902562,20171001,52,0
5,902562,20170101,1,0
5,902562,20170201,-14,0
5,902562,20170301,0,0
5,902562,20170401,35,0
5,902562,20170501,-36,0
5,902562,20170601,47,0
5,902562,20170701,136,0
5,902562,20170801,116,0
5,902562,20170901,91,0
5,902562,20171001,52,0
6,36154,20170101,-9999,9
6,36154,20170201,-9999,9
6,36154,20170301,-9999,9
6,36154,20170401,-9999,9
6,36154,20170501,-9999,9
6,36154,20170601,-9999,9
6,36154,20170701,-9999,9
6,36154,20170801,-9999,9
6,36154,20170901,-9999,9
6,36154,20171001,-9999,9
7,902418,20170101,-1,0
7,902418,20170201,-15,0
7,902418,20170301,1,0
7,902418,20170401,40,0
7,902418,20170501,-25,0
7,902418,20170601,34,0
7,902418,20170701,121,0
7,902418,20170801,111,0
7,902418,20170901,46,0
7,902418,20171001,86,0
8,902226,20170101,-28,0
8,902226,20170201,-128,0
8,902226,20170301,-58,0
8,902226,20170401,1,0
8,902226,20170501,4,0
8,902226,20170601,25,0
8,902226,20170701,100,0
8,902226,20170801,107,0
8,902226,20170901,85,0
8,902226,20171001,70,0
9,902226,20170101,-28,0
9,902226,20170201,-128,0
9,902226,20170301,-58,0
9,902226,20170401,1,0
9,902226,20170501,4,0
9,902226,20170601,25,0
9,902226,20170701,100,0
9,902226,20170801,107,0
9,902226,20170901,85,0
9,902226,20171001,70,0
10,902484,20170101,6,0
10,902484,20170201,-4,0
10,902484,20170301,12,0
10,902484,20170401,21,0
10,902484,20170501,44,0
10,902484,20170601,75,0
10,902484,20170701,134,0
10,902484,20170801,156,0
10,902484,20170901,111,0
10,902484,20171001,91,0
11,911012,20170101,-79,0
11,911012,20170201,-28,0
11,911012,20170301,26,0
11,911012,20170401,80,0
11,911012,20170501,31,0
11,911012,20170601,170,0
11,911012,20170701,129,0
11,911012,20170801,185,0
11,911012,20170901,141,0
11,911012,20171001,91,0
12,911290,20170101,-75,0
12,911290,20170201,-44,0
12,911290,20170301,44,0
12,911290,20170401,65,0
12,911290,20170501,81,0
12,911290,20170601,170,0
12,911290,20170701,167,0
12,911290,20170801,195,0
12,911290,20170901,164,0
12,911290,20171001,54,0
13,911120,20170101,-91,0
13,911120,20170201,10,0
13,911120,20170301,6,0
13,911120,20170401,56,0
13,911120,20170501,47,0
13,911120,20170601,154,0
13,911120,20170701,117,0
13,911120,20170801,161,0
13,911120,20170901,139,0
13,911120,20171001,125,0
14,32277,20170101,-103,0
14,32277,20170201,1,0
14,32277,20170301,24,0
14,32277,20170401,23,0
14,32277,20170501,-10,0
14,32277,20170601,130,0
14,32277,20170701,120,0
14,32277,20170801,143,0
14,32277,20170901,123,0
14,911150,20171001,109,0
15,911146,20170101,-69,0
15,911146,20170201,-99,0
15,911146,20170301,-159,0
15,911146,20170401,-44,0
15,911146,20170501,-76,0
15,911146,20170601,19,0
15,911146,20170701,-33,0
15,911146,20170801,74,0
15,911146,20170901,-18,0
15,911146,20171001,-14,0
16,911035,20170101,-61,0
16,911035,20170201,-43,0
16,911035,20170301,57,0
16,911035,20170401,102,0
16,911035,20170501,96,0
16,911035,20170601,191,0
16,911035,20170701,155,0
16,911035,20170801,217,0
16,911035,20170901,155,0
16,911035,20171001,87,0
17,906447,20170101,-30,0
17,906447,20170201,11,0
17,906447,20170301,30,0
17,906447,20170401,99,0
17,906447,20170501,95,0
17,906447,20170601,131,0
17,906447,20170701,140,0
17,906447,20170801,137,0
17,906447,20170901,99,0
17,906447,20171001,107,0
21,914236,20170101,-54,0
21,914236,20170201,-11,0
21,914236,20170301,49,0
21,914236,20170401,111,0
21,914236,20170501,111,0
21,914236,20170601,184,0
21,914236,20170701,165,0
21,914236,20170801,222,0
21,914236,20170901,221,0
21,914236,20171001,75,0
22,63,20170101,-9999,9
22,63,20170201,-9999,9
22,63,20170301,-9999,9
22,63,20170401,-9999,9
22,63,20170501,-9999,9
22,63,20170601,-9999,9
22,63,20170701,-9999,9
22,63,20170801,-9999,9
22,63,20170901,-9999,9
22,63,20171001,-9999,9
23,917609,20170101,45,0
23,917609,20170201,0,0
23,917609,20170301,155,0
23,917609,20170401,115,0
23,917609,20170501,151,0
23,917609,20170601,181,0
23,917609,20170701,239,0
23,917609,20170801,226,0
23,917609,20170901,236,0
23,917609,20171001,171,0
24,917601,20170101,51,0
24,917601,20170201,54,0
24,917601,20170301,146,0
24,917601,20170401,116,0
24,917601,20170501,174,0
24,917601,20170601,171,0
24,917601,20170701,252,0
24,917601,20170801,246,0
24,917601,20170901,231,0
24,917601,20171001,199,0
25,917607,20170101,24,0
25,917607,20170201,-16,0
25,917607,20170301,134,0
25,917607,20170401,101,0
25,917607,20170501,154,0
25,917607,20170601,175,0
25,917607,20170701,286,0
25,917607,20170801,250,0
25,917607,20170901,249,0
25,917607,20171001,159,0
26,75,20170101,-9999,9
26,75,20170201,-9999,9
26,75,20170301,-9999,9
26,75,20170401,-9999,9
26,75,20170501,-9999,9
26,75,20170601,-9999,9
26,75,20170701,-9999,9
26,75,20170801,-9999,9
26,75,20170901,-9999,9
26,75,20171001,-9999,9
27,79,20170101,-9999,9
27,79,20170201,-9999,9
27,79,20170301,-9999,9
27,79,20170401,-9999,9
27,79,20170501,-9999,9
27,79,20170601,-9999,9
27,79,20170701,-9999,9
27,79,20170801,-9999,9
27,79,20170901,-9999,9
27,79,20171001,-9999,9
28,83,20170101,-11,0
28,83,20170201,-12,0
28,83,20170301,2,0
28,83,20170401,-15,0
28,83,20170501,28,0
28,83,20170601,53,0
28,83,20170701,132,0
28,83,20170801,162,0
28,83,20170901,129,0
28,83,20171001,84,0
29,87,20170101,-51,0
29,87,20170201,-43,0
29,87,20170301,0,0
29,87,20170401,-50,0
29,87,20170501,-31,0
29,87,20170601,-20,0
29,87,20170701,114,0
29,87,20170801,107,0
29,87,20170901,98,0
29,87,20171001,51,0
30,91,20170101,-120,0
30,91,20170201,-213,0
30,91,20170301,-77,0
30,91,20170401,-66,0
30,91,20170501,0,0
30,91,20170601,2,0
30,91,20170701,95,0
30,91,20170801,98,0
30,91,20170901,65,0
30,91,20171001,37,0
31,4896,20170101,-9999,9
31,4896,20170201,-9999,9
31,4896,20170301,-9999,9
31,4896,20170401,-9999,9
31,4896,20170501,-9999,9
31,4896,20170601,-9999,9
31,4896,20170701,-9999,9
31,4896,20170801,-9999,9
31,4896,20170901,-9999,9
31,4896,20171001,-9999,9
32,907255,20170101,-36,0
32,907255,20170201,32,0
32,907255,20170301,56,0
32,907255,20170401,82,0
32,907255,20170501,66,0
32,907255,20170601,151,0
32,907255,20170701,126,0
32,907255,20170801,161,0
32,907255,20170901,86,0
32,907255,20171001,92,0
33,907630,20170101,-20,0
33,907630,20170201,85,0
33,907630,20170301,17,0
33,907630,20170401,87,0
33,907630,20170501,59,0
33,907630,20170601,164,0
33,907630,20170701,132,0
33,907630,20170801,200,0
33,907630,20170901,134,0
33,907630,20171001,110,0
34,907510,20170101,26,0
34,907510,20170201,72,0
34,907510,20170301,55,0
34,907510,20170401,87,0
34,907510,20170501,67,0
34,907510,20170601,144,0
34,907510,20170701,136,0
34,907510,20170801,162,0
34,907510,20170901,100,0
34,907510,20171001,132,0
36,907747,20170101,14,0
36,907747,20170201,81,0
36,907747,20170301,56,0
36,907747,20170401,96,0
36,907747,20170501,77,0
36,907747,20170601,151,0
36,907747,20170701,164,0
36,907747,20170801,229,0
36,907747,20170901,166,0
36,907747,20171001,142,0
37,907481,20170101,-11,0
37,907481,20170201,71,0
37,907481,20170301,40,0
37,907481,20170401,80,0
37,907481,20170501,52,0
37,907481,20170601,157,0
37,907481,20170701,140,0
37,907481,20170801,217,0
37,907481,20170901,114,0
37,907481,20171001,100,0
39,907650,20170101,19,0
39,907650,20170201,121,0
39,907650,20170301,20,0
39,907650,20170401,97,0
39,907650,20170501,71,0
39,907650,20170601,179,0
39,907650,20170701,167,0
39,907650,20170801,281,0
39,907650,20170901,161,0
39,907650,20171001,141,0
40,127,20170101,-120,0
40,127,20170201,-24,0
40,127,20170301,25,0
40,127,20170401,25,0
40,127,20170501,16,0
40,127,20170601,85,0
40,127,20170701,109,0
40,127,20170801,161,0
40,127,20170901,82,0
40,910675,20171001,82,0
41,11449,20170101,4,0
41,11449,20170201,-31,0
41,11449,20170301,24,0
41,11449,20170401,93,0
41,11449,20170501,44,0
41,11449,20170601,95,0
41,11449,20170701,143,0
41,11449,20170801,188,0
41,11449,20170901,124,0
41,910381,20171001,105,0
42,137,20170101,2,0
42,137,20170201,5,0
42,137,20170301,20,0
42,137,20170401,88,0
42,137,20170501,65,0
42,137,20170601,47,0
42,137,20170701,138,0
42,137,20170801,143,0
42,137,20170901,76,0
42,910224,20171001,70,0
43,2303,20170101,-63,0
43,2303,20170201,-46,0
43,2303,20170301,25,0
43,2303,20170401,106,0
43,2303,20170501,48,0
43,2303,20170601,103,0
43,2303,20170701,136,0
43,2303,20170801,183,0
43,2303,20170901,113,0
43,910488,20171001,116,0
44,147,20170101,-40,0
44,147,20170201,10,0
44,147,20170301,45,0
44,147,20170401,71,0
44,147,20170501,80,0
44,147,20170601,144,0
44,147,20170701,152,0
44,147,20170801,178,0
44,147,20170901,93,0
44,910637,20171001,70,0
45,152,20170101,-9999,9
45,152,20170201,-9999,9
45,152,20170301,-9999,9
45,152,20170401,-9999,9
45,152,20170501,-9999,9
45,152,20170601,-9999,9
45,152,20170701,-9999,9
45,152,20170801,-9999,9
45,152,20170901,-9999,9
45,152,20171001,-9999,9
46,157,20170101,-9999,9
46,157,20170201,-9999,9
46,157,20170301,-9999,9
46,157,20170401,-9999,9
46,157,20170501,-9999,9
46,157,20170601,-9999,9
46,157,20170701,-9999,9
46,157,20170801,-9999,9
46,157,20170901,-9999,9
46,157,20171001,-9999,9
47,162,20170101,18,0
47,162,20170201,1,0
47,162,20170301,25,0
47,162,20170401,84,0
47,162,20170501,59,0
47,162,20170601,67,0
47,162,20170701,138,0
47,162,20170801,144,0
47,162,20170901,88,0
47,910147,20171001,112,0
48,166,20170101,4,0
48,166,20170201,-12,0
48,166,20170301,-14,0
48,166,20170401,73,0
48,166,20170501,-1,0
48,166,20170601,123,0
48,166,20170701,101,0
48,166,20170801,155,0
48,166,20170901,88,0
48,910962,20171001,76,0
49,171,20170101,-84,0
49,171,20170201,-17,0
49,171,20170301,36,0
49,171,20170401,62,0
49,171,20170501,37,0
49,171,20170601,108,0
49,171,20170701,133,0
49,171,20170801,181,0
49,171,20170901,89,0
49,171,20171001,-9999,9
50,176,20170101,-51,0
50,176,20170201,6,0
50,176,20170301,28,0
50,176,20170401,78,0
50,176,20170501,65,0
50,176,20170601,111,0
50,176,20170701,136,0
50,176,20170801,158,0
50,176,20170901,85,0
50,176,20171001,-9999,9
51,11507,20170101,-38,0
51,11507,20170201,17,0
51,11507,20170301,47,0
51,11507,20170401,64,0
51,11507,20170501,76,0
51,11507,20170601,123,0
51,11507,20170701,140,0
51,11507,20170801,175,0
51,11507,20170901,115,0
51,910731,20171001,91,0
52,186,20170101,-61,0
52,186,20170201,5,0
52,186,20170301,14,0
52,186,20170401,86,0
52,186,20170501,34,0
52,186,20170601,148,0
52,186,20170701,141,0
52,186,20170801,177,0
52,186,20170901,120,0
52,910865,20171001,107,0
53,191,20170101,-9999,9
53,191,20170201,-9999,9
53,191,20170301,-9999,9
53,191,20170401,-9999,9
53,191,20170501,-9999,9
53,191,20170601,-9999,9
53,191,20170701,-9999,9
53,191,20170801,-9999,9
53,191,20170901,-9999,9
53,191,20171001,-9999,9
54,196,20170101,-9,0
54,196,20170201,-36,0
54,196,20170301,17,0
54,196,20170401,89,0
54,196,20170501,39,0
54,196,20170601,87,0
54,196,20170701,134,0
54,196,20170801,179,0
54,196,20170901,115,0
54,910379,20171001,107,0
55,201,20170101,19,0
55,201,20170201,-3,0
55,201,20170301,16,0
55,201,20170401,87,0
55,201,20170501,52,0
55,201,20170601,75,0
55,201,20170701,133,0
55,201,20170801,163,0
55,201,20170901,100,0
55,910162,20171001,122,0
56,206,20170101,-9999,9
56,206,20170201,-9999,9
56,206,20170301,-9999,9
56,206,20170401,-9999,9
56,206,20170501,-9999,9
56,206,20170601,-9999,9
56,206,20170701,-9999,9
56,206,20170801,-9999,9
56,206,20170901,-9999,9
56,206,20171001,-9999,9
57,29433,20170101,-31,0
57,29433,20170201,6,0
57,29433,20170301,41,0
57,29433,20170401,53,0
57,29433,20170501,44,0
57,29433,20170601,129,0
57,29433,20170701,151,0
57,29433,20170801,164,0
57,29433,20170901,81,0
57,211,20171001,-9999,9
58,216,20170101,-80,0
58,216,20170201,-80,0
58,216,20170301,-157,0
58,216,20170401,-60,0
58,216,20170501,-105,0
58,216,20170601,16,0
58,216,20170701,-25,0
58,216,20170801,89,0
58,216,20170901,-19,0
58,910961,20171001,-14,0
59,221,20170101,-9999,9
59,221,20170201,-9999,9
59,221,20170301,-9999,9
59,221,20170401,-9999,9
59,221,20170501,-9999,9
59,221,20170601,-9999,9
59,221,20170701,-9999,9
59,221,20170801,-9999,9
59,221,20170901,-9999,9
59,221,20171001,-9999,9
60,226,20170101,-9999,9
60,226,20170201,-9999,9
60,226,20170301,-9999,9
60,226,20170401,-9999,9
60,226,20170501,-9999,9
60,226,20170601,-9999,9
60,226,20170701,-9999,9
60,226,20170801,-9999,9
60,226,20170901,-9999,9
60,226,20171001,-9999,9
61,916754,20170101,31,0
61,916754,20170201,-9999,9
61,916754,20170301,99,0
61,916754,20170401,135,0
61,916754,20170501,175,0
61,916754,20170601,162,0
61,916754,20170701,241,0
61,916754,20170801,245,0
61,916754,20170901,202,0
61,916754,20171001,181,0
62,236,20170101,-9999,9
62,236,20170201,-9999,9
62,236,20170301,-9999,9
62,236,20170401,-9999,9
62,236,20170501,-9999,9
62,236,20170601,-9999,9
62,236,20170701,-9999,9
62,236,20170801,-9999,9
62,236,20170901,-9999,9
62,236,20171001,-9999,9
63,916734,20170101,-9999,9
63,916734,20170201,65,0
63,916734,20170301,121,0
63,916734,20170401,101,0
63,916734,20170501,-9999,9
63,916734,20170601,180,0
63,916734,20170701,-9999,9
63,916734,20170801,197,0
63,916734,20170901,212,0
63,916734,20171001,134,0
64,16411,20170101,-9999,9
64,16411,20170201,-9999,9
64,16411,20170301,-9999,9
64,16411,20170401,-9999,9
64,16411,20170501,-9999,9
64,16411,20170601,-9999,9
64,16411,20170701,-9999,9
64,16411,20170801,-9999,9
64,16411,20170901,-9999,9
64,16411,20171001,-9999,9
65,904097,20170101,15,0
65,904097,20170201,32,0
65,904097,20170301,-3,0
65,904097,20170401,35,0
65,904097,20170501,41,0
65,904097,20170601,46,0
65,904097,20170701,86,0
65,904097,20170801,74,0
65,904097,20170901,102,0
65,904097,20171001,65,0
66,252,20170101,-9999,9
66,252,20170201,-9999,9
66,252,20170301,-9999,9
66,252,20170401,-9999,9
66,252,20170501,-9999,9
66,252,20170601,-9999,9
66,252,20170701,-9999,9
66,252,20170801,-9999,9
66,252,20170901,-9999,9
66,252,20171001,-9999,9
67,904013,20170101,21,0
67,904013,20170201,2,0
67,904013,20170301,-20,0
67,904013,20170401,27,0
67,904013,20170501,81,0
67,904013,20170601,77,0
67,904013,20170701,96,0
67,904013,20170801,106,0
67,904013,20170901,120,0
67,904013,20171001,85,0
68,260,20170101,-9999,9
68,260,20170201,-9999,9
68,260,20170301,-9999,9
68,260,20170401,-9999,9
68,260,20170501,-9999,9
68,260,20170601,-9999,9
68,260,20170701,-9999,9
68,260,20170801,-9999,9
68,260,20170901,-9999,9
68,260,20171001,-9999,9
69,264,20170101,-9999,9
69,264,20170201,-9999,9
69,264,20170301,-9999,9
69,264,20170401,-9999,9
69,264,20170501,-9999,9
69,264,20170601,-9999,9
69,264,20170701,-9999,9
69,264,20170801,-9999,9
69,264,20170901,-9999,9
69,264,20171001,-9999,9
70,934391,20170101,-9999,9
70,934391,20170201,-225,0
70,934391,20170301,-9999,9
70,934391,20170401,-9999,9
70,934391,20170501,-9999,9
70,934391,20170601,-9999,9
70,934391,20170701,-9999,9
70,934391,20170801,-9999,9
70,934391,20170901,-9999,9
70,934391,20171001,-9999,9
71,922550,20170101,-16,0
71,922550,20170201,-9999,9
71,922550,20170301,-9999,9
71,922550,20170401,-9999,9
71,922550,20170501,34,0
71,922550,20170601,-9999,9
71,922550,20170701,-9999,9
71,922550,20170801,-9999,9
71,922550,20170901,-9999,9
71,922550,20171001,-9999,9
72,937031,20170101,-34,0
72,937031,20170201,-9999,9
72,937031,20170301,37,0
72,937031,20170401,-9999,9
72,937031,20170501,-9999,9
72,937031,20170601,-9999,9
72,937031,20170701,-9999,9
72,937031,20170801,-9999,9
72,937031,20170901,-9999,9
72,937031,20171001,36,0
73,934880,20170101,-9999,9
73,934880,20170201,-9999,9
73,934880,20170301,-31,0
73,934880,20170401,-9999,9
73,934880,20170501,-9999,9
73,934880,20170601,-9999,9
73,934880,20170701,-9999,9
73,934880,20170801,-9999,9
73,934880,20170901,-9999,9
73,934880,20171001,74,0
74,927648,20170101,-9999,9
74,927648,20170201,-9999,9
74,927648,20170301,-9999,9
74,927648,20170401,-19,0
74,927648,20170501,-9999,9
74,927648,20170601,-9999,9
74,927648,20170701,-9999,9
74,927648,20170801,-9999,9
74,927648,20170901,-9999,9
74,927648,20171001,-9999,9
75,288,20170101,-9999,9
75,288,20170201,-9999,9
75,288,20170301,-9999,9
75,288,20170401,-9999,9
75,288,20170501,-9999,9
75,288,20170601,-9999,9
75,288,20170701,-9999,9
75,288,20170801,-9999,9
75,288,20170901,-9999,9
75,288,20171001,-9999,9
76,928411,20170101,-9999,9
76,928411,20170201,-9999,9
76,928411,20170301,-9999,9
76,928411,20170401,-109,0
76,928411,20170501,-9999,9
76,928411,20170601,-9999,9
76,928411,20170701,-9999,9
76,928411,20170801,-9999,9
76,928411,20170901,-9999,9
76,928411,20171001,35,0
77,926702,20170101,19,0
77,926702,20170201,-39,0
77,926702,20170301,7,0
77,926702,20170401,69,0
77,926702,20170501,-9,0
77,926702,20170601,111,0
77,926702,20170701,144,0
77,926702,20170801,121,0
77,926702,20170901,161,0
77,926702,20171001,22,0
78,922217,20170101,-99,0
78,922217,20170201,-115,0
78,922217,20170301,-159,0
78,922217,20170401,-124,0
78,922217,20170501,2,0
78,922217,20170601,15,0
78,922217,20170701,91,0
78,922217,20170801,119,0
78,922217,20170901,52,0
78,922217,20171001,46,0
79,922520,20170101,-38,0
79,922520,20170201,-9999,9
79,922520,20170301,-9999,9
79,922520,20170401,-98,0
79,922520,20170501,-9999,9
79,922520,20170601,2,0
79,922520,20170701,64,0
79,922520,20170801,137,0
79,922520,20170901,107,0
79,922520,20171001,71,0
80,934009,20170101,-39,0
80,934009,20170201,-144,0
80,934009,20170301,16,0
80,934009,20170401,4,0
80,934009,20170501,130,0
80,934009,20170601,154,0
80,934009,20170701,170,0
80,934009,20170801,162,0
80,934009,20170901,119,0
80,934009,20171001,60,0
81,922583,20170101,-26,0
81,922583,20170201,-9999,9
81,922583,20170301,-59,0
81,922583,20170401,-9999,9
81,922583,20170501,-9999,9
81,922583,20170601,52,0
81,922583,20170701,-9999,9
81,922583,20170801,-9999,9
81,922583,20170901,-9999,9
81,922583,20171001,-9999,9
82,927333,20170101,-9999,9
82,927333,20170201,-9999,9
82,927333,20170301,-9999,9
82,927333,20170401,-86,0
82,927333,20170501,-9999,9
82,927333,20170601,-9999,9
82,927333,20170701,-9999,9
82,927333,20170801,-9999,9
82,927333,20170901,-9999,9
82,927333,20171001,-9999,9
83,922887,20170101,-9999,9
83,922887,20170201,-44,0
83,922887,20170301,-9999,9
83,922887,20170401,-9999,9
83,922887,20170501,-9999,9
83,922887,20170601,-9999,9
83,922887,20170701,-9999,9
83,922887,20170801,-9999,9
83,922887,20170901,-9999,9
83,922887,20171001,-9999,9
84,928434,20170101,-9999,9
84,928434,20170201,-9999,9
84,928434,20170301,-134,0
84,928434,20170401,-9999,9
84,928434,20170501,-9999,9
84,928434,20170601,-9999,9
84,928434,20170701,-9999,9
84,928434,20170801,-9999,9
84,928434,20170901,-9999,9
84,324,20171001,-9999,9
85,926063,20170101,7,0
85,926063,20170201,-23,0
85,926063,20170301,42,0
85,926063,20170401,-9,0
85,926063,20170501,21,0
85,926063,20170601,60,0
85,926063,20170701,116,0
85,926063,20170801,171,0
85,926063,20170901,156,0
85,926063,20171001,77,0
86,922113,20170101,-34,0
86,922113,20170201,-80,0
86,922113,20170301,-168,0
86,922113,20170401,-70,0
86,922113,20170501,6,0
86,922113,20170601,11,0
86,922113,20170701,91,0
86,922113,20170801,81,0
86,922113,20170901,61,0
86,922113,20171001,26,0
87,927612,20170101,6,0
87,927612,20170201,-76,0
87,927612,20170301,26,0
87,927612,20170401,-29,0
87,927612,20170501,132,0
87,927612,20170601,119,0
87,927612,20170701,147,0
87,927612,20170801,156,0
87,927612,20170901,76,0
87,927612,20171001,42,0
88,923205,20170101,-155,0
88,923205,20170201,-139,0
88,923205,20170301,-9999,9
88,923205,20170401,-9999,9
88,923205,20170501,-9999,9
88,923205,20170601,-9999,9
88,923205,20170701,-9999,9
88,923205,20170801,85,0
88,923205,20170901,-9999,9
88,923205,20171001,-9999,9
89,928722,20170101,-9999,9
89,928722,20170201,-310,0
89,928722,20170301,-49,0
89,928722,20170401,-9999,9
89,928722,20170501,-9999,9
89,928722,20170601,-9999,9
89,928722,20170701,-9999,9
89,928722,20170801,-9999,9
89,928722,20170901,-9999,9
89,928722,20171001,-9999,9
90,922641,20170101,-9999,9
90,922641,20170201,-9999,9
90,922641,20170301,-9999,9
90,922641,20170401,-9999,9
90,922641,20170501,-9999,9
90,922641,20170601,56,0
90,922641,20170701,-9999,9
90,922641,20170801,-9999,9
90,922641,20170901,-9999,9
90,922641,20171001,42,0
91,935121,20170101,-80,0
91,935121,20170201,-248,0
91,935121,20170301,-18,0
91,935121,20170401,-9999,9
91,935121,20170501,-9999,9
91,935121,20170601,-9999,9
91,935121,20170701,-9999,9
91,935121,20170801,-9999,9
91,935121,20170901,-9999,9
91,935121,20171001,-9999,9
92,927823,20170101,-9999,9
92,927823,20170201,-9999,9
92,927823,20170301,-9999,9
92,927823,20170401,-9999,9
92,927823,20170501,-9999,9
92,927823,20170601,-9999,9
92,927823,20170701,-9999,9
92,927823,20170801,-9999,9
92,927823,20170901,-9999,9
92,927823,20171001,36,0
93,922820,20170101,6,0
93,922820,20170201,-66,0
93,922820,20170301,7,0
93,922820,20170401,-79,0
93,922820,20170501,4,0
93,922820,20170601,31,0
93,922820,20170701,97,0
93,922820,20170801,157,0
93,922820,20170901,141,0
93,922820,20171001,64,0
94,923418,20170101,-9999,9
94,923418,20170201,-9999,9
94,923418,20170301,-9999,9
94,923418,20170401,-110,0
94,923418,20170501,-9999,9
94,923418,20170601,-9999,9
94,923418,20170701,-9999,9
94,923418,20170801,121,0
94,923418,20170901,-9999,9
94,923418,20171001,-9999,9
95,926258,20170101,60,0
95,926258,20170201,-4,0
95,926258,20170301,26,0
95,926258,20170401,-58,0
95,926258,20170501,-24,0
95,926258,20170601,71,0
95,926258,20170701,141,0
95,926258,20170801,136,0
95,926258,20170901,124,0
95,926258,20171001,65,0
96,372,20170101,-9999,9
96,372,20170201,-9999,9
96,372,20170301,-9999,9
96,372,20170401,-9999,9
96,372,20170501,-9999,9
96,372,20170601,-9999,9
96,372,20170701,-9999,9
96,372,20170801,-9999,9
96,372,20170901,-9999,9
96,372,20171001,-9999,9
97,926781,20170101,-1,0
97,926781,20170201,-104,0
97,926781,20170301,15,0
97,926781,20170401,1,0
97,926781,20170501,59,0
97,926781,20170601,106,0
97,926781,20170701,132,0
97,926781,20170801,176,0
97,926781,20170901,46,0
97,926781,20171001,52,0
98,922802,20170101,17,0
98,922802,20170201,-43,0
98,922802,20170301,6,0
98,922802,20170401,-89,0
98,922802,20170501,-4,0
98,922802,20170601,24,0
98,922802,20170701,112,0
98,922802,20170801,155,0
98,922802,20170901,145,0
98,922802,20171001,67,0
99,923804,20170101,-9999,9
99,923804,20170201,-79,0
99,923804,20170301,-9999,9
99,923804,20170401,-9999,9
99,923804,20170501,-9999,9
99,923804,20170601,-9999,9
99,923804,20170701,-9999,9
99,923804,20170801,-9999,9
99,923804,20170901,-9999,9
99,923804,20171001,-9999,9
100,388,20170101,-9999,9
100,388,20170201,-9999,9
100,388,20170301,-9999,9
100,388,20170401,-9999,9
100,388,20170501,-9999,9
100,388,20170601,-9999,9
100,388,20170701,-9999,9
100,388,20170801,-9999,9
100,388,20170901,-9999,9
100,388,20171001,-9999,9
101,923711,20170101,-9999,9
101,923711,20170201,-105,0
101,923711,20170301,-9999,9
101,923711,20170401,-9999,9
101,923711,20170501,-9999,9
101,923711,20170601,-9999,9
101,923711,20170701,-9999,9
101,923711,20170801,176,0
101,923711,20170901,-9999,9
101,923711,20171001,-9999,9
102,923405,20170101,-50,0
102,923405,20170201,-9999,9
102,923405,20170301,-9999,9
102,923405,20170401,-9999,9
102,923405,20170501,-9999,9
102,923405,20170601,-9999,9
102,923405,20170701,-9999,9
102,923405,20170801,-9999,9
102,923405,20170901,-9999,9
102,923405,20171001,7,0
103,926477,20170101,31,0
103,926477,20170201,-35,0
103,926477,20170301,31,0
103,926477,20170401,-10,0
103,926477,20170501,42,0
103,926477,20170601,97,0
103,926477,20170701,147,0
103,926477,20170801,172,0
103,926477,20170901,75,0
103,926477,20171001,56,0
104,404,20170101,-9999,9
104,404,20170201,-9999,9
104,404,20170301,-9999,9
104,404,20170401,-9999,9
104,404,20170501,-9999,9
104,404,20170601,-9999,9
104,404,20170701,-9999,9
104,404,20170801,-9999,9
104,404,20170901,-9999,9
104,404,20171001,-9999,9
105,927037,20170101,16,0
105,927037,20170201,-74,0
105,927037,20170301,-9999,9
105,927037,20170401,-9999,9
105,927037,20170501,-9999,9
105,927037,20170601,-9999,9
105,927037,20170701,-9999,9
105,927037,20170801,-9999,9
105,927037,20170901,-9999,9
105,927037,20171001,-9999,9
106,906193,20170101,51,0
106,906193,20170201,-13,0
106,906193,20170301,30,0
106,906193,20170401,85,0
106,906193,20170501,42,0
106,906193,20170601,106,0
106,906193,20170701,129,0
106,906193,20170801,162,0
106,906193,20170901,150,0
106,906193,20171001,111,0
107,906052,20170101,54,0
107,906052,20170201,9,0
107,906052,20170301,26,0
107,906052,20170401,70,0
107,906052,20170501,55,0
107,906052,20170601,101,0
107,906052,20170701,141,0
107,906052,20170801,145,0
107,906052,20170901,146,0
107,906052,20171001,124,0
109,71534,20170101,-9999,9
109,71534,20170201,-9999,9
109,71534,20170301,-9999,9
109,71534,20170401,-9999,9
109,71534,20170501,-9999,9
