"STAID","SOUID","DATE","SD","Q_SD"
3243,17169,20171001,-9999,9
3244,17174,20170101,-9999,9
3244,17174,20170201,-9999,9
3244,17174,20170301,-9999,9
3244,17174,20170401,-9999,9
3244,17174,20170501,-9999,9
3244,17174,20170601,-9999,9
3244,17174,20170701,-9999,9
3244,17174,20170801,-9999,9
3244,17174,20170901,-9999,9
3244,17174,20171001,-9999,9
3245,17179,20170101,-9999,9
3245,17179,20170201,-9999,9
3245,17179,20170301,-9999,9
3245,17179,20170401,-9999,9
3245,17179,20170501,-9999,9
3245,17179,20170601,-9999,9
3245,17179,20170701,-9999,9
3245,17179,20170801,-9999,9
3245,17179,20170901,-9999,9
3245,17179,20171001,-9999,9
3246,17184,20170101,-9999,9
3246,17184,20170201,-9999,9
3246,17184,20170301,-9999,9
3246,17184,20170401,-9999,9
3246,17184,20170501,-9999,9
3246,17184,20170601,-9999,9
3246,17184,20170701,-9999,9
3246,17184,20170801,-9999,9
3246,17184,20170901,-9999,9
3246,17184,20171001,-9999,9
3247,17189,20170101,-9999,9
3247,17189,20170201,-9999,9
3247,17189,20170301,-9999,9
3247,17189,20170401,-9999,9
3247,17189,20170501,-9999,9
3247,17189,20170601,-9999,9
3247,17189,20170701,-9999,9
3247,17189,20170801,-9999,9
3247,17189,20170901,-9999,9
3247,17189,20171001,-9999,9
3248,17194,20170101,-9999,9
3248,17194,20170201,-9999,9
3248,17194,20170301,-9999,9
3248,17194,20170401,-9999,9
3248,17194,20170501,-9999,9
3248,17194,20170601,-9999,9
3248,17194,20170701,-9999,9
3248,17194,20170801,-9999,9
3248,17194,20170901,-9999,9
3248,17194,20171001,-9999,9
3249,17199,20170101,-9999,9
3249,17199,20170201,-9999,9
3249,17199,20170301,-9999,9
3249,17199,20170401,-9999,9
3249,17199,20170501,-9999,9
3249,17199,20170601,-9999,9
3249,17199,20170701,-9999,9
3249,17199,20170801,-9999,9
3249,17199,20170901,-9999,9
3249,17199,20171001,-9999,9
3250,17204,20170101,-9999,9
3250,17204,20170201,-9999,9
3250,17204,20170301,-9999,9
3250,17204,20170401,-9999,9
3250,17204,20170501,-9999,9
3250,17204,20170601,-9999,9
3250,17204,20170701,-9999,9
3250,17204,20170801,-9999,9
3250,17204,20170901,-9999,9
3250,17204,20171001,-9999,9
3251,17209,20170101,-9999,9
3251,17209,20170201,-9999,9
3251,17209,20170301,-9999,9
3251,17209,20170401,-9999,9
3251,17209,20170501,-9999,9
3251,17209,20170601,-9999,9
3251,17209,20170701,-9999,9
3251,17209,20170801,-9999,9
3251,17209,20170901,-9999,9
3251,17209,20171001,-9999,9
3252,17214,20170101,-9999,9
3252,17214,20170201,-9999,9
3252,17214,20170301,-9999,9
3252,17214,20170401,-9999,9
3252,17214,20170501,-9999,9
3252,17214,20170601,-9999,9
3252,17214,20170701,-9999,9
3252,17214,20170801,-9999,9
3252,17214,20170901,-9999,9
3252,17214,20171001,-9999,9
3253,17219,20170101,-9999,9
3253,17219,20170201,-9999,9
3253,17219,20170301,-9999,9
3253,17219,20170401,-9999,9
3253,17219,20170501,-9999,9
3253,17219,20170601,-9999,9
3253,17219,20170701,-9999,9
3253,17219,20170801,-9999,9
3253,17219,20170901,-9999,9
3253,17219,20171001,-9999,9
3254,17224,20170101,-9999,9
3254,17224,20170201,-9999,9
3254,17224,20170301,-9999,9
3254,17224,20170401,-9999,9
3254,17224,20170501,-9999,9
3254,17224,20170601,-9999,9
3254,17224,20170701,-9999,9
3254,17224,20170801,-9999,9
3254,17224,20170901,-9999,9
3254,17224,20171001,-9999,9
3255,17229,20170101,-9999,9
3255,17229,20170201,-9999,9
3255,17229,20170301,-9999,9
3255,17229,20170401,-9999,9
3255,17229,20170501,-9999,9
3255,17229,20170601,-9999,9
3255,17229,20170701,-9999,9
3255,17229,20170801,-9999,9
3255,17229,20170901,-9999,9
3255,17229,20171001,-9999,9
3256,17234,20170101,-9999,9
3256,17234,20170201,-9999,9
3256,17234,20170301,-9999,9
3256,17234,20170401,-9999,9
3256,17234,20170501,-9999,9
3256,17234,20170601,-9999,9
3256,17234,20170701,-9999,9
3256,17234,20170801,-9999,9
3256,17234,20170901,-9999,9
3256,17234,20171001,-9999,9
3257,17239,20170101,-9999,9
3257,17239,20170201,-9999,9
3257,17239,20170301,-9999,9
3257,17239,20170401,-9999,9
3257,17239,20170501,-9999,9
3257,17239,20170601,-9999,9
3257,17239,20170701,-9999,9
3257,17239,20170801,-9999,9
3257,17239,20170901,-9999,9
3257,17239,20171001,-9999,9
3258,17244,20170101,-9999,9
3258,17244,20170201,-9999,9
3258,17244,20170301,-9999,9
3258,17244,20170401,-9999,9
3258,17244,20170501,-9999,9
3258,17244,20170601,-9999,9
3258,17244,20170701,-9999,9
3258,17244,20170801,-9999,9
3258,17244,20170901,-9999,9
3258,17244,20171001,-9999,9
3259,17249,20170101,-9999,9
3259,17249,20170201,-9999,9
3259,17249,20170301,-9999,9
3259,17249,20170401,-9999,9
3259,17249,20170501,-9999,9
3259,17249,20170601,-9999,9
3259,17249,20170701,-9999,9
3259,17249,20170801,-9999,9
3259,17249,20170901,-9999,9
3259,17249,20171001,-9999,9
3260,17254,20170101,-9999,9
3260,17254,20170201,-9999,9
3260,17254,20170301,-9999,9
3260,17254,20170401,-9999,9
3260,17254,20170501,-9999,9
3260,17254,20170601,-9999,9
3260,17254,20170701,-9999,9
3260,17254,20170801,-9999,9
3260,17254,20170901,-9999,9
3260,17254,20171001,-9999,9
3261,17259,20170101,-9999,9
3261,17259,20170201,-9999,9
3261,17259,20170301,-9999,9
3261,17259,20170401,-9999,9
3261,17259,20170501,-9999,9
3261,17259,20170601,-9999,9
3261,17259,20170701,-9999,9
3261,17259,20170801,-9999,9
3261,17259,20170901,-9999,9
3261,17259,20171001,-9999,9
3262,17264,20170101,-9999,9
3262,17264,20170201,-9999,9
3262,17264,20170301,-9999,9
3262,17264,20170401,-9999,9
3262,17264,20170501,-9999,9
3262,17264,20170601,-9999,9
3262,17264,20170701,-9999,9
3262,17264,20170801,-9999,9
3262,17264,20170901,-9999,9
3262,17264,20171001,-9999,9
3263,17269,20170101,-9999,9
3263,17269,20170201,-9999,9
3263,17269,20170301,-9999,9
3263,17269,20170401,-9999,9
3263,17269,20170501,-9999,9
3263,17269,20170601,-9999,9
3263,17269,20170701,-9999,9
3263,17269,20170801,-9999,9
3263,17269,20170901,-9999,9
3263,17269,20171001,-9999,9
3264,17274,20170101,-9999,9
3264,17274,20170201,-9999,9
3264,17274,20170301,-9999,9
3264,17274,20170401,-9999,9
3264,17274,20170501,-9999,9
3264,17274,20170601,-9999,9
3264,17274,20170701,-9999,9
3264,17274,20170801,-9999,9
3264,17274,20170901,-9999,9
3264,17274,20171001,-9999,9
3265,17279,20170101,-9999,9
3265,17279,20170201,-9999,9
3265,17279,20170301,-9999,9
3265,17279,20170401,-9999,9
3265,17279,20170501,-9999,9
3265,17279,20170601,-9999,9
3265,17279,20170701,-9999,9
3265,17279,20170801,-9999,9
3265,17279,20170901,-9999,9
3265,17279,20171001,-9999,9
3266,17284,20170101,-9999,9
3266,17284,20170201,-9999,9
3266,17284,20170301,-9999,9
3266,17284,20170401,-9999,9
3266,17284,20170501,-9999,9
3266,17284,20170601,-9999,9
3266,17284,20170701,-9999,9
3266,17284,20170801,-9999,9
3266,17284,20170901,-9999,9
3266,17284,20171001,-9999,9
3267,17289,20170101,-9999,9
3267,17289,20170201,-9999,9
3267,17289,20170301,-9999,9
3267,17289,20170401,-9999,9
3267,17289,20170501,-9999,9
3267,17289,20170601,-9999,9
3267,17289,20170701,-9999,9
3267,17289,20170801,-9999,9
3267,17289,20170901,-9999,9
3267,17289,20171001,-9999,9
3268,17294,20170101,-9999,9
3268,17294,20170201,-9999,9
3268,17294,20170301,-9999,9
3268,17294,20170401,-9999,9
3268,17294,20170501,-9999,9
3268,17294,20170601,-9999,9
3268,17294,20170701,-9999,9
3268,17294,20170801,-9999,9
3268,17294,20170901,-9999,9
3268,17294,20171001,-9999,9
3269,17299,20170101,-9999,9
3269,17299,20170201,-9999,9
3269,17299,20170301,-9999,9
3269,17299,20170401,-9999,9
3269,17299,20170501,-9999,9
3269,17299,20170601,-9999,9
3269,17299,20170701,-9999,9
3269,17299,20170801,-9999,9
3269,17299,20170901,-9999,9
3269,17299,20171001,-9999,9
3270,17304,20170101,-9999,9
3270,17304,20170201,-9999,9
3270,17304,20170301,-9999,9
3270,17304,20170401,-9999,9
3270,17304,20170501,-9999,9
3270,17304,20170601,-9999,9
3270,17304,20170701,-9999,9
3270,17304,20170801,-9999,9
3270,17304,20170901,-9999,9
3270,17304,20171001,-9999,9
3271,17309,20170101,-9999,9
3271,17309,20170201,-9999,9
3271,17309,20170301,-9999,9
3271,17309,20170401,-9999,9
3271,17309,20170501,-9999,9
3271,17309,20170601,-9999,9
3271,17309,20170701,-9999,9
3271,17309,20170801,-9999,9
3271,17309,20170901,-9999,9
3271,17309,20171001,-9999,9
3272,17314,20170101,-9999,9
3272,17314,20170201,-9999,9
3272,17314,20170301,-9999,9
3272,17314,20170401,-9999,9
3272,17314,20170501,-9999,9
3272,17314,20170601,-9999,9
3272,17314,20170701,-9999,9
3272,17314,20170801,-9999,9
3272,17314,20170901,-9999,9
3272,17314,20171001,-9999,9
3273,17319,20170101,-9999,9
3273,17319,20170201,-9999,9
3273,17319,20170301,-9999,9
3273,17319,20170401,-9999,9
3273,17319,20170501,-9999,9
3273,17319,20170601,-9999,9
3273,17319,20170701,-9999,9
3273,17319,20170801,-9999,9
3273,17319,20170901,-9999,9
3273,17319,20171001,-9999,9
3274,17324,20170101,-9999,9
3274,17324,20170201,-9999,9
3274,17324,20170301,-9999,9
3274,17324,20170401,-9999,9
3274,17324,20170501,-9999,9
3274,17324,20170601,-9999,9
3274,17324,20170701,-9999,9
3274,17324,20170801,-9999,9
3274,17324,20170901,-9999,9
3274,17324,20171001,-9999,9
3275,17329,20170101,-9999,9
3275,17329,20170201,-9999,9
3275,17329,20170301,-9999,9
3275,17329,20170401,-9999,9
3275,17329,20170501,-9999,9
3275,17329,20170601,-9999,9
3275,17329,20170701,-9999,9
3275,17329,20170801,-9999,9
3275,17329,20170901,-9999,9
3275,17329,20171001,-9999,9
3276,17465,20170101,-9999,9
3276,17465,20170201,-9999,9
3276,17465,20170301,-9999,9
3276,17465,20170401,-9999,9
3276,17465,20170501,-9999,9
3276,17465,20170601,-9999,9
3276,17465,20170701,-9999,9
3276,17465,20170801,-9999,9
3276,17465,20170901,-9999,9
3276,17465,20171001,-9999,9
3277,17480,20170101,-9999,9
3277,17480,20170201,-9999,9
3277,17480,20170301,-9999,9
3277,17480,20170401,-9999,9
3277,17480,20170501,-9999,9
3277,17480,20170601,-9999,9
3277,17480,20170701,-9999,9
3277,17480,20170801,-9999,9
3277,17480,20170901,-9999,9
3277,17480,20171001,-9999,9
3278,17545,20170101,-9999,9
3278,17545,20170201,-9999,9
3278,17545,20170301,-9999,9
3278,17545,20170401,-9999,9
3278,17545,20170501,-9999,9
3278,17545,20170601,-9999,9
3278,17545,20170701,-9999,9
3278,17545,20170801,-9999,9
3278,17545,20170901,-9999,9
3278,17545,20171001,-9999,9
3279,17550,20170101,-9999,9
3279,17550,20170201,-9999,9
3279,17550,20170301,-9999,9
3279,17550,20170401,-9999,9
3279,17550,20170501,-9999,9
3279,17550,20170601,-9999,9
3279,17550,20170701,-9999,9
3279,17550,20170801,-9999,9
3279,17550,20170901,-9999,9
3279,17550,20171001,-9999,9
3280,17565,20170101,-9999,9
3280,17565,20170201,-9999,9
3280,17565,20170301,-9999,9
3280,17565,20170401,-9999,9
3280,17565,20170501,-9999,9
3280,17565,20170601,-9999,9
3280,17565,20170701,-9999,9
3280,17565,20170801,-9999,9
3280,17565,20170901,-9999,9
3280,17565,20171001,-9999,9
3281,17575,20170101,-9999,9
3281,17575,20170201,-9999,9
3281,17575,20170301,-9999,9
3281,17575,20170401,-9999,9
3281,17575,20170501,-9999,9
3281,17575,20170601,-9999,9
3281,17575,20170701,-9999,9
3281,17575,20170801,-9999,9
3281,17575,20170901,-9999,9
3281,17575,20171001,-9999,9
3282,17585,20170101,-9999,9
3282,17585,20170201,-9999,9
3282,17585,20170301,-9999,9
3282,17585,20170401,-9999,9
3282,17585,20170501,-9999,9
3282,17585,20170601,-9999,9
3282,17585,20170701,-9999,9
3282,17585,20170801,-9999,9
3282,17585,20170901,-9999,9
3282,17585,20171001,-9999,9
3283,17600,20170101,-9999,9
3283,17600,20170201,-9999,9
3283,17600,20170301,-9999,9
3283,17600,20170401,-9999,9
3283,17600,20170501,-9999,9
3283,17600,20170601,-9999,9
3283,17600,20170701,-9999,9
3283,17600,20170801,-9999,9
3283,17600,20170901,-9999,9
3283,17600,20171001,-9999,9
3284,17379,20170101,-9999,9
3284,17379,20170201,-9999,9
3284,17379,20170301,-9999,9
3284,17379,20170401,-9999,9
3284,17379,20170501,-9999,9
3284,17379,20170601,-9999,9
3284,17379,20170701,-9999,9
3284,17379,20170801,-9999,9
3284,17379,20170901,-9999,9
3284,17379,20171001,-9999,9
3285,17605,20170101,-9999,9
3285,17605,20170201,-9999,9
3285,17605,20170301,-9999,9
3285,17605,20170401,-9999,9
3285,17605,20170501,-9999,9
3285,17605,20170601,-9999,9
3285,17605,20170701,-9999,9
3285,17605,20170801,-9999,9
3285,17605,20170901,-9999,9
3285,17605,20171001,-9999,9
3286,17610,20170101,-9999,9
3286,17610,20170201,-9999,9
3286,17610,20170301,-9999,9
3286,17610,20170401,-9999,9
3286,17610,20170501,-9999,9
3286,17610,20170601,-9999,9
3286,17610,20170701,-9999,9
3286,17610,20170801,-9999,9
3286,17610,20170901,-9999,9
3286,17610,20171001,-9999,9
3287,17615,20170101,-9999,9
3287,17615,20170201,-9999,9
3287,17615,20170301,-9999,9
3287,17615,20170401,-9999,9
3287,17615,20170501,-9999,9
3287,17615,20170601,-9999,9
3287,17615,20170701,-9999,9
3287,17615,20170801,-9999,9
3287,17615,20170901,-9999,9
3287,17615,20171001,-9999,9
3288,17620,20170101,-9999,9
3288,17620,20170201,-9999,9
3288,17620,20170301,-9999,9
3288,17620,20170401,-9999,9
3288,17620,20170501,-9999,9
3288,17620,20170601,-9999,9
3288,17620,20170701,-9999,9
3288,17620,20170801,-9999,9
3288,17620,20170901,-9999,9
3288,17620,20171001,-9999,9
3289,17625,20170101,-9999,9
3289,17625,20170201,-9999,9
3289,17625,20170301,-9999,9
3289,17625,20170401,-9999,9
3289,17625,20170501,-9999,9
3289,17625,20170601,-9999,9
3289,17625,20170701,-9999,9
3289,17625,20170801,-9999,9
3289,17625,20170901,-9999,9
3289,17625,20171001,-9999,9
3290,17630,20170101,-9999,9
3290,17630,20170201,-9999,9
3290,17630,20170301,-9999,9
3290,17630,20170401,-9999,9
3290,17630,20170501,-9999,9
3290,17630,20170601,-9999,9
3290,17630,20170701,-9999,9
3290,17630,20170801,-9999,9
3290,17630,20170901,-9999,9
3290,17630,20171001,-9999,9
3291,17635,20170101,-9999,9
3291,17635,20170201,-9999,9
3291,17635,20170301,-9999,9
3291,17635,20170401,-9999,9
3291,17635,20170501,-9999,9
3291,17635,20170601,-9999,9
3291,17635,20170701,-9999,9
3291,17635,20170801,-9999,9
3291,17635,20170901,-9999,9
3291,17635,20171001,-9999,9
3292,17685,20170101,-9999,9
3292,17685,20170201,-9999,9
3292,17685,20170301,-9999,9
3292,17685,20170401,-9999,9
3292,17685,20170501,-9999,9
3292,17685,20170601,-9999,9
3292,17685,20170701,-9999,9
3292,17685,20170801,-9999,9
3292,17685,20170901,-9999,9
3292,17685,20171001,-9999,9
3293,17690,20170101,-9999,9
3293,17690,20170201,-9999,9
3293,17690,20170301,-9999,9
3293,17690,20170401,-9999,9
3293,17690,20170501,-9999,9
3293,17690,20170601,-9999,9
3293,17690,20170701,-9999,9
3293,17690,20170801,-9999,9
3293,17690,20170901,-9999,9
3293,17690,20171001,-9999,9
3294,17705,20170101,-9999,9
3294,17705,20170201,-9999,9
3294,17705,20170301,-9999,9
3294,17705,20170401,-9999,9
3294,17705,20170501,-9999,9
3294,17705,20170601,-9999,9
3294,17705,20170701,-9999,9
3294,17705,20170801,-9999,9
3294,17705,20170901,-9999,9
3294,17705,20171001,-9999,9
3295,17710,20170101,-9999,9
3295,17710,20170201,-9999,9
3295,17710,20170301,-9999,9
3295,17710,20170401,-9999,9
3295,17710,20170501,-9999,9
3295,17710,20170601,-9999,9
3295,17710,20170701,-9999,9
3295,17710,20170801,-9999,9
3295,17710,20170901,-9999,9
3295,17710,20171001,-9999,9
3296,17725,20170101,-9999,9
3296,17725,20170201,-9999,9
3296,17725,20170301,-9999,9
3296,17725,20170401,-9999,9
3296,17725,20170501,-9999,9
3296,17725,20170601,-9999,9
3296,17725,20170701,-9999,9
3296,17725,20170801,-9999,9
3296,17725,20170901,-9999,9
3296,17725,20171001,-9999,9
3297,17740,20170101,-9999,9
3297,17740,20170201,-9999,9
3297,17740,20170301,-9999,9
3297,17740,20170401,-9999,9
3297,17740,20170501,-9999,9
3297,17740,20170601,-9999,9
3297,17740,20170701,-9999,9
3297,17740,20170801,-9999,9
3297,17740,20170901,-9999,9
3297,17740,20171001,-9999,9
3298,17750,20170101,-9999,9
3298,17750,20170201,-9999,9
3298,17750,20170301,-9999,9
3298,17750,20170401,-9999,9
3298,17750,20170501,-9999,9
3298,17750,20170601,-9999,9
3298,17750,20170701,-9999,9
3298,17750,20170801,-9999,9
3298,17750,20170901,-9999,9
3298,17750,20171001,-9999,9
3299,17755,20170101,-9999,9
3299,17755,20170201,-9999,9
3299,17755,20170301,-9999,9
3299,17755,20170401,-9999,9
3299,17755,20170501,-9999,9
3299,17755,20170601,-9999,9
3299,17755,20170701,-9999,9
3299,17755,20170801,-9999,9
3299,17755,20170901,-9999,9
3299,17755,20171001,-9999,9
3301,914120,20170101,0,0
3301,14857,20170201,15,0
3301,914120,20170301,0,0
3301,914120,20170401,0,0
3301,914120,20170501,0,0
3301,914120,20170601,0,0
3301,914120,20170701,0,0
3301,914120,20170801,-9999,9
3301,914120,20170901,-9999,9
3301,914120,20171001,0,0
3311,914118,20170101,0,0
3311,14957,20170201,10,0
3311,14957,20170301,0,0
3311,14957,20170401,-9999,9
3311,914118,20170501,-9999,9
3311,914118,20170601,-9999,9
3311,914118,20170701,0,0
3311,914118,20170801,-9999,9
3311,914118,20170901,-9999,9
3311,914118,20171001,0,0
3312,914010,20170101,0,0
3312,914010,20170201,0,0
3312,914010,20170301,0,0
3312,914010,20170401,0,0
3312,914010,20170501,0,0
3312,914010,20170601,0,0
3312,914010,20170701,0,0
3312,914010,20170801,0,0
3312,914010,20170901,0,0
3312,914010,20171001,0,0
3316,914012,20170101,0,0
3316,914012,20170201,-2,1
3316,15007,20170301,4,0
3316,15007,20170401,-9999,9
3316,914012,20170501,-9999,9
3316,914012,20170601,-9999,9
3316,914012,20170701,-9999,9
3316,914012,20170801,-9999,9
3316,914012,20170901,-9999,9
3316,914012,20171001,0,0
3317,914009,20170101,0,0
3317,15017,20170201,12,0
3317,15017,20170301,15,0
3317,15017,20170401,-9999,9
3317,15017,20170501,-9999,9
3317,914009,20170601,-9999,9
3317,914009,20170701,-9999,9
3317,914009,20170801,-9999,9
3317,914009,20170901,-9999,9
3317,914009,20171001,0,0
3322,15067,20170101,-9999,9
3322,15067,20170201,10,0
3322,15067,20170301,2,0
3322,15067,20170401,-9999,9
3322,15067,20170501,-9999,-9
3322,15067,20170601,-9999,-9
3322,15067,20170701,-9999,9
3322,15067,20170801,-9999,9
3322,15067,20170901,-9999,9
3322,15067,20171001,-9999,9
3323,914112,20170101,0,0
3323,914112,20170201,-1,1
3323,15077,20170301,0,0
3323,914112,20170401,0,0
3323,914112,20170501,0,0
3323,914112,20170601,0,0
3323,914112,20170701,0,0
3323,914112,20170801,0,0
3323,914112,20170901,0,0
3323,914112,20171001,0,0
3325,15097,20170101,-9999,9
3325,15097,20170201,7,0
3325,15097,20170301,-9999,9
3325,15097,20170401,-9999,9
3325,15097,20170501,-9999,9
3325,15097,20170601,-9999,9
3325,15097,20170701,-9999,9
3325,15097,20170801,-9999,-9
3325,15097,20170901,-9999,-9
3325,15097,20171001,-9999,9
3326,914106,20170101,0,0
3326,914106,20170201,0,0
3326,914106,20170301,0,0
3326,914106,20170401,0,0
3326,914106,20170501,-9999,9
3326,914106,20170601,0,0
3326,914106,20170701,-9999,9
3326,914106,20170801,-9999,9
3326,914106,20170901,0,0
3326,914106,20171001,-9999,9
3328,914121,20170101,0,0
3328,15127,20170201,14,0
3328,15127,20170301,0,0
3328,914121,20170401,0,0
3328,914121,20170501,0,0
3328,914121,20170601,0,0
3328,914121,20170701,0,0
3328,15127,20170801,-9999,9
3328,15127,20170901,-9999,9
3328,15127,20171001,-9999,9
3329,914021,20170101,0,0
3329,914021,20170201,4,0
3329,914021,20170301,0,0
3329,914021,20170401,0,0
3329,914021,20170501,-9999,9
3329,914021,20170601,-9999,9
3329,914021,20170701,0,0
3329,914021,20170801,0,0
3329,15137,20170901,-9999,9
3329,15137,20171001,-9999,9
3330,914014,20170101,0,0
3330,914014,20170201,0,0
3330,15147,20170301,0,0
3330,914014,20170401,0,0
3330,914014,20170501,0,0
3330,914014,20170601,0,0
3330,914014,20170701,0,0
3330,914014,20170801,0,0
3330,914014,20170901,0,0
3330,914014,20171001,0,0
3331,914026,20170101,0,0
3331,15157,20170201,5,0
3331,914026,20170301,0,0
3331,914026,20170401,0,0
3331,914026,20170501,0,0
3331,914026,20170601,0,0
3331,914026,20170701,0,0
3331,914026,20170801,0,0
3331,914026,20170901,0,0
3331,914026,20171001,0,0
3332,914105,20170101,0,0
3332,914105,20170201,0,0
3332,914105,20170301,0,0
3332,914105,20170401,0,0
3332,914105,20170501,0,0
3332,914105,20170601,0,0
3332,914105,20170701,0,0
3332,914105,20170801,0,0
3332,914105,20170901,0,0
3332,914105,20171001,0,0
3333,914023,20170101,0,0
3333,15177,20170201,7,0
3333,914023,20170301,0,0
3333,914023,20170401,0,0
3333,914023,20170501,0,0
3333,914023,20170601,0,0
3333,914023,20170701,0,0
3333,914023,20170801,0,0
3333,914023,20170901,0,0
3333,914023,20171001,0,0
3334,15187,20170101,-9999,9
3334,15187,20170201,-9999,9
3334,15187,20170301,-9999,9
3334,15187,20170401,-9999,9
3334,15187,20170501,-9999,9
3334,15187,20170601,-9999,9
3334,15187,20170701,-9999,9
3334,15187,20170801,-9999,9
3334,15187,20170901,-9999,9
3334,15187,20171001,-9999,9
3335,914031,20170101,0,0
3335,15197,20170201,4,0
3335,914031,20170301,0,0
3335,914031,20170401,-9999,9
3335,914031,20170501,-9999,9
3335,914031,20170601,0,0
3335,914031,20170701,0,0
3335,914031,20170801,0,0
3335,914031,20170901,-9999,9
3335,914031,20171001,-9999,9
3336,914007,20170101,0,0
3336,15207,20170201,12,0
3336,15207,20170301,10,0
3336,914007,20170401,0,0
3336,914007,20170501,0,0
3336,914007,20170601,0,0
3336,914007,20170701,-9999,9
3336,914007,20170801,-9999,9
3336,914007,20170901,-9999,9
3336,914007,20171001,0,0
3506,15772,20170101,0,0
3506,910739,20170201,-9999,9
3506,910739,20170301,-9999,9
3506,910739,20170401,-9999,9
3506,910739,20170501,-9999,9
3506,910739,20170601,-9999,9
3506,910739,20170701,-9999,9
3506,910739,20170801,-9999,9
3506,910739,20170901,-9999,9
3506,910739,20171001,-9999,9
3511,37927,20170101,-9999,9
3511,37927,20170201,-9999,9
3511,37927,20170301,-9999,9
3511,37927,20170401,-9999,9
3511,37927,20170501,-9999,9
3511,37927,20170601,-9999,9
3511,37927,20170701,-9999,9
3511,37927,20170801,-9999,9
3511,37927,20170901,-9999,9
3511,37927,20171001,-9999,9
3514,38673,20170101,-9999,9
3514,38673,20170201,-9999,9
3514,38673,20170301,-9999,9
3514,38673,20170401,-9999,9
3514,38673,20170501,-9999,9
3514,38673,20170601,-9999,9
3514,38673,20170701,-9999,9
3514,38673,20170801,-9999,9
3514,38673,20170901,-9999,9
3514,38673,20171001,-9999,9
3519,38893,20170101,-9999,9
3519,38893,20170201,-9999,9
3519,38893,20170301,-9999,9
3519,38893,20170401,-9999,9
3519,38893,20170501,-9999,9
3519,38893,20170601,-9999,9
3519,38893,20170701,-9999,9
3519,38893,20170801,-9999,9
3519,38893,20170901,-9999,9
3519,38893,20171001,-9999,9
3520,39375,20170101,0,0
3520,39375,20170201,5,0
3520,39375,20170301,5,0
3520,39375,20170401,0,0
3520,39375,20170501,0,0
3520,39375,20170601,0,0
3520,39375,20170701,0,0
3520,39375,20170801,0,0
3520,39375,20170901,0,0
3520,39375,20171001,0,0
3522,15942,20170101,-9999,9
3522,15942,20170201,-9999,9
3522,15942,20170301,-9999,9
3522,15942,20170401,-9999,9
3522,15942,20170501,-9999,9
3522,15942,20170601,-9999,9
3522,15942,20170701,-9999,9
3522,15942,20170801,-9999,9
3522,15942,20170901,-9999,9
3522,15942,20171001,-9999,9
3525,39719,20170101,-9999,9
3525,39719,20170201,-9999,9
3525,39719,20170301,-9999,9
3525,39719,20170401,-9999,9
3525,39719,20170501,-9999,9
3525,39719,20170601,-9999,9
3525,39719,20170701,-9999,9
3525,39719,20170801,-9999,9
3525,39719,20170901,-9999,9
3525,39719,20171001,-9999,9
3526,39837,20170101,1,0
3526,39837,20170201,12,0
3526,39837,20170301,15,0
3526,39837,20170401,1,0
3526,39837,20170501,0,0
3526,39837,20170601,0,0
3526,39837,20170701,0,0
3526,39837,20170801,0,0
3526,39837,20170901,0,0
3526,39837,20171001,0,0
3527,40015,20170101,-9999,9
3527,40015,20170201,-9999,9
3527,40015,20170301,-9999,9
3527,40015,20170401,-9999,9
3527,40015,20170501,-9999,9
3527,40015,20170601,-9999,9
3527,40015,20170701,-9999,9
3527,40015,20170801,-9999,9
3527,40015,20170901,-9999,9
3527,40015,20171001,-9999,9
3528,39993,20170101,-9999,9
3528,39993,20170201,-9999,9
3528,39993,20170301,-9999,9
3528,39993,20170401,-9999,9
3528,39993,20170501,-9999,9
3528,39993,20170601,-9999,9
3528,39993,20170701,-9999,9
3528,39993,20170801,-9999,9
3528,39993,20170901,-9999,9
3528,39993,20171001,-9999,9
3530,40131,20170101,-9999,9
3530,40131,20170201,-9999,9
3530,40131,20170301,-9999,9
3530,40131,20170401,-9999,9
3530,40131,20170501,-9999,9
3530,40131,20170601,-9999,9
3530,40131,20170701,-9999,9
3530,40131,20170801,-9999,9
3530,40131,20170901,-9999,9
3530,40131,20171001,-9999,9
3533,40343,20170101,-9999,9
3533,40343,20170201,-9999,9
3533,40343,20170301,-9999,9
3533,40343,20170401,-9999,9
3533,40343,20170501,-9999,9
3533,40343,20170601,-9999,9
3533,40343,20170701,-9999,9
3533,40343,20170801,-9999,9
3533,40343,20170901,-9999,9
3533,40343,20171001,-9999,9
3536,40611,20170101,61,0
3536,40611,20170201,66,0
3536,40611,20170301,70,0
3536,40611,20170401,92,0
3536,40611,20170501,91,0
3536,40611,20170601,0,0
3536,40611,20170701,0,0
3536,40611,20170801,0,0
3536,40611,20170901,0,0
3536,40611,20171001,0,0
3538,58348,20170101,-9999,9
3538,58348,20170201,-9999,9
3538,58348,20170301,-9999,9
3538,58348,20170401,-9999,9
3538,58348,20170501,-9999,9
3538,58348,20170601,-9999,9
3538,58348,20170701,-9999,9
3538,58348,20170801,-9999,9
3538,58348,20170901,-9999,9
3538,58348,20171001,-9999,9
3540,40951,20170101,88,0
3540,40951,20170201,127,0
3540,40951,20170301,143,0
3540,40951,20170401,191,0
3540,40951,20170501,185,0
3540,40951,20170601,145,0
3540,40951,20170701,0,0
3540,40951,20170801,0,0
3540,40951,20170901,0,0
3540,40951,20171001,0,0
3542,911968,20170101,2,0
3542,911968,20170201,14,0
