"STAID","SOUID","DATE","SD","Q_SD"
5095,34239,20170401,-9999,9
5095,34239,20170501,-9999,9
5095,34239,20170601,-9999,9
5095,34239,20170701,-9999,9
5095,34239,20170801,-9999,9
5095,34239,20170901,-9999,9
5095,34239,20171001,-9999,9
5096,34251,20170101,16,0
5096,34251,20170201,19,0
5096,34251,20170301,41,0
5096,34251,20170401,1,0
5096,34251,20170501,10,0
5096,34251,20170601,0,0
5096,34251,20170701,0,0
5096,34251,20170801,0,0
5096,34251,20170901,0,0
5096,34251,20171001,0,0
5100,34299,20170101,0,0
5100,34299,20170201,0,0
5100,34299,20170301,2,0
5100,34299,20170401,0,0
5100,34299,20170501,0,0
5100,34299,20170601,0,0
5100,34299,20170701,0,0
5100,34299,20170801,0,0
5100,34299,20170901,0,0
5100,34299,20171001,0,0
5101,34311,20170101,0,0
5101,34311,20170201,0,0
5101,34311,20170301,0,0
5101,34311,20170401,0,0
5101,34311,20170501,0,0
5101,34311,20170601,0,0
5101,34311,20170701,0,0
5101,34311,20170801,0,0
5101,34311,20170901,0,0
5101,34311,20171001,0,0
5102,34323,20170101,0,0
5102,34323,20170201,0,0
5102,34323,20170301,0,0
5102,34323,20170401,0,0
5102,34323,20170501,0,0
5102,34323,20170601,0,0
5102,34323,20170701,0,0
5102,34323,20170801,0,0
5102,34323,20170901,0,0
5102,34323,20171001,0,0
5103,34335,20170101,0,0
5103,34335,20170201,0,0
5103,34335,20170301,0,0
5103,34335,20170401,0,0
5103,34335,20170501,0,0
5103,34335,20170601,0,0
5103,34335,20170701,0,0
5103,34335,20170801,0,0
5103,34335,20170901,0,0
5103,34335,20171001,0,0
5105,34359,20170101,0,0
5105,34359,20170201,0,0
5105,34359,20170301,0,0
5105,34359,20170401,0,0
5105,34359,20170501,0,0
5105,34359,20170601,0,0
5105,34359,20170701,0,0
5105,34359,20170801,0,0
5105,34359,20170901,0,0
5105,34335,20171001,0,0
5107,34383,20170101,0,0
5107,34383,20170201,0,0
5107,34383,20170301,0,0
5107,34383,20170401,0,0
5107,34383,20170501,0,0
5107,34383,20170601,0,0
5107,34383,20170701,0,0
5107,34383,20170801,0,0
5107,34383,20170901,0,0
5107,34383,20171001,0,0
5108,34395,20170101,0,0
5108,34395,20170201,0,0
5108,34395,20170301,0,0
5108,34395,20170401,0,0
5108,34395,20170501,0,0
5108,34395,20170601,0,0
5108,34395,20170701,0,0
5108,34395,20170801,0,0
5108,34395,20170901,0,0
5108,34395,20171001,0,0
5109,34407,20170101,-9999,9
5109,34407,20170201,-9999,9
5109,34407,20170301,-9999,9
5109,34407,20170401,-9999,9
5109,34407,20170501,-9999,9
5109,34407,20170601,-9999,9
5109,34407,20170701,-9999,9
5109,34407,20170801,-9999,9
5109,34407,20170901,-9999,9
5109,34407,20171001,-9999,9
5110,34419,20170101,-9999,9
5110,34419,20170201,-9999,9
5110,34419,20170301,-9999,9
5110,34419,20170401,-9999,9
5110,34419,20170501,-9999,9
5110,34419,20170601,-9999,9
5110,34419,20170701,-9999,9
5110,34419,20170801,-9999,9
5110,34419,20170901,-9999,9
5110,34419,20171001,-9999,9
5111,34431,20170101,0,0
5111,34431,20170201,0,0
5111,34431,20170301,3,0
5111,34431,20170401,0,0
5111,34431,20170501,0,0
5111,34431,20170601,0,0
5111,34431,20170701,0,0
5111,34431,20170801,0,0
5111,34431,20170901,0,0
5111,34431,20171001,0,0
5112,34443,20170101,-9999,9
5112,34443,20170201,0,0
5112,34443,20170301,-9999,9
5112,34443,20170401,-9999,9
5112,34443,20170501,0,0
5112,34443,20170601,0,0
5112,34443,20170701,-9999,9
5112,34443,20170801,0,0
5112,34443,20170901,0,0
5112,34443,20171001,-9999,9
5113,34455,20170101,-9999,9
5113,34455,20170201,-9999,9
5113,34455,20170301,-9999,9
5113,34455,20170401,-9999,9
5113,34455,20170501,-9999,9
5113,34455,20170601,-9999,9
5113,34455,20170701,-9999,9
5113,34455,20170801,-9999,9
5113,34455,20170901,-9999,9
5113,34455,20171001,-9999,9
5115,34479,20170101,14,0
5115,34479,20170201,0,0
5115,34479,20170301,10,0
5115,34479,20170401,0,0
5115,34479,20170501,0,0
5115,34479,20170601,0,0
5115,34479,20170701,0,0
5115,34479,20170801,0,0
5115,34479,20170901,0,0
5115,34479,20171001,0,0
5116,34491,20170101,0,0
5116,34491,20170201,0,0
5116,34491,20170301,0,0
5116,34491,20170401,0,0
5116,34491,20170501,0,0
5116,34491,20170601,0,0
5116,34491,20170701,0,0
5116,34491,20170801,0,0
5116,34491,20170901,0,0
5116,34491,20171001,0,0
5117,34503,20170101,0,0
5117,34503,20170201,0,0
5117,34503,20170301,0,0
5117,34503,20170401,0,0
5117,34503,20170501,0,0
5117,34503,20170601,0,0
5117,34503,20170701,0,0
5117,34503,20170801,0,0
5117,34503,20170901,0,0
5117,34503,20171001,0,0
5119,34527,20170101,3,0
5119,34527,20170201,0,0
5119,34527,20170301,0,0
5119,34527,20170401,0,0
5119,34527,20170501,0,0
5119,34527,20170601,0,0
5119,34527,20170701,0,0
5119,34527,20170801,-9999,9
5119,34527,20170901,0,0
5119,34527,20171001,0,0
5120,34539,20170101,1,0
5120,34539,20170201,0,0
5120,34539,20170301,0,0
5120,34539,20170401,0,0
5120,34539,20170501,0,0
5120,34539,20170601,0,0
5120,34539,20170701,0,0
5120,34539,20170801,0,0
5120,34539,20170901,0,0
5120,34539,20171001,0,0
5122,34563,20170101,-9999,9
5122,34563,20170201,-9999,9
5122,34563,20170301,-9999,9
5122,34563,20170401,-9999,9
5122,34563,20170501,-9999,9
5122,34563,20170601,-9999,9
5122,34563,20170701,-9999,9
5122,34563,20170801,-9999,9
5122,34563,20170901,-9999,9
5122,34563,20171001,-9999,9
5123,34575,20170101,-9999,9
5123,34575,20170201,-9999,9
5123,34575,20170301,-9999,9
5123,34575,20170401,-9999,9
5123,34575,20170501,-9999,9
5123,34575,20170601,-9999,9
5123,34575,20170701,-9999,9
5123,34575,20170801,-9999,9
5123,34575,20170901,-9999,9
5123,34575,20171001,-9999,9
5124,34587,20170101,38,0
5124,34587,20170201,54,0
5124,34587,20170301,90,0
5124,34587,20170401,98,0
5124,34587,20170501,55,0
5124,34587,20170601,0,0
5124,34587,20170701,0,0
5124,34587,20170801,0,0
5124,34587,20170901,0,0
5124,34587,20171001,0,0
5125,34599,20170101,-9999,9
5125,34599,20170201,-9999,9
5125,34599,20170301,-9999,9
5125,34599,20170401,-9999,9
5125,34599,20170501,-9999,9
5125,34599,20170601,-9999,9
5125,34599,20170701,-9999,9
5125,34599,20170801,-9999,9
5125,34599,20170901,-9999,9
5125,34599,20171001,-9999,9
5126,34611,20170101,13,0
5126,34611,20170201,6,0
5126,34611,20170301,18,0
5126,34611,20170401,8,0
5126,34611,20170501,8,0
5126,34611,20170601,0,0
5126,34611,20170701,0,0
5126,34611,20170801,0,0
5126,34611,20170901,0,0
5126,34611,20171001,0,0
5128,34635,20170101,-9999,9
5128,34635,20170201,0,0
5128,34635,20170301,15,0
5128,34635,20170401,0,0
5128,34635,20170501,0,0
5128,34635,20170601,0,0
5128,34635,20170701,0,0
5128,34635,20170801,0,0
5128,34635,20170901,0,0
5128,34635,20171001,0,0
5129,34647,20170101,-9999,9
5129,34647,20170201,-9999,9
5129,34647,20170301,-9999,9
5129,34647,20170401,-9999,9
5129,34647,20170501,-9999,9
5129,34647,20170601,-9999,9
5129,34647,20170701,-9999,9
5129,34647,20170801,-9999,9
5129,34647,20170901,-9999,9
5129,34647,20171001,-9999,9
5130,34659,20170101,5,0
5130,34659,20170201,9,0
5130,34659,20170301,20,0
5130,34659,20170401,0,0
5130,34659,20170501,0,0
5130,34659,20170601,0,0
5130,34659,20170701,0,0
5130,34659,20170801,0,0
5130,34659,20170901,0,0
5130,34659,20171001,0,0
5131,34671,20170101,0,0
5131,34671,20170201,0,0
5131,34671,20170301,16,0
5131,34671,20170401,0,0
5131,34671,20170501,0,0
5131,34671,20170601,0,0
5131,34671,20170701,0,0
5131,34671,20170801,0,0
5131,34671,20170901,0,0
5131,34671,20171001,0,0
5132,34683,20170101,-9999,9
5132,34683,20170201,-9999,9
5132,34683,20170301,-9999,9
5132,34683,20170401,-9999,9
5132,34683,20170501,-9999,9
5132,34683,20170601,-9999,9
5132,34683,20170701,-9999,9
5132,34683,20170801,-9999,9
5132,34683,20170901,-9999,9
5132,34683,20171001,-9999,9
5133,34695,20170101,55,0
5133,34695,20170201,44,0
5133,34695,20170301,60,0
5133,34695,20170401,53,0
5133,34695,20170501,60,0
5133,34695,20170601,0,0
5133,34695,20170701,0,0
5133,34695,20170801,0,0
5133,34695,20170901,0,0
5133,34695,20171001,0,0
5134,34707,20170101,-9999,9
5134,34707,20170201,-9999,9
5134,34707,20170301,-9999,9
5134,34707,20170401,-9999,9
5134,34707,20170501,-9999,9
5134,34707,20170601,-9999,9
5134,34707,20170701,-9999,9
5134,34707,20170801,-9999,9
5134,34707,20170901,-9999,9
5134,34707,20171001,-9999,9
5135,34719,20170101,52,0
5135,34719,20170201,74,0
5135,34719,20170301,89,0
5135,34719,20170401,85,0
5135,34719,20170501,113,0
5135,34719,20170601,4,0
5135,34719,20170701,0,0
5135,34719,20170801,0,0
5135,34719,20170901,0,0
5135,34719,20171001,0,0
5136,34731,20170101,9,0
5136,34731,20170201,5,0
5136,34731,20170301,16,0
5136,34731,20170401,5,0
5136,34731,20170501,14,0
5136,34731,20170601,0,0
5136,34731,20170701,0,0
5136,34731,20170801,0,0
5136,34731,20170901,0,0
5136,34731,20171001,0,0
5137,34743,20170101,-9999,9
5137,34743,20170201,-9999,9
5137,34743,20170301,-9999,9
5137,34743,20170401,-9999,9
5137,34743,20170501,-9999,9
5137,34743,20170601,-9999,9
5137,34743,20170701,-9999,9
5137,34743,20170801,-9999,9
5137,34743,20170901,-9999,9
5137,34743,20171001,-9999,9
5140,34779,20170101,8,0
5140,34779,20170201,12,0
5140,34779,20170301,9,0
5140,34779,20170401,13,0
5140,34779,20170501,27,0
5140,34779,20170601,25,0
5140,34779,20170701,0,0
5140,34779,20170801,0,0
5140,34779,20170901,0,0
5140,34779,20171001,0,0
5141,34791,20170101,-9999,9
5141,34791,20170201,-9999,9
5141,34791,20170301,-9999,9
5141,34791,20170401,-9999,9
5141,34791,20170501,-9999,9
5141,34791,20170601,-9999,9
5141,34791,20170701,-9999,9
5141,34791,20170801,-9999,9
5141,34791,20170901,-9999,9
5141,34791,20171001,-9999,9
5142,34803,20170101,14,0
5142,34803,20170201,16,0
5142,34803,20170301,38,0
5142,34803,20170401,20,0
5142,34803,20170501,0,0
5142,34803,20170601,0,0
5142,34803,20170701,-9999,9
5142,34803,20170801,-9999,9
5142,34803,20170901,-9999,9
5142,34803,20171001,-9999,9
5143,34815,20170101,1,0
5143,34815,20170201,5,0
5143,34815,20170301,3,0
5143,34815,20170401,0,0
5143,34815,20170501,-9999,9
5143,34815,20170601,0,0
5143,34815,20170701,0,0
5143,34815,20170801,0,0
5143,34815,20170901,0,0
5143,34815,20171001,0,0
5144,34827,20170101,5,0
5144,34827,20170201,10,0
5144,34827,20170301,10,0
5144,34827,20170401,0,0
5144,34827,20170501,0,0
5144,34827,20170601,0,0
5144,34827,20170701,0,0
5144,34827,20170801,0,0
5144,34827,20170901,0,0
5144,34827,20171001,0,0
5145,34839,20170101,-9999,9
5145,34839,20170201,-9999,9
5145,34839,20170301,-9999,9
5145,34839,20170401,-9999,9
5145,34839,20170501,-9999,9
5145,34839,20170601,-9999,9
5145,34839,20170701,-9999,9
5145,34839,20170801,-9999,9
5145,34839,20170901,-9999,9
5145,34839,20171001,-9999,9
5146,34851,20170101,-9999,9
5146,34851,20170201,-9999,9
5146,34851,20170301,-9999,9
5146,34851,20170401,-9999,9
5146,34851,20170501,-9999,9
5146,34851,20170601,-9999,9
5146,34851,20170701,-9999,9
5146,34851,20170801,-9999,9
5146,34851,20170901,-9999,9
5146,34851,20171001,-9999,9
5147,34863,20170101,27,0
5147,34863,20170201,37,0
5147,34863,20170301,66,0
5147,34863,20170401,46,0
5147,34863,20170501,13,0
5147,34863,20170601,0,0
5147,34863,20170701,0,0
5147,34863,20170801,0,0
5147,34863,20170901,0,0
5147,34863,20171001,0,0
5148,34875,20170101,26,0
5148,34875,20170201,37,0
5148,34875,20170301,70,0
5148,34875,20170401,49,0
5148,34875,20170501,8,0
5148,34875,20170601,0,0
5148,34875,20170701,0,0
5148,34875,20170801,0,0
5148,34875,20170901,0,0
5148,34875,20171001,0,0
5149,34887,20170101,-9999,9
5149,34887,20170201,-9999,9
5149,34887,20170301,-9999,9
5149,34887,20170401,-9999,9
5149,34887,20170501,-9999,9
5149,34887,20170601,-9999,9
5149,34887,20170701,-9999,9
5149,34887,20170801,-9999,9
5149,34887,20170901,-9999,9
5149,34887,20171001,-9999,9
5150,34899,20170101,10,0
5150,34899,20170201,-9999,9
5150,34899,20170301,47,0
5150,901025,20170401,63,0
5150,901025,20170501,5,0
5150,901025,20170601,0,0
5150,34899,20170701,0,0
5150,34899,20170801,0,0
5150,34899,20170901,0,0
5150,34899,20171001,0,0
5151,34911,20170101,4,0
5151,34911,20170201,4,0
5151,34911,20170301,14,0
5151,34911,20170401,29,0
5151,34911,20170501,15,0
5151,34911,20170601,0,0
5151,34911,20170701,0,0
5151,34911,20170801,0,0
5151,34911,20170901,0,0
5151,34911,20171001,0,0
5152,34923,20170101,11,0
5152,34923,20170201,34,0
5152,34923,20170301,41,0
5152,34923,20170401,91,0
5152,34923,20170501,60,0
5152,34923,20170601,0,0
5152,34923,20170701,0,0
5152,34923,20170801,0,0
5152,34923,20170901,0,0
5152,34923,20171001,0,0
5153,34935,20170101,7,0
5153,34935,20170201,10,0
5153,34935,20170301,22,0
5153,34935,20170401,71,0
5153,34935,20170501,20,0
5153,34935,20170601,0,0
5153,34935,20170701,0,0
5153,34935,20170801,0,0
5153,34935,20170901,0,0
5153,34935,20171001,0,0
5155,34959,20170101,0,0
5155,34959,20170201,3,0
5155,34959,20170301,6,0
5155,34959,20170401,0,0
5155,34959,20170501,0,0
5155,34959,20170601,0,0
5155,34959,20170701,0,0
5155,34959,20170801,0,0
5155,34959,20170901,0,0
5155,34959,20171001,0,0
5156,34971,20170101,0,0
5156,34971,20170201,23,0
5156,34971,20170301,55,0
5156,34971,20170401,43,0
5156,34971,20170501,0,0
5156,34971,20170601,0,0
5156,34971,20170701,0,0
5156,34971,20170801,0,0
5156,34971,20170901,0,0
5156,34971,20171001,0,0
5157,34983,20170101,0,0
5157,34983,20170201,0,0
5157,34983,20170301,0,0
5157,34983,20170401,0,0
5157,34983,20170501,0,0
5157,34983,20170601,0,0
5157,34983,20170701,0,0
5157,34983,20170801,0,0
5157,34983,20170901,0,0
5157,34983,20171001,0,0
5158,34995,20170101,0,0
5158,34995,20170201,2,0
5158,34995,20170301,5,0
5158,34995,20170401,0,0
5158,34995,20170501,0,0
5158,34995,20170601,0,0
5158,34995,20170701,0,0
5158,34995,20170801,0,0
5158,34995,20170901,0,0
5158,34995,20171001,0,0
5159,35007,20170101,-9999,9
5159,35007,20170201,-9999,9
5159,35007,20170301,-9999,9
5159,35007,20170401,-9999,9
5159,35007,20170501,-9999,9
5159,35007,20170601,-9999,9
5159,35007,20170701,-9999,9
5159,35007,20170801,-9999,9
5159,35007,20170901,-9999,9
5159,35007,20171001,-9999,9
5160,35019,20170101,-9999,9
5160,35019,20170201,-9999,9
5160,35019,20170301,-9999,9
5160,35019,20170401,-9999,9
5160,35019,20170501,-9999,9
5160,35019,20170601,-9999,9
5160,35019,20170701,-9999,9
5160,35019,20170801,-9999,9
5160,35019,20170901,-9999,9
5160,35019,20171001,-9999,9
5161,35031,20170101,-9999,9
5161,35031,20170201,-9999,9
5161,35031,20170301,-9999,9
5161,35031,20170401,-9999,9
5161,35031,20170501,-9999,9
5161,35031,20170601,-9999,9
5161,35031,20170701,-9999,9
5161,35031,20170801,-9999,9
5161,35031,20170901,-9999,9
5161,35031,20171001,-9999,9
5163,37489,20170101,0,0
5163,37489,20170201,0,0
5163,37489,20170301,0,0
5163,37489,20170401,0,0
5163,37489,20170501,0,0
5163,37489,20170601,0,0
5163,37489,20170701,0,0
5163,37489,20170801,0,0
5163,37489,20170901,0,0
5163,37489,20171001,0,0
5166,37497,20170101,-9999,9
5166,37497,20170201,-9999,9
5166,37497,20170301,-9999,9
5166,37497,20170401,-9999,9
5166,37497,20170501,-9999,9
5166,37497,20170601,-9999,9
5166,37497,20170701,-9999,9
5166,37497,20170801,-9999,9
5166,37497,20170901,-9999,9
5166,37497,20171001,-9999,9
5167,37503,20170101,0,0
5167,37503,20170201,0,0
5167,37503,20170301,0,0
5167,37503,20170401,0,0
5167,37499,20170501,-9999,9
5167,37503,20170601,0,0
5167,37503,20170701,0,0
5167,37499,20170801,-9999,9
5167,37503,20170901,0,0
5167,37499,20171001,-9999,9
5168,37501,20170101,-9999,9
5168,37501,20170201,-9999,9
5168,37501,20170301,-9999,9
5168,37501,20170401,-9999,9
5168,37501,20170501,-9999,9
5168,37501,20170601,-9999,9
5168,37501,20170701,-9999,9
5168,37501,20170801,-9999,9
5168,37501,20170901,-9999,9
5168,37501,20171001,-9999,9
5170,37511,20170101,-9999,9
5170,37511,20170201,0,0
5170,37511,20170301,-9999,9
5170,37511,20170401,0,0
5170,37511,20170501,-9999,9
5170,37511,20170601,0,0
5170,37511,20170701,0,0
5170,37511,20170801,0,0
5170,37511,20170901,0,0
5170,37511,20171001,-9999,9
5173,37521,20170101,-9999,9
5173,37521,20170201,-9999,9
5173,37521,20170301,-9999,9
5173,37521,20170401,-9999,9
5173,37521,20170501,-9999,9
5173,37521,20170601,-9999,9
5173,37521,20170701,-9999,9
5173,37521,20170801,-9999,9
5173,37521,20170901,-9999,9
5173,37521,20171001,-9999,9
5174,37523,20170101,-9999,9
5174,37523,20170201,-9999,9
5174,37523,20170301,-9999,9
5174,37523,20170401,-9999,9
5174,37523,20170501,-9999,9
5174,37523,20170601,-9999,9
5174,37523,20170701,-9999,9
5174,37523,20170801,-9999,9
5174,37523,20170901,-9999,9
5174,37523,20171001,-9999,9
5175,37535,20170101,0,0
5175,37535,20170201,0,0
5175,37535,20170301,0,0
5175,37535,20170401,0,0
5175,37535,20170501,0,0
5175,37535,20170601,0,0
5175,37535,20170701,0,0
5175,37535,20170801,0,0
5175,37535,20170901,0,0
5175,37535,20171001,-9999,9
5177,37535,20170101,0,0
5177,37535,20170201,0,0
5177,37535,20170301,0,0
5177,37535,20170401,0,0
5177,37535,20170501,0,0
5177,37535,20170601,0,0
5177,37535,20170701,0,0
5177,37535,20170801,0,0
5177,37535,20170901,0,0
5177,37541,20171001,-9999,9
5178,37547,20170101,-9999,9
5178,37547,20170201,-9999,9
5178,37547,20170301,-9999,9
5178,37547,20170401,-9999,9
5178,37547,20170501,-9999,9
5178,37547,20170601,-9999,9
5178,37547,20170701,-9999,9
5178,37547,20170801,-9999,9
5178,37547,20170901,-9999,9
5178,37547,20171001,-9999,9
5179,37535,20170101,0,0
5179,37535,20170201,0,0
5179,37535,20170301,0,0
5179,37535,20170401,0,0
5179,37535,20170501,0,0
5179,37535,20170601,0,0
5179,37535,20170701,0,0
5179,37535,20170801,0,0
5179,37535,20170901,0,0
5179,58449,20171001,-9999,9
5180,37561,20170101,-9999,9
5180,37561,20170201,-9999,9
5180,37561,20170301,-9999,9
5180,37561,20170401,-9999,9
5180,37561,20170501,-9999,9
5180,37561,20170601,-9999,9
5180,37561,20170701,-9999,9
5180,37561,20170801,-9999,9
5180,37561,20170901,-9999,9
5180,37561,20171001,-9999,9
5181,37549,20170101,0,0
5181,37549,20170201,0,0
5181,37549,20170301,0,0
5181,37549,20170401,0,0
5181,37549,20170501,0,0
5181,37549,20170601,0,0
5181,37549,20170701,0,0
5181,37549,20170801,0,0
5181,37549,20170901,0,0
5181,37549,20171001,0,0
5183,37579,20170101,-9999,9
5183,37579,20170201,-9999,9
5183,37579,20170301,-9999,9
5183,37579,20170401,-9999,9
5183,37579,20170501,-9999,9
5183,37579,20170601,-9999,9
5183,37579,20170701,-9999,9
5183,37579,20170801,-9999,9
5183,37579,20170901,-9999,9
5183,37579,20171001,-9999,9
5185,37593,20170101,-9999,9
5185,37593,20170201,-9999,9
5185,37593,20170301,-9999,9
5185,37593,20170401,-9999,9
5185,37593,20170501,-9999,9
5185,37593,20170601,-9999,9
5185,37593,20170701,-9999,9
5185,37593,20170801,-9999,9
5185,37593,20170901,-9999,9
5185,37593,20171001,-9999,9
5187,37597,20170101,0,0
5187,37597,20170201,0,0
5187,37597,20170301,0,0
5187,37597,20170401,0,0
5187,37597,20170501,0,0
5187,37597,20170601,0,0
5187,37597,20170701,0,0
5187,37597,20170801,0,0
5187,37597,20170901,0,0
5187,37597,20171001,0,0
5188,37595,20170101,-9999,9
5188,37595,20170201,-9999,9
5188,37595,20170301,-9999,9
5188,37595,20170401,-9999,9
5188,37595,20170501,-9999,9
5188,37595,20170601,-9999,9
5188,37595,20170701,-9999,9
5188,37595,20170801,-9999,9
5188,37595,20170901,-9999,9
5188,37595,20171001,-9999,9
5189,37603,20170101,-9999,9
5189,37603,20170201,-9999,9
5189,37603,20170301,-9999,9
5189,37603,20170401,-9999,9
5189,37603,20170501,-9999,9
5189,37603,20170601,-9999,9
5189,37603,20170701,-9999,9
5189,37603,20170801,-9999,9
5189,37603,20170901,-9999,9
5189,37603,20171001,-9999,9
5190,37607,20170101,-9999,9
5190,37607,20170201,-9999,9
5190,37607,20170301,-9999,9
5190,37607,20170401,-9999,9
5190,37607,20170501,-9999,9
5190,37607,20170601,-9999,9
5190,37607,20170701,-9999,9
5190,37607,20170801,-9999,9
5190,37607,20170901,-9999,9
5190,37607,20171001,-9999,9
5191,37611,20170101,-9999,9
5191,37611,20170201,-9999,9
5191,37611,20170301,-9999,9
5191,37611,20170401,-9999,9
5191,37611,20170501,-9999,9
5191,37611,20170601,-9999,9
5191,37611,20170701,-9999,9
5191,37611,20170801,-9999,9
5191,37611,20170901,-9999,9
5191,37611,20171001,-9999,9
5192,37623,20170101,0,0
5192,37615,20170201,-9999,9
5192,37615,20170301,-9999,9
5192,37615,20170401,-9999,9
5192,37615,20170501,-9999,9
5192,37615,20170601,-9999,9
5192,37615,20170701,-9999,9
5192,37615,20170801,-9999,9
5192,37615,20170901,-9999,9
5192,37615,20171001,-9999,9
5193,37619,20170101,0,0
5193,37619,20170201,0,0
5193,37619,20170301,0,0
5193,37619,20170401,0,0
5193,37619,20170501,0,0
5193,37619,20170601,-9999,9
5193,37619,20170701,-9999,9
5193,37619,20170801,-9999,9
5193,37619,20170901,-9999,9
5193,37619,20171001,-9999,9
5194,37627,20170101,-9999,9
5194,37627,20170201,-9999,9
5194,37627,20170301,-9999,9
5194,37627,20170401,-9999,9
5194,37627,20170501,-9999,9
5194,37627,20170601,-9999,9
5194,37627,20170701,-9999,9
5194,37627,20170801,-9999,9
5194,37627,20170901,-9999,9
5194,37627,20171001,-9999,9
5196,37633,20170101,0,0
5196,37633,20170201,0,0
5196,37633,20170301,0,0
5196,37633,20170401,0,0
5196,37633,20170501,0,0
5196,37633,20170601,0,0
5196,37633,20170701,0,0
5196,37633,20170801,0,0
5196,37633,20170901,0,0
5196,37633,20171001,0,0
5197,37641,20170101,-9999,9
5197,37641,20170201,-9999,9
5197,37641,20170301,-9999,9
5197,37641,20170401,-9999,9
5197,37641,20170501,-9999,9
5197,37641,20170601,-9999,9
5197,37641,20170701,-9999,9
5197,37641,20170801,-9999,9
5197,37641,20170901,-9999,9
5197,37641,20171001,-9999,9
5198,37633,20170101,0,0
5198,37633,20170201,0,0
5198,37633,20170301,0,0
5198,37633,20170401,0,0
5198,37633,20170501,0,0
5198,37633,20170601,0,0
5198,37633,20170701,0,0
5198,37633,20170801,0,0
5198,37633,20170901,0,0
5198,37633,20171001,0,0
5199,37647,20170101,-9999,9
5199,37647,20170201,-9999,9
5199,37647,20170301,-9999,9
5199,37647,20170401,-9999,9
5199,37647,20170501,-9999,9
5199,37647,20170601,-9999,9
5199,37647,20170701,-9999,9
5199,37647,20170801,-9999,9
5199,37647,20170901,-9999,9
5199,37647,20171001,-9999,9
5201,37669,20170101,0,0
5201,37669,20170201,0,0
5201,37669,20170301,0,0
5201,37669,20170401,0,0
5201,37669,20170501,0,0
5201,37669,20170601,0,0
5201,37669,20170701,0,0
5201,37669,20170801,0,0
5201,37669,20170901,0,0
5201,37655,20171001,-9999,9
5204,37691,20170101,-9999,9
5204,37691,20170201,-9999,9
5204,37691,20170301,-9999,9
5204,37691,20170401,-9999,9
5204,37691,20170501,-9999,9
5204,37691,20170601,-9999,9
5204,37691,20170701,-9999,9
5204,37691,20170801,-9999,9
5204,37691,20170901,-9999,9
5204,37691,20171001,-9999,9
5206,37703,20170101,0,0
5206,37703,20170201,0,0
5206,37703,20170301,0,0
5206,37703,20170401,0,0
5206,37707,20170501,-9999,9
5206,37703,20170601,0,0
5206,37703,20170701,0,0
5206,37707,20170801,-9999,9
5206,37707,20170901,-9999,9
5206,37707,20171001,-9999,9
5207,37709,20170101,0,0
5207,37709,20170201,0,0
5207,37709,20170301,0,0
5207,37709,20170401,0,0
5207,37709,20170501,0,0
5207,37709,20170601,0,0
5207,37709,20170701,0,0
5207,37709,20170801,0,0
5207,37709,20170901,0,0
5207,37709,20171001,0,0
5208,37717,20170101,0,0
5208,37717,20170201,0,0
5208,37717,20170301,0,0
5208,37717,20170401,0,0
5208,37717,20170501,0,0
5208,37717,20170601,0,0
5208,37717,20170701,0,0
5208,37717,20170801,0,0
5208,37717,20170901,0,0
5208,37717,20171001,-9999,9
5210,37735,20170101,-9999,9
5210,37735,20170201,-9999,9
5210,37735,20170301,-9999,9
5210,37735,20170401,-9999,9
5210,37735,20170501,-9999,9
5210,37735,20170601,-9999,9
5210,37735,20170701,-9999,9
5210,37735,20170801,-9999,9
5210,37735,20170901,-9999,9
5210,37735,20171001,-9999,9
5211,37749,20170101,0,0
5211,37749,20170201,0,0
5211,37749,20170301,0,0
5211,37749,20170401,0,0
5211,37749,20170501,0,0
5211,37749,20170601,0,0
5211,37749,20170701,0,0
5211,37749,20170801,0,0
5211,37749,20170901,0,0
5211,37749,20171001,0,0
5212,37751,20170101,-9999,9
5212,37751,20170201,-9999,9
5212,37751,20170301,-9999,9
5212,37751,20170401,-9999,9
5212,37751,20170501,-9999,9
5212,37751,20170601,-9999,9
5212,37751,20170701,-9999,9
5212,37751,20170801,-9999,9
5212,37751,20170901,-9999,9
5212,37751,20171001,-9999,9
5215,37777,20170101,-9999,9
5215,37777,20170201,-9999,9
5215,37777,20170301,-9999,9
5215,37777,20170401,-9999,9
5215,37777,20170501,-9999,9
5215,37777,20170601,-9999,9
5215,37777,20170701,-9999,9
5215,37777,20170801,-9999,9
5215,37777,20170901,-9999,9
5215,37777,20171001,-9999,9
5216,37779,20170101,-9999,9
5216,37779,20170201,-9999,9
5216,37779,20170301,-9999,9
5216,37779,20170401,-9999,9
5216,37779,20170501,-9999,9
5216,37779,20170601,-9999,9
5216,37779,20170701,-9999,9
5216,37779,20170801,-9999,9
5216,37779,20170901,-9999,9
5216,37779,20171001,-9999,9
5217,37781,20170101,0,0
5217,37781,20170201,0,0
5217,37781,20170301,0,0
5217,37781,20170401,0,0
5217,37781,20170501,0,0
5217,37781,20170601,0,0
5217,37781,20170701,0,0
5217,37781,20170801,0,0
5217,37781,20170901,0,0
5217,37781,20171001,0,0
5218,37783,20170101,-9999,9
5218,37783,20170201,-9999,9
5218,37783,20170301,-9999,9
5218,37783,20170401,-9999,9
5218,37783,20170501,-9999,9
5218,37783,20170601,-9999,9
5218,37783,20170701,-9999,9
5218,37783,20170801,-9999,9
5218,37783,20170901,-9999,9
