"STAID","SOUID","DATE","TG","Q_TG"
4435,26312,20170601,-9999,9
4435,26312,20170701,-9999,9
4435,26312,20170801,-9999,9
4435,26312,20170901,-9999,9
4435,26312,20171001,-9999,9
4436,26324,20170101,-48,0
4436,26324,20170201,6,0
4436,26324,20170301,22,0
4436,26324,20170401,118,0
4436,26324,20170501,46,0
4436,26324,20170601,178,0
4436,26324,20170701,137,0
4436,26324,20170801,211,0
4436,26324,20170901,109,0
4436,26324,20171001,-9999,9
4438,26348,20170101,-9999,9
4438,26348,20170201,-9999,9
4438,26348,20170301,-9999,9
4438,26348,20170401,-9999,9
4438,26348,20170501,-9999,9
4438,26348,20170601,-9999,9
4438,26348,20170701,-9999,9
4438,26348,20170801,-9999,9
4438,26348,20170901,-9999,9
4438,26348,20171001,-9999,9
4439,26360,20170101,-4,0
4439,26360,20170201,-25,0
4439,26360,20170301,52,0
4439,26360,20170401,160,0
4439,26360,20170501,109,0
4439,26360,20170601,150,0
4439,26360,20170701,168,0
4439,26360,20170801,240,0
4439,26360,20170901,132,0
4439,26360,20171001,-9999,9
4440,26372,20170101,8,0
4440,26372,20170201,19,0
4440,26372,20170301,44,0
4440,26372,20170401,133,0
4440,26372,20170501,99,0
4440,26372,20170601,153,0
4440,26372,20170701,156,0
4440,26372,20170801,189,0
4440,26372,20170901,132,0
4440,26372,20171001,-9999,9
4441,26384,20170101,-9999,9
4441,26384,20170201,-9999,9
4441,26384,20170301,-9999,9
4441,26384,20170401,-9999,9
4441,26384,20170501,-9999,9
4441,26384,20170601,-9999,9
4441,26384,20170701,-9999,9
4441,26384,20170801,-9999,9
4441,26384,20170901,-9999,9
4441,26384,20171001,-9999,9
4442,26396,20170101,-36,0
4442,26396,20170201,28,0
4442,26396,20170301,62,0
4442,26396,20170401,140,0
4442,26396,20170501,84,0
4442,26396,20170601,199,0
4442,26396,20170701,162,0
4442,26396,20170801,212,0
4442,26396,20170901,154,0
4442,26396,20171001,-9999,9
4443,29468,20170101,32,0
4443,29468,20170201,-7,0
4443,29468,20170301,43,0
4443,29468,20170401,136,0
4443,29468,20170501,95,0
4443,29468,20170601,135,0
4443,29468,20170701,147,0
4443,29468,20170801,217,0
4443,29468,20170901,141,0
4443,910281,20171001,123,0
4444,26420,20170101,-42,0
4444,26420,20170201,10,0
4444,26420,20170301,47,0
4444,26420,20170401,129,0
4444,26420,20170501,73,0
4444,26420,20170601,203,0
4444,26420,20170701,170,0
4444,26420,20170801,247,0
4444,26420,20170901,138,0
4444,910853,20171001,136,0
4445,26432,20170101,-32,0
4445,26432,20170201,17,0
4445,26432,20170301,48,0
4445,26432,20170401,127,0
4445,26432,20170501,56,0
4445,26432,20170601,189,0
4445,26432,20170701,167,0
4445,26432,20170801,230,0
4445,26432,20170901,130,0
4445,26432,20171001,-9999,9
4446,26444,20170101,-9999,9
4446,26444,20170201,-9999,9
4446,26444,20170301,-9999,9
4446,26444,20170401,-9999,9
4446,26444,20170501,-9999,9
4446,26444,20170601,-9999,9
4446,26444,20170701,-9999,9
4446,26444,20170801,-9999,9
4446,26444,20170901,-9999,9
4446,26444,20171001,-9999,9
4447,26456,20170101,-9999,9
4447,26456,20170201,-9999,9
4447,26456,20170301,-9999,9
4447,26456,20170401,-9999,9
4447,26456,20170501,-9999,9
4447,26456,20170601,-9999,9
4447,26456,20170701,-9999,9
4447,26456,20170801,-9999,9
4447,26456,20170901,-9999,9
4447,26456,20171001,-9999,9
4448,26468,20170101,-52,0
4448,26468,20170201,22,0
4448,26468,20170301,67,0
4448,26468,20170401,129,0
4448,26468,20170501,101,0
4448,26468,20170601,-9999,9
4448,26468,20170701,-9999,9
4448,26468,20170801,-9999,9
4448,26468,20170901,133,0
4448,26468,20171001,-9999,9
4449,26480,20170101,23,0
4449,26480,20170201,-5,0
4449,26480,20170301,38,0
4449,26480,20170401,142,0
4449,26480,20170501,108,0
4449,26480,20170601,134,0
4449,26480,20170701,150,0
4449,26480,20170801,217,0
4449,26480,20170901,138,0
4449,26480,20171001,-9999,9
4450,26492,20170101,-38,0
4450,26492,20170201,-36,0
4450,26492,20170301,-2,0
4450,26492,20170401,131,0
4450,26492,20170501,68,0
4450,26492,20170601,143,0
4450,26492,20170701,108,0
4450,26492,20170801,203,0
4450,26492,20170901,95,0
4450,910557,20171001,100,0
4451,26504,20170101,-9999,9
4451,26504,20170201,-9999,9
4451,26504,20170301,-9999,9
4451,26504,20170401,-9999,9
4451,26504,20170501,-9999,9
4451,26504,20170601,-9999,9
4451,26504,20170701,-9999,9
4451,26504,20170801,-9999,9
4451,26504,20170901,-9999,9
4451,26504,20171001,-9999,9
4452,26516,20170101,-9999,9
4452,26516,20170201,-9999,9
4452,26516,20170301,-9999,9
4452,26516,20170401,-9999,9
4452,26516,20170501,-9999,9
4452,26516,20170601,-9999,9
4452,26516,20170701,-9999,9
4452,26516,20170801,-9999,9
4452,26516,20170901,-9999,9
4452,26516,20171001,-9999,9
4453,26528,20170101,-63,0
4453,26528,20170201,-6,0
4453,26528,20170301,24,0
4453,26528,20170401,125,0
4453,26528,20170501,74,0
4453,26528,20170601,171,0
4453,26528,20170701,131,0
4453,26528,20170801,188,0
4453,26528,20170901,121,0
4453,26528,20171001,-9999,9
4454,23936,20170101,47,0
4454,23936,20170201,10,0
4454,23936,20170301,35,0
4454,23936,20170401,121,0
4454,23936,20170501,87,0
4454,23936,20170601,142,0
4454,23936,20170701,156,0
4454,23936,20170801,174,0
4454,23936,20170901,140,0
4454,26540,20171001,-9999,9
4455,32288,20170101,40,0
4455,32288,20170201,8,0
4455,32288,20170301,38,0
4455,32288,20170401,130,0
4455,32288,20170501,100,0
4455,32288,20170601,131,0
4455,32288,20170701,158,0
4455,32288,20170801,177,0
4455,32288,20170901,132,0
4455,26552,20171001,-9999,9
4456,26564,20170101,-38,0
4456,26564,20170201,25,0
4456,26564,20170301,50,0
4456,26564,20170401,123,0
4456,26564,20170501,94,0
4456,26564,20170601,185,0
4456,26564,20170701,150,0
4456,26564,20170801,188,0
4456,26564,20170901,130,0
4456,26564,20171001,-9999,9
4457,26564,20170101,-38,0
4457,26564,20170201,25,0
4457,26564,20170301,50,0
4457,26564,20170401,123,0
4457,26564,20170501,94,0
4457,26564,20170601,185,0
4457,26564,20170701,150,0
4457,26564,20170801,188,0
4457,26564,20170901,130,0
4457,26576,20171001,-9999,9
4458,26588,20170101,-35,0
4458,26588,20170201,23,0
4458,26588,20170301,57,0
4458,26588,20170401,114,0
4458,26588,20170501,94,0
4458,26588,20170601,196,0
4458,26588,20170701,149,0
4458,26588,20170801,194,0
4458,26588,20170901,133,0
4458,26588,20171001,-9999,9
4459,26600,20170101,-9999,9
4459,26600,20170201,-9999,9
4459,26600,20170301,-9999,9
4459,26600,20170401,-9999,9
4459,26600,20170501,-9999,9
4459,26600,20170601,-9999,9
4459,26600,20170701,-9999,9
4459,26600,20170801,-9999,9
4459,26600,20170901,-9999,9
4459,26600,20171001,-9999,9
4460,26612,20170101,-9999,9
4460,26612,20170201,-9999,9
4460,26612,20170301,-9999,9
4460,26612,20170401,-9999,9
4460,26612,20170501,-9999,9
4460,26612,20170601,-9999,9
4460,26612,20170701,-9999,9
4460,26612,20170801,-9999,9
4460,26612,20170901,-9999,9
4460,26612,20171001,-9999,9
4461,26624,20170101,-62,0
4461,26624,20170201,-2,0
4461,26624,20170301,38,0
4461,26624,20170401,126,0
4461,26624,20170501,97,0
4461,26624,20170601,175,0
4461,26624,20170701,146,0
4461,26624,20170801,237,0
4461,26624,20170901,125,0
4461,26624,20171001,-9999,9
4462,26636,20170101,-9999,9
4462,26636,20170201,-9999,9
4462,26636,20170301,-9999,9
4462,26636,20170401,-9999,9
4462,26636,20170501,-9999,9
4462,26636,20170601,-9999,9
4462,26636,20170701,-9999,9
4462,26636,20170801,-9999,9
4462,26636,20170901,-9999,9
4462,26636,20171001,-9999,9
4463,26648,20170101,-9999,9
4463,26648,20170201,-9999,9
4463,26648,20170301,-9999,9
4463,26648,20170401,-9999,9
4463,26648,20170501,-9999,9
4463,26648,20170601,-9999,9
4463,26648,20170701,-9999,9
4463,26648,20170801,-9999,9
4463,26648,20170901,-9999,9
4463,26648,20171001,-9999,9
4464,26660,20170101,-9999,9
4464,26660,20170201,-9999,9
4464,26660,20170301,-9999,9
4464,26660,20170401,-9999,9
4464,26660,20170501,-9999,9
4464,26660,20170601,-9999,9
4464,26660,20170701,-9999,9
4464,26660,20170801,-9999,9
4464,26660,20170901,-9999,9
4464,26660,20171001,-9999,9
4465,21140,20170101,-53,0
4465,21140,20170201,3,0
4465,21140,20170301,51,0
4465,21140,20170401,132,0
4465,21140,20170501,96,0
4465,21140,20170601,201,0
4465,21140,20170701,170,0
4465,21140,20170801,259,0
4465,21140,20170901,135,0
4465,26672,20171001,-9999,9
4466,26684,20170101,-9999,9
4466,26684,20170201,-9999,9
4466,26684,20170301,-9999,9
4466,26684,20170401,-9999,9
4466,26684,20170501,-9999,9
4466,26684,20170601,-9999,9
4466,26684,20170701,-9999,9
4466,26684,20170801,-9999,9
4466,26684,20170901,-9999,9
4466,26684,20171001,-9999,9
4467,26696,20170101,-8,0
4467,26696,20170201,29,0
4467,26696,20170301,51,0
4467,26696,20170401,109,0
4467,26696,20170501,93,0
4467,26696,20170601,181,0
4467,26696,20170701,143,0
4467,26696,20170801,171,0
4467,26696,20170901,137,0
4467,26696,20171001,-9999,9
4468,26180,20170101,-45,0
4468,26180,20170201,17,0
4468,26180,20170301,50,0
4468,26180,20170401,125,0
4468,26180,20170501,85,0
4468,26180,20170601,179,0
4468,26180,20170701,151,0
4468,26180,20170801,190,0
4468,26180,20170901,123,0
4468,26708,20171001,-9999,9
4469,26720,20170101,-36,0
4469,26720,20170201,11,0
4469,26720,20170301,40,0
4469,26720,20170401,146,0
4469,26720,20170501,64,0
4469,26720,20170601,180,0
4469,26720,20170701,143,0
4469,26720,20170801,227,0
4469,26720,20170901,131,0
4469,910743,20171001,127,0
4470,31988,20170101,-42,0
4470,31988,20170201,10,0
4470,31988,20170301,42,0
4470,31988,20170401,126,0
4470,31988,20170501,59,0
4470,31988,20170601,193,0
4470,31988,20170701,155,0
4470,31988,20170801,232,0
4470,31988,20170901,130,0
4470,26732,20171001,-9999,9
4471,26744,20170101,19,0
4471,26744,20170201,12,0
4471,26744,20170301,44,0
4471,26744,20170401,138,0
4471,26744,20170501,120,0
4471,26744,20170601,140,0
4471,26744,20170701,159,0
4471,26744,20170801,200,0
4471,26744,20170901,146,0
4471,26744,20171001,-9999,9
4472,26756,20170101,-46,0
4472,26756,20170201,15,0
4472,26756,20170301,48,0
4472,26756,20170401,142,0
4472,26756,20170501,65,0
4472,26756,20170601,200,0
4472,26756,20170701,164,0
4472,26756,20170801,235,0
4472,26756,20170901,131,0
4472,26756,20171001,-9999,9
4473,26768,20170101,-24,0
4473,26768,20170201,25,0
4473,26768,20170301,63,0
4473,26768,20170401,127,0
4473,26768,20170501,105,0
4473,26768,20170601,191,0
4473,26768,20170701,156,0
4473,26768,20170801,186,0
4473,26768,20170901,148,0
4473,910502,20171001,118,0
4474,26780,20170101,34,0
4474,26780,20170201,12,0
4474,26780,20170301,39,0
4474,26780,20170401,114,0
4474,26780,20170501,110,0
4474,26780,20170601,122,0
4474,26780,20170701,158,0
4474,26780,20170801,182,0
4474,26780,20170901,144,0
4474,910136,20171001,130,0
4475,26792,20170101,-9999,9
4475,26792,20170201,-9999,9
4475,26792,20170301,-9999,9
4475,26792,20170401,-9999,9
4475,26792,20170501,-9999,9
4475,26792,20170601,-9999,9
4475,26792,20170701,-9999,9
4475,26792,20170801,-9999,9
4475,26792,20170901,-9999,9
4475,26792,20171001,-9999,9
4476,26804,20170101,-9999,9
4476,26804,20170201,-9999,9
4476,26804,20170301,-9999,9
4476,26804,20170401,-9999,9
4476,26804,20170501,-9999,9
4476,26804,20170601,-9999,9
4476,26804,20170701,-9999,9
4476,26804,20170801,-9999,9
4476,26804,20170901,-9999,9
4476,26804,20171001,-9999,9
4477,26816,20170101,-9999,9
4477,26816,20170201,-9999,9
4477,26816,20170301,-9999,9
4477,26816,20170401,-9999,9
4477,26816,20170501,-9999,9
4477,26816,20170601,-9999,9
4477,26816,20170701,-9999,9
4477,26816,20170801,-9999,9
4477,26816,20170901,-9999,9
4477,26816,20171001,-9999,9
4478,2382,20170101,-53,0
4478,2382,20170201,13,0
4478,2382,20170301,57,0
4478,2382,20170401,148,0
4478,2382,20170501,89,0
4478,2382,20170601,186,0
4478,2382,20170701,162,0
4478,2382,20170801,242,0
4478,2382,20170901,139,0
4478,910763,20171001,141,0
4479,26840,20170101,-68,0
4479,26840,20170201,7,0
4479,26840,20170301,51,0
4479,26840,20170401,131,0
4479,26840,20170501,80,0
4479,26840,20170601,174,0
4479,26840,20170701,151,0
4479,26840,20170801,240,0
4479,26840,20170901,133,0
4479,26840,20171001,-9999,9
4480,26852,20170101,-9999,9
4480,26852,20170201,-9999,9
4480,26852,20170301,-9999,9
4480,26852,20170401,-9999,9
4480,26852,20170501,-9999,9
4480,26852,20170601,-9999,9
4480,26852,20170701,-9999,9
4480,26852,20170801,-9999,9
4480,26852,20170901,-9999,9
4480,26852,20171001,-9999,9
4481,26864,20170101,-9999,9
4481,26864,20170201,-9999,9
4481,26864,20170301,-9999,9
4481,26864,20170401,-9999,9
4481,26864,20170501,-9999,9
4481,26864,20170601,-9999,9
4481,26864,20170701,-9999,9
4481,26864,20170801,-9999,9
4481,26864,20170901,-9999,9
4481,26864,20171001,-9999,9
4482,26876,20170101,-34,0
4482,26876,20170201,15,0
4482,26876,20170301,42,0
4482,26876,20170401,135,0
4482,26876,20170501,81,0
4482,26876,20170601,182,0
4482,26876,20170701,145,0
4482,26876,20170801,249,0
4482,26876,20170901,132,0
4482,26876,20171001,-9999,9
4483,26888,20170101,21,0
4483,26888,20170201,10,0
4483,26888,20170301,32,0
4483,26888,20170401,136,0
4483,26888,20170501,114,0
4483,26888,20170601,140,0
4483,26888,20170701,151,0
4483,26888,20170801,197,0
4483,26888,20170901,130,0
4483,910238,20171001,135,0
4484,26900,20170101,-9999,9
4484,26900,20170201,-9999,9
4484,26900,20170301,-9999,9
4484,26900,20170401,-9999,9
4484,26900,20170501,-9999,9
4484,26900,20170601,-9999,9
4484,26900,20170701,-9999,9
4484,26900,20170801,-9999,9
4484,26900,20170901,-9999,9
4484,26900,20171001,-9999,9
4485,26912,20170101,-9999,9
4485,26912,20170201,-9999,9
4485,26912,20170301,-9999,9
4485,26912,20170401,-9999,9
4485,26912,20170501,-9999,9
4485,26912,20170601,-9999,9
4485,26912,20170701,-9999,9
4485,26912,20170801,-9999,9
4485,26912,20170901,-9999,9
4485,26912,20171001,-9999,9
4486,26924,20170101,-55,0
4486,26924,20170201,35,0
4486,26924,20170301,61,0
4486,26924,20170401,136,0
4486,26924,20170501,81,0
4486,26924,20170601,203,0
4486,26924,20170701,162,0
4486,26924,20170801,233,0
4486,26924,20170901,146,0
4486,26924,20171001,-9999,9
4487,26936,20170101,-9999,9
4487,26936,20170201,-9999,9
4487,26936,20170301,-9999,9
4487,26936,20170401,-9999,9
4487,26936,20170501,-9999,9
4487,26936,20170601,-9999,9
4487,26936,20170701,-9999,9
4487,26936,20170801,-9999,9
4487,26936,20170901,-9999,9
4487,26936,20171001,-9999,9
4488,26948,20170101,-73,0
4488,26948,20170201,-12,0
4488,26948,20170301,25,0
4488,26948,20170401,145,0
4488,26948,20170501,91,0
4488,26948,20170601,182,0
4488,26948,20170701,141,0
4488,26948,20170801,255,0
4488,26948,20170901,117,0
4488,26948,20171001,-9999,9
4489,26960,20170101,-9999,9
4489,26960,20170201,-9999,9
4489,26960,20170301,-9999,9
4489,26960,20170401,-9999,9
4489,26960,20170501,-9999,9
4489,26960,20170601,-9999,9
4489,26960,20170701,-9999,9
4489,26960,20170801,-9999,9
4489,26960,20170901,-9999,9
4489,26960,20171001,-9999,9
4490,26972,20170101,-9999,9
4490,26972,20170201,-9999,9
4490,26972,20170301,-9999,9
4490,26972,20170401,-9999,9
4490,26972,20170501,-9999,9
4490,26972,20170601,-9999,9
4490,26972,20170701,-9999,9
4490,26972,20170801,-9999,9
4490,26972,20170901,-9999,9
4490,26972,20171001,-9999,9
4491,26984,20170101,-9999,9
4491,26984,20170201,-9999,9
4491,26984,20170301,-9999,9
4491,26984,20170401,-9999,9
4491,26984,20170501,-9999,9
4491,26984,20170601,-9999,9
4491,26984,20170701,-9999,9
4491,26984,20170801,-9999,9
4491,26984,20170901,-9999,9
4491,26984,20171001,-9999,9
4492,26996,20170101,-9999,9
4492,26996,20170201,-9999,9
4492,26996,20170301,-9999,9
4492,26996,20170401,-9999,9
4492,26996,20170501,-9999,9
4492,26996,20170601,-9999,9
4492,26996,20170701,-9999,9
4492,26996,20170801,-9999,9
4492,26996,20170901,-9999,9
4492,26996,20171001,-9999,9
4493,21248,20170101,-30,0
4493,21248,20170201,36,0
4493,21248,20170301,66,0
4493,21248,20170401,141,0
4493,21248,20170501,92,0
4493,21248,20170601,192,0
4493,21248,20170701,162,0
4493,21248,20170801,213,0
4493,21248,20170901,151,0
4493,910641,20171001,125,0
4494,22772,20170101,-45,0
4494,22772,20170201,27,0
4494,22772,20170301,70,0
4494,22772,20170401,128,0
4494,22772,20170501,89,0
4494,22772,20170601,209,0
4494,22772,20170701,162,0
4494,22772,20170801,235,0
4494,22772,20170901,156,0
4494,910805,20171001,132,0
4495,27032,20170101,-30,0
4495,27032,20170201,27,0
4495,27032,20170301,61,0
4495,27032,20170401,145,0
4495,27032,20170501,96,0
4495,27032,20170601,216,0
4495,27032,20170701,157,0
4495,27032,20170801,225,0
4495,27032,20170901,161,0
4495,27032,20171001,-9999,9
4496,27044,20170101,-9999,9
4496,27044,20170201,-9999,9
4496,27044,20170301,-9999,9
4496,27044,20170401,-9999,9
4496,27044,20170501,-9999,9
4496,27044,20170601,-9999,9
4496,27044,20170701,-9999,9
4496,27044,20170801,-9999,9
4496,27044,20170901,-9999,9
4496,27044,20171001,-9999,9
4497,27056,20170101,-9999,9
4497,27056,20170201,-9999,9
4497,27056,20170301,-9999,9
4497,27056,20170401,-9999,9
4497,27056,20170501,-9999,9
4497,27056,20170601,-9999,9
4497,27056,20170701,-9999,9
4497,27056,20170801,-9999,9
4497,27056,20170901,-9999,9
4497,27056,20171001,-9999,9
4498,27068,20170101,2,0
4498,27068,20170201,-27,0
4498,27068,20170301,53,0
4498,27068,20170401,157,0
4498,27068,20170501,115,0
4498,27068,20170601,153,0
4498,27068,20170701,167,0
4498,27068,20170801,236,0
4498,27068,20170901,138,0
4498,910480,20171001,141,0
4499,26372,20170101,8,0
4499,26372,20170201,19,0
4499,26372,20170301,44,0
4499,26372,20170401,133,0
4499,26372,20170501,99,0
4499,26372,20170601,153,0
4499,26372,20170701,156,0
4499,26372,20170801,189,0
4499,26372,20170901,132,0
4499,27080,20171001,-9999,9
4500,27092,20170101,-29,0
4500,27092,20170201,1,0
4500,27092,20170301,51,0
4500,27092,20170401,140,0
4500,27092,20170501,107,0
4500,27092,20170601,162,0
4500,27092,20170701,160,0
4500,27092,20170801,229,0
4500,27092,20170901,137,0
4500,910565,20171001,143,0
4501,27104,20170101,-9999,9
4501,27104,20170201,-9999,9
4501,27104,20170301,-9999,9
4501,27104,20170401,-9999,9
4501,27104,20170501,-9999,9
4501,27104,20170601,-9999,9
4501,27104,20170701,-9999,9
4501,27104,20170801,-9999,9
4501,27104,20170901,-9999,9
4501,27104,20171001,-9999,9
4502,27116,20170101,-55,0
4502,27116,20170201,7,0
4502,27116,20170301,45,0
4502,27116,20170401,115,0
4502,27116,20170501,79,0
4502,27116,20170601,172,0
4502,27116,20170701,151,0
4502,27116,20170801,218,0
4502,27116,20170901,132,0
4502,27116,20171001,-9999,9
4503,27128,20170101,-9999,9
4503,27128,20170201,-9999,9
4503,27128,20170301,-9999,9
4503,27128,20170401,-9999,9
4503,27128,20170501,-9999,9
4503,27128,20170601,-9999,9
4503,27128,20170701,-9999,9
4503,27128,20170801,-9999,9
4503,27128,20170901,-9999,9
4503,27128,20171001,-9999,9
4504,27140,20170101,-2,0
4504,27140,20170201,25,0
4504,27140,20170301,24,0
4504,27140,20170401,101,0
4504,27140,20170501,32,0
4504,27140,20170601,165,0
4504,27140,20170701,140,0
4504,27140,20170801,240,0
4504,27140,20170901,110,0
4504,27140,20171001,-9999,9
4505,27152,20170101,-9999,9
4505,27152,20170201,-9999,9
4505,27152,20170301,-9999,9
4505,27152,20170401,-9999,9
4505,27152,20170501,-9999,9
4505,27152,20170601,-9999,9
4505,27152,20170701,-9999,9
4505,27152,20170801,-9999,9
4505,27152,20170901,-9999,9
4505,27152,20171001,-9999,9
4506,27164,20170101,-9999,9
4506,27164,20170201,-9999,9
4506,27164,20170301,-9999,9
4506,27164,20170401,-9999,9
4506,27164,20170501,-9999,9
4506,27164,20170601,-9999,9
4506,27164,20170701,-9999,9
4506,27164,20170801,-9999,9
4506,27164,20170901,-9999,9
4506,27164,20171001,-9999,9
4507,27176,20170101,-62,0
4507,27176,20170201,-3,0
4507,27176,20170301,35,0
4507,27176,20170401,143,0
4507,27176,20170501,75,0
4507,27176,20170601,186,0
4507,27176,20170701,148,0
4507,27176,20170801,250,0
4507,27176,20170901,125,0
4507,27176,20171001,-9999,9
4508,27188,20170101,-9999,9
4508,27188,20170201,-9999,9
4508,27188,20170301,-9999,9
4508,27188,20170401,-9999,9
4508,27188,20170501,-9999,9
4508,27188,20170601,-9999,9
4508,27188,20170701,-9999,9
4508,27188,20170801,-9999,9
4508,27188,20170901,-9999,9
4508,27188,20171001,-9999,9
4509,27200,20170101,-9999,9
4509,27200,20170201,-9999,9
4509,27200,20170301,-9999,9
4509,27200,20170401,-9999,9
4509,27200,20170501,-9999,9
4509,27200,20170601,-9999,9
4509,27200,20170701,-9999,9
4509,27200,20170801,-9999,9
4509,27200,20170901,-9999,9
4509,27200,20171001,-9999,9
4510,27212,20170101,-9999,9
4510,27212,20170201,-9999,9
4510,27212,20170301,-9999,9
4510,27212,20170401,-9999,9
4510,27212,20170501,-9999,9
4510,27212,20170601,-9999,9
4510,27212,20170701,-9999,9
4510,27212,20170801,-9999,9
4510,27212,20170901,-9999,9
4510,27212,20171001,-9999,9
4511,27224,20170101,47,0
4511,27224,20170201,11,0
4511,27224,20170301,43,0
4511,27224,20170401,110,0
4511,27224,20170501,89,0
4511,27224,20170601,142,0
4511,27224,20170701,157,0
4511,27224,20170801,178,0
4511,27224,20170901,140,0
4511,910152,20171001,153,0
4512,27248,20170101,-27,0
4512,27248,20170201,30,0
4512,27248,20170301,67,0
4512,27248,20170401,102,0
4512,27248,20170501,95,0
4512,27248,20170601,202,0
4512,27248,20170701,157,0
4512,27248,20170801,193,0
4512,27248,20170901,135,0
4512,27236,20171001,-9999,9
4513,27248,20170101,-27,0
4513,27248,20170201,30,0
4513,27248,20170301,67,0
4513,27248,20170401,102,0
4513,27248,20170501,95,0
4513,27248,20170601,202,0
4513,27248,20170701,157,0
4513,27248,20170801,193,0
4513,27248,20170901,135,0
4513,27248,20171001,-9999,9
4514,27260,20170101,-76,0
4514,27260,20170201,-16,0
4514,27260,20170301,13,0
4514,27260,20170401,114,0
4514,27260,20170501,60,0
4514,27260,20170601,162,0
4514,27260,20170701,124,0
4514,27260,20170801,171,0
4514,27260,20170901,105,0
4514,27260,20171001,-9999,9
4515,27272,20170101,-9999,9
4515,27272,20170201,-9999,9
4515,27272,20170301,-9999,9
4515,27272,20170401,-9999,9
4515,27272,20170501,-9999,9
4515,27272,20170601,-9999,9
4515,27272,20170701,-9999,9
4515,27272,20170801,-9999,9
4515,27272,20170901,-9999,9
4515,27272,20171001,-9999,9
4517,26216,20170101,-53,0
4517,26216,20170201,33,0
4517,26216,20170301,62,0
4517,26216,20170401,123,0
4517,26216,20170501,70,0
4517,26216,20170601,186,0
4517,26216,20170701,160,0
4517,26216,20170801,229,0
4517,26216,20170901,145,0
4517,910736,20171001,122,0
4518,27308,20170101,-52,0
4518,27308,20170201,29,0
4518,27308,20170301,57,0
4518,27308,20170401,127,0
4518,27308,20170501,77,0
4518,27308,20170601,194,0
4518,27308,20170701,154,0
4518,27308,20170801,226,0
4518,27308,20170901,140,0
4518,27308,20171001,-9999,9
4519,27320,20170101,-40,0
4519,27320,20170201,13,0
4519,27320,20170301,32,0
4519,27320,20170401,97,0
4519,27320,20170501,41,0
4519,27320,20170601,179,0
4519,27320,20170701,147,0
4519,27320,20170801,205,0
4519,27320,20170901,118,0
4519,27320,20171001,-9999,9
4520,29720,20170101,-26,0
4520,29720,20170201,37,0
4520,29720,20170301,65,0
4520,29720,20170401,138,0
4520,29720,20170501,93,0
4520,29720,20170601,215,0
4520,29720,20170701,165,0
4520,29720,20170801,234,0
4520,29720,20170901,160,0
4520,27332,20171001,-9999,9
4521,27344,20170101,-38,0
4521,27344,20170201,17,0
4521,27344,20170301,44,0
4521,27344,20170401,116,0
4521,27344,20170501,82,0
4521,27344,20170601,202,0
4521,27344,20170701,139,0
4521,27344,20170801,202,0
4521,27344,20170901,137,0
4521,27344,20171001,-9999,9
4522,27356,20170101,-30,0
4522,27356,20170201,-5,0
4522,27356,20170301,39,0
4522,27356,20170401,142,0
4522,27356,20170501,109,0
4522,27356,20170601,164,0
4522,27356,20170701,149,0
4522,27356,20170801,230,0
4522,27356,20170901,123,0
4522,910569,20171001,128,0
4523,31160,20170101,43,0
4523,31160,20170201,8,0
4523,31160,20170301,39,0
4523,31160,20170401,126,0
4523,31160,20170501,97,0
4523,31160,20170601,135,0
4523,31160,20170701,158,0
4523,31160,20170801,175,0
4523,31160,20170901,135,0
4523,910150,20171001,147,0
4524,27380,20170101,-9999,9
4524,27380,20170201,-9999,9
4524,27380,20170301,-9999,9
4524,27380,20170401,-9999,9
4524,27380,20170501,-9999,9
4524,27380,20170601,-9999,9
4524,27380,20170701,-9999,9
4524,27380,20170801,-9999,9
4524,27380,20170901,-9999,9
4524,27380,20171001,-9999,9
4525,27392,20170101,-59,0
4525,27392,20170201,-2,0
4525,27392,20170301,37,0
4525,27392,20170401,145,0
4525,27392,20170501,77,0
4525,27392,20170601,178,0
4525,27392,20170701,141,0
4525,27392,20170801,242,0
4525,27392,20170901,121,0
4525,27392,20171001,-9999,9
4528,27428,20170101,-9999,9
4528,27428,20170201,-9999,9
4528,27428,20170301,-9999,9
4528,27428,20170401,-9999,9
4528,27428,20170501,-9999,9
4528,27428,20170601,-9999,9
4528,27428,20170701,-9999,9
4528,27428,20170801,-9999,9
4528,27428,20170901,-9999,9
4528,27428,20171001,-9999,9
4529,27440,20170101,34,0
4529,27440,20170201,-5,0
4529,27440,20170301,47,0
4529,27440,20170401,156,0
4529,27440,20170501,111,0
4529,27440,20170601,149,0
4529,27440,20170701,156,0
4529,27440,20170801,236,0
4529,27440,20170901,148,0
4529,27440,20171001,-9999,9
4530,31544,20170101,-41,0
4530,31544,20170201,10,0
4530,31544,20170301,47,0
4530,31544,20170401,138,0
4530,31544,20170501,57,0
4530,31544,20170601,193,0
4530,31544,20170701,163,0
4530,31544,20170801,238,0
4530,31544,20170901,128,0
4530,27452,20171001,-9999,9
4531,27464,20170101,41,0
4531,27464,20170201,-2,0
4531,27464,20170301,37,0
4531,27464,20170401,123,0
4531,27464,20170501,79,0
4531,27464,20170601,130,0
4531,27464,20170701,143,0
4531,27464,20170801,197,0
4531,27464,20170901,148,0
4531,910093,20171001,134,0
4532,27476,20170101,-9999,9
4532,27476,20170201,-9999,9
4532,27476,20170301,-9999,9
4532,27476,20170401,-9999,9
4532,27476,20170501,-9999,9
4532,27476,20170601,-9999,9
4532,27476,20170701,-9999,9
4532,27476,20170801,-9999,9
4532,27476,20170901,-9999,9
