"STAID","SOUID","DATE","RR","Q_RR"
1289,2941,20170201,-9999,9
1289,2941,20170301,-9999,9
1289,2941,20170401,-9999,9
1289,2941,20170501,-9999,9
1289,2941,20170601,-9999,9
1289,2941,20170701,-9999,9
1289,2941,20170801,-9999,9
1289,2941,20170901,-9999,9
1289,2941,20171001,-9999,9
1290,2942,20170101,-9999,9
1290,2942,20170201,-9999,9
1290,2942,20170301,-9999,9
1290,2942,20170401,-9999,9
1290,2942,20170501,-9999,9
1290,2942,20170601,-9999,9
1290,2942,20170701,-9999,9
1290,2942,20170801,-9999,9
1290,2942,20170901,-9999,9
1290,2942,20171001,-9999,9
1291,2943,20170101,-9999,9
1291,2943,20170201,-9999,9
1291,2943,20170301,-9999,9
1291,2943,20170401,-9999,9
1291,2943,20170501,-9999,9
1291,2943,20170601,-9999,9
1291,2943,20170701,-9999,9
1291,2943,20170801,-9999,9
1291,2943,20170901,-9999,9
1291,2943,20171001,-9999,9
1292,51865,20170101,-9999,9
1292,51865,20170201,-9999,9
1292,51865,20170301,-9999,9
1292,51865,20170401,-9999,9
1292,51865,20170501,-9999,9
1292,51865,20170601,-9999,9
1292,51865,20170701,-9999,9
1292,51865,20170801,-9999,9
1292,51865,20170901,-9999,9
1292,51865,20171001,-9999,9
1293,51870,20170101,-9999,9
1293,51870,20170201,-9999,9
1293,51870,20170301,-9999,9
1293,51870,20170401,-9999,9
1293,51870,20170501,-9999,9
1293,51870,20170601,-9999,9
1293,51870,20170701,-9999,9
1293,51870,20170801,-9999,9
1293,51870,20170901,-9999,9
1293,51870,20171001,-9999,9
1294,2950,20170101,-9999,9
1294,2950,20170201,-9999,9
1294,2950,20170301,-9999,9
1294,2950,20170401,-9999,9
1294,2950,20170501,-9999,9
1294,2950,20170601,-9999,9
1294,2950,20170701,-9999,9
1294,2950,20170801,-9999,9
1294,2950,20170901,-9999,9
1294,2950,20171001,-9999,9
1295,2951,20170101,-9999,9
1295,2951,20170201,-9999,9
1295,2951,20170301,-9999,9
1295,2951,20170401,-9999,9
1295,2951,20170501,-9999,9
1295,2951,20170601,-9999,9
1295,2951,20170701,-9999,9
1295,2951,20170801,-9999,9
1295,2951,20170901,-9999,9
1295,2951,20171001,-9999,9
1296,2952,20170101,-9999,9
1296,2952,20170201,-9999,9
1296,2952,20170301,-9999,9
1296,2952,20170401,-9999,9
1296,2952,20170501,-9999,9
1296,2952,20170601,-9999,9
1296,2952,20170701,-9999,9
1296,2952,20170801,-9999,9
1296,2952,20170901,-9999,9
1296,2952,20171001,-9999,9
1297,2955,20170101,-9999,9
1297,2955,20170201,-9999,9
1297,2955,20170301,-9999,9
1297,2955,20170401,-9999,9
1297,2955,20170501,-9999,9
1297,2955,20170601,-9999,9
1297,2955,20170701,-9999,9
1297,2955,20170801,-9999,9
1297,2955,20170901,-9999,9
1297,2955,20171001,-9999,9
1298,2958,20170101,-9999,9
1298,2958,20170201,-9999,9
1298,2958,20170301,-9999,9
1298,2958,20170401,-9999,9
1298,2958,20170501,-9999,9
1298,2958,20170601,-9999,9
1298,2958,20170701,-9999,9
1298,2958,20170801,-9999,9
1298,2958,20170901,-9999,9
1298,2958,20171001,-9999,9
1299,2959,20170101,-9999,9
1299,2959,20170201,-9999,9
1299,2959,20170301,-9999,9
1299,2959,20170401,-9999,9
1299,2959,20170501,-9999,9
1299,2959,20170601,-9999,9
1299,2959,20170701,-9999,9
1299,2959,20170801,-9999,9
1299,2959,20170901,-9999,9
1299,2959,20171001,-9999,9
1300,934321,20170101,0,0
1300,934321,20170201,0,0
1300,934321,20170301,0,0
1300,934321,20170401,0,0
1300,934321,20170501,0,0
1300,934321,20170601,0,0
1300,934321,20170701,0,0
1300,934321,20170801,0,0
1300,934321,20170901,44,0
1300,934321,20171001,0,0
1301,2961,20170101,-9999,9
1301,2961,20170201,-9999,9
1301,2961,20170301,-9999,9
1301,2961,20170401,-9999,9
1301,2961,20170501,-9999,9
1301,2961,20170601,-9999,9
1301,2961,20170701,-9999,9
1301,2961,20170801,-9999,9
1301,2961,20170901,-9999,9
1301,2961,20171001,-9999,9
1302,2964,20170101,-9999,9
1302,2964,20170201,-9999,9
1302,2964,20170301,-9999,9
1302,2964,20170401,-9999,9
1302,2964,20170501,-9999,9
1302,2964,20170601,-9999,9
1302,2964,20170701,-9999,9
1302,2964,20170801,-9999,9
1302,2964,20170901,-9999,9
1302,2964,20171001,-9999,9
1303,51915,20170101,-9999,9
1303,51915,20170201,-9999,9
1303,51915,20170301,-9999,9
1303,51915,20170401,-9999,9
1303,51915,20170501,-9999,9
1303,51915,20170601,-9999,9
1303,51915,20170701,-9999,9
1303,51915,20170801,-9999,9
1303,51915,20170901,-9999,9
1303,51915,20171001,-9999,9
1304,2968,20170101,-9999,9
1304,2968,20170201,-9999,9
1304,2968,20170301,-9999,9
1304,2968,20170401,-9999,9
1304,2968,20170501,-9999,9
1304,2968,20170601,-9999,9
1304,2968,20170701,-9999,9
1304,2968,20170801,-9999,9
1304,2968,20170901,-9999,9
1304,2968,20171001,-9999,9
1305,2971,20170101,-9999,9
1305,2971,20170201,-9999,9
1305,2971,20170301,-9999,9
1305,2971,20170401,-9999,9
1305,2971,20170501,-9999,9
1305,2971,20170601,-9999,9
1305,2971,20170701,-9999,9
1305,2971,20170801,-9999,9
1305,2971,20170901,-9999,9
1305,2971,20171001,-9999,9
1306,2974,20170101,-9999,9
1306,2974,20170201,-9999,9
1306,2974,20170301,-9999,9
1306,2974,20170401,-9999,9
1306,2974,20170501,-9999,9
1306,2974,20170601,-9999,9
1306,2974,20170701,-9999,9
1306,2974,20170801,-9999,9
1306,2974,20170901,-9999,9
1306,2974,20171001,-9999,9
1307,51935,20170101,-9999,9
1307,51935,20170201,-9999,9
1307,51935,20170301,-9999,9
1307,51935,20170401,-9999,9
1307,51935,20170501,-9999,9
1307,51935,20170601,-9999,9
1307,51935,20170701,-9999,9
1307,51935,20170801,-9999,9
1307,51935,20170901,-9999,9
1307,51935,20171001,-9999,9
1308,2980,20170101,-9999,9
1308,2980,20170201,-9999,9
1308,2980,20170301,-9999,9
1308,2980,20170401,-9999,9
1308,2980,20170501,-9999,9
1308,2980,20170601,-9999,9
1308,2980,20170701,-9999,9
1308,2980,20170801,-9999,9
1308,2980,20170901,-9999,9
1308,2980,20171001,-9999,9
1309,2981,20170101,-9999,9
1309,2981,20170201,-9999,9
1309,2981,20170301,-9999,9
1309,2981,20170401,-9999,9
1309,2981,20170501,-9999,9
1309,2981,20170601,-9999,9
1309,2981,20170701,-9999,9
1309,2981,20170801,-9999,9
1309,2981,20170901,-9999,9
1309,2981,20171001,-9999,9
1310,2984,20170101,-9999,9
1310,2984,20170201,-9999,9
1310,2984,20170301,-9999,9
1310,2984,20170401,-9999,9
1310,2984,20170501,-9999,9
1310,2984,20170601,-9999,9
1310,2984,20170701,-9999,9
1310,2984,20170801,-9999,9
1310,2984,20170901,-9999,9
1310,2984,20171001,-9999,9
1311,2985,20170101,-9999,9
1311,2985,20170201,-9999,9
1311,2985,20170301,-9999,9
1311,2985,20170401,-9999,9
1311,2985,20170501,-9999,9
1311,2985,20170601,-9999,9
1311,2985,20170701,-9999,9
1311,2985,20170801,-9999,9
1311,2985,20170901,-9999,9
1311,2985,20171001,-9999,9
1312,51950,20170101,-9999,9
1312,51950,20170201,-9999,9
1312,51950,20170301,-9999,9
1312,51950,20170401,-9999,9
1312,51950,20170501,-9999,9
1312,51950,20170601,-9999,9
1312,51950,20170701,-9999,9
1312,51950,20170801,-9999,9
1312,51950,20170901,-9999,9
1312,51950,20171001,-9999,9
1313,2989,20170101,-9999,9
1313,2989,20170201,-9999,9
1313,2989,20170301,-9999,9
1313,2989,20170401,-9999,9
1313,2989,20170501,-9999,9
1313,2989,20170601,-9999,9
1313,2989,20170701,-9999,9
1313,2989,20170801,-9999,9
1313,2989,20170901,-9999,9
1313,2989,20171001,-9999,9
1314,2992,20170101,-9999,9
1314,2992,20170201,-9999,9
1314,2992,20170301,-9999,9
1314,2992,20170401,-9999,9
1314,2992,20170501,-9999,9
1314,2992,20170601,-9999,9
1314,2992,20170701,-9999,9
1314,2992,20170801,-9999,9
1314,2992,20170901,-9999,9
1314,2992,20171001,-9999,9
1315,2995,20170101,-9999,9
1315,2995,20170201,-9999,9
1315,2995,20170301,-9999,9
1315,2995,20170401,-9999,9
1315,2995,20170501,-9999,9
1315,2995,20170601,-9999,9
1315,2995,20170701,-9999,9
1315,2995,20170801,-9999,9
1315,2995,20170901,-9999,9
1315,2995,20171001,-9999,9
1316,2998,20170101,-9999,9
1316,2998,20170201,-9999,9
1316,2998,20170301,-9999,9
1316,2998,20170401,-9999,9
1316,2998,20170501,-9999,9
1316,2998,20170601,-9999,9
1316,2998,20170701,-9999,9
1316,2998,20170801,-9999,9
1316,2998,20170901,-9999,9
1316,2998,20171001,-9999,9
1317,51970,20170101,-9999,9
1317,51970,20170201,-9999,9
1317,51970,20170301,-9999,9
1317,51970,20170401,-9999,9
1317,51970,20170501,-9999,9
1317,51970,20170601,-9999,9
1317,51970,20170701,-9999,9
1317,51970,20170801,-9999,9
1317,51970,20170901,-9999,9
1317,51970,20171001,-9999,9
1318,3002,20170101,-9999,9
1318,3002,20170201,-9999,9
1318,3002,20170301,-9999,9
1318,3002,20170401,-9999,9
1318,3002,20170501,-9999,9
1318,3002,20170601,-9999,9
1318,3002,20170701,-9999,9
1318,3002,20170801,-9999,9
1318,3002,20170901,-9999,9
1318,3002,20171001,-9999,9
1319,51980,20170101,-9999,9
1319,51980,20170201,-9999,9
1319,51980,20170301,-9999,9
1319,51980,20170401,-9999,9
1319,51980,20170501,-9999,9
1319,51980,20170601,-9999,9
1319,51980,20170701,-9999,9
1319,51980,20170801,-9999,9
1319,51980,20170901,-9999,9
1319,51980,20171001,-9999,9
1320,3006,20170101,-9999,9
1320,3006,20170201,-9999,9
1320,3006,20170301,-9999,9
1320,3006,20170401,-9999,9
1320,3006,20170501,-9999,9
1320,3006,20170601,-9999,9
1320,3006,20170701,-9999,9
1320,3006,20170801,-9999,9
1320,3006,20170901,-9999,9
1320,3006,20171001,-9999,9
1321,3007,20170101,-9999,9
1321,3007,20170201,-9999,9
1321,3007,20170301,-9999,9
1321,3007,20170401,-9999,9
1321,3007,20170501,-9999,9
1321,3007,20170601,-9999,9
1321,3007,20170701,-9999,9
1321,3007,20170801,-9999,9
1321,3007,20170901,-9999,9
1321,3007,20171001,-9999,9
1322,3010,20170101,-9999,9
1322,3010,20170201,-9999,9
1322,3010,20170301,-9999,9
1322,3010,20170401,-9999,9
1322,3010,20170501,-9999,9
1322,3010,20170601,-9999,9
1322,3010,20170701,-9999,9
1322,3010,20170801,-9999,9
1322,3010,20170901,-9999,9
1322,3010,20171001,-9999,9
1323,17351,20170101,-9999,9
1323,17351,20170201,-9999,9
1323,17351,20170301,-9999,9
1323,17351,20170401,-9999,9
1323,17351,20170501,-9999,9
1323,17351,20170601,-9999,9
1323,17351,20170701,-9999,9
1323,17351,20170801,-9999,9
1323,17351,20170901,-9999,9
1323,17351,20171001,-9999,9
1324,3014,20170101,-9999,9
1324,3014,20170201,-9999,9
1324,3014,20170301,-9999,9
1324,3014,20170401,-9999,9
1324,3014,20170501,-9999,9
1324,3014,20170601,-9999,9
1324,3014,20170701,-9999,9
1324,3014,20170801,-9999,9
1324,3014,20170901,-9999,9
1324,3014,20171001,-9999,9
1325,3015,20170101,-9999,9
1325,3015,20170201,-9999,9
1325,3015,20170301,-9999,9
1325,3015,20170401,-9999,9
1325,3015,20170501,-9999,9
1325,3015,20170601,-9999,9
1325,3015,20170701,-9999,9
1325,3015,20170801,-9999,9
1325,3015,20170901,-9999,9
1325,3015,20171001,-9999,9
1326,3018,20170101,-9999,9
1326,3018,20170201,-9999,9
1326,3018,20170301,-9999,9
1326,3018,20170401,-9999,9
1326,3018,20170501,-9999,9
1326,3018,20170601,-9999,9
1326,3018,20170701,-9999,9
1326,3018,20170801,-9999,9
1326,3018,20170901,-9999,9
1326,3018,20171001,-9999,9
1327,52010,20170101,-9999,9
1327,52010,20170201,-9999,9
1327,52010,20170301,-9999,9
1327,52010,20170401,-9999,9
1327,52010,20170501,-9999,9
1327,52010,20170601,-9999,9
1327,52010,20170701,-9999,9
1327,52010,20170801,-9999,9
1327,52010,20170901,-9999,9
1327,52010,20171001,-9999,9
1328,3022,20170101,-9999,9
1328,3022,20170201,-9999,9
1328,3022,20170301,-9999,9
1328,3022,20170401,-9999,9
1328,3022,20170501,-9999,9
1328,3022,20170601,-9999,9
1328,3022,20170701,-9999,9
1328,3022,20170801,-9999,9
1328,3022,20170901,-9999,9
1328,3022,20171001,-9999,9
1329,3025,20170101,-9999,9
1329,3025,20170201,-9999,9
1329,3025,20170301,-9999,9
1329,3025,20170401,-9999,9
1329,3025,20170501,-9999,9
1329,3025,20170601,-9999,9
1329,3025,20170701,-9999,9
1329,3025,20170801,-9999,9
1329,3025,20170901,-9999,9
1329,3025,20171001,-9999,9
1330,3028,20170101,-9999,9
1330,3028,20170201,-9999,9
1330,3028,20170301,-9999,9
1330,3028,20170401,-9999,9
1330,3028,20170501,-9999,9
1330,3028,20170601,-9999,9
1330,3028,20170701,-9999,9
1330,3028,20170801,-9999,9
1330,3028,20170901,-9999,9
1330,3028,20171001,-9999,9
1331,3031,20170101,-9999,9
1331,3031,20170201,-9999,9
1331,3031,20170301,-9999,9
1331,3031,20170401,-9999,9
1331,3031,20170501,-9999,9
1331,3031,20170601,-9999,9
1331,3031,20170701,-9999,9
1331,3031,20170801,-9999,9
1331,3031,20170901,-9999,9
1331,3031,20171001,-9999,9
1332,14394,20170101,-9999,9
1332,14394,20170201,-9999,9
1332,14394,20170301,-9999,9
1332,14394,20170401,-9999,9
1332,14394,20170501,-9999,9
1332,14394,20170601,-9999,9
1332,14394,20170701,-9999,9
1332,14394,20170801,-9999,9
1332,14394,20170901,-9999,9
1332,14394,20171001,-9999,9
1333,3037,20170101,-9999,9
1333,3037,20170201,-9999,9
1333,3037,20170301,-9999,9
1333,3037,20170401,-9999,9
1333,3037,20170501,-9999,9
1333,3037,20170601,-9999,9
1333,3037,20170701,-9999,9
1333,3037,20170801,-9999,9
1333,3037,20170901,-9999,9
1333,3037,20171001,-9999,9
1334,3040,20170101,-9999,9
1334,3040,20170201,-9999,9
1334,3040,20170301,-9999,9
1334,3040,20170401,-9999,9
1334,3040,20170501,-9999,9
1334,3040,20170601,-9999,9
1334,3040,20170701,-9999,9
1334,3040,20170801,-9999,9
1334,3040,20170901,-9999,9
1334,3040,20171001,-9999,9
1335,52040,20170101,-9999,9
1335,52040,20170201,-9999,9
1335,52040,20170301,-9999,9
1335,52040,20170401,-9999,9
1335,52040,20170501,-9999,9
1335,52040,20170601,-9999,9
1335,52040,20170701,-9999,9
1335,52040,20170801,-9999,9
1335,52040,20170901,-9999,9
1335,52040,20171001,-9999,9
1336,3046,20170101,-9999,9
1336,3046,20170201,-9999,9
1336,3046,20170301,-9999,9
1336,3046,20170401,-9999,9
1336,3046,20170501,-9999,9
1336,3046,20170601,-9999,9
1336,3046,20170701,-9999,9
1336,3046,20170801,-9999,9
1336,3046,20170901,-9999,9
1336,3046,20171001,-9999,9
1337,17366,20170101,-9999,9
1337,17366,20170201,-9999,9
1337,17366,20170301,-9999,9
1337,17366,20170401,-9999,9
1337,17366,20170501,-9999,9
1337,17366,20170601,-9999,9
1337,17366,20170701,-9999,9
1337,17366,20170801,-9999,9
1337,17366,20170901,-9999,9
1337,17366,20171001,-9999,9
1338,3052,20170101,-9999,9
1338,3052,20170201,-9999,9
1338,3052,20170301,-9999,9
1338,3052,20170401,-9999,9
1338,3052,20170501,-9999,9
1338,3052,20170601,-9999,9
1338,3052,20170701,-9999,9
1338,3052,20170801,-9999,9
1338,3052,20170901,-9999,9
1338,3052,20171001,-9999,9
1339,3055,20170101,-9999,9
1339,3055,20170201,-9999,9
1339,3055,20170301,-9999,9
1339,3055,20170401,-9999,9
1339,3055,20170501,-9999,9
1339,3055,20170601,-9999,9
1339,3055,20170701,-9999,9
1339,3055,20170801,-9999,9
1339,3055,20170901,-9999,9
1339,3055,20171001,-9999,9
1340,3058,20170101,-9999,9
1340,3058,20170201,-9999,9
1340,3058,20170301,-9999,9
1340,3058,20170401,-9999,9
1340,3058,20170501,-9999,9
1340,3058,20170601,-9999,9
1340,3058,20170701,-9999,9
1340,3058,20170801,-9999,9
1340,3058,20170901,-9999,9
1340,3058,20171001,-9999,9
1341,3061,20170101,-9999,9
1341,3061,20170201,-9999,9
1341,3061,20170301,-9999,9
1341,3061,20170401,-9999,9
1341,3061,20170501,-9999,9
1341,3061,20170601,-9999,9
1341,3061,20170701,-9999,9
1341,3061,20170801,-9999,9
1341,3061,20170901,-9999,9
1341,3061,20171001,-9999,9
1342,17371,20170101,-9999,9
1342,17371,20170201,-9999,9
1342,17371,20170301,-9999,9
1342,17371,20170401,-9999,9
1342,17371,20170501,-9999,9
1342,17371,20170601,-9999,9
1342,17371,20170701,-9999,9
1342,17371,20170801,-9999,9
1342,17371,20170901,-9999,9
1342,17371,20171001,-9999,9
1343,52070,20170101,-9999,9
1343,52070,20170201,-9999,9
1343,52070,20170301,-9999,9
1343,52070,20170401,-9999,9
1343,52070,20170501,-9999,9
1343,52070,20170601,-9999,9
1343,52070,20170701,-9999,9
1343,52070,20170801,-9999,9
1343,52070,20170901,-9999,9
1343,52070,20171001,-9999,9
1344,3070,20170101,-9999,9
1344,3070,20170201,-9999,9
1344,3070,20170301,-9999,9
1344,3070,20170401,-9999,9
1344,3070,20170501,-9999,9
1344,3070,20170601,-9999,9
1344,3070,20170701,-9999,9
1344,3070,20170801,-9999,9
1344,3070,20170901,-9999,9
1344,3070,20171001,-9999,9
1345,3071,20170101,-9999,9
1345,3071,20170201,-9999,9
1345,3071,20170301,-9999,9
1345,3071,20170401,-9999,9
1345,3071,20170501,-9999,9
1345,3071,20170601,-9999,9
1345,3071,20170701,-9999,9
1345,3071,20170801,-9999,9
1345,3071,20170901,-9999,9
1345,3071,20171001,-9999,9
1346,3074,20170101,-9999,9
1346,3074,20170201,-9999,9
1346,3074,20170301,-9999,9
1346,3074,20170401,-9999,9
1346,3074,20170501,-9999,9
1346,3074,20170601,-9999,9
1346,3074,20170701,-9999,9
1346,3074,20170801,-9999,9
1346,3074,20170901,-9999,9
1346,3074,20171001,-9999,9
1347,3077,20170101,-9999,9
1347,3077,20170201,-9999,9
1347,3077,20170301,-9999,9
1347,3077,20170401,-9999,9
1347,3077,20170501,-9999,9
1347,3077,20170601,-9999,9
1347,3077,20170701,-9999,9
1347,3077,20170801,-9999,9
1347,3077,20170901,-9999,9
1347,3077,20171001,-9999,9
1349,3081,20170101,-9999,9
1349,3081,20170201,-9999,9
1349,3081,20170301,-9999,9
1349,3081,20170401,-9999,9
1349,3081,20170501,-9999,9
1349,3081,20170601,-9999,9
1349,3081,20170701,-9999,9
1349,3081,20170801,-9999,9
1349,3081,20170901,-9999,9
1349,3081,20171001,-9999,9
1350,52100,20170101,-9999,9
1350,52100,20170201,-9999,9
1350,52100,20170301,-9999,9
1350,52100,20170401,-9999,9
1350,52100,20170501,-9999,9
1350,52100,20170601,-9999,9
1350,52100,20170701,-9999,9
1350,52100,20170801,-9999,9
1350,52100,20170901,-9999,9
1350,52100,20171001,-9999,9
1351,3085,20170101,-9999,9
1351,3085,20170201,-9999,9
1351,3085,20170301,-9999,9
1351,3085,20170401,-9999,9
1351,3085,20170501,-9999,9
1351,3085,20170601,-9999,9
1351,3085,20170701,-9999,9
1351,3085,20170801,-9999,9
1351,3085,20170901,-9999,9
1351,3085,20171001,-9999,9
1352,3088,20170101,-9999,9
1352,3088,20170201,-9999,9
1352,3088,20170301,-9999,9
1352,3088,20170401,-9999,9
1352,3088,20170501,-9999,9
1352,3088,20170601,-9999,9
1352,3088,20170701,-9999,9
1352,3088,20170801,-9999,9
1352,3088,20170901,-9999,9
1352,3088,20171001,-9999,9
1353,3091,20170101,-9999,9
1353,3091,20170201,-9999,9
1353,3091,20170301,-9999,9
1353,3091,20170401,-9999,9
1353,3091,20170501,-9999,9
1353,3091,20170601,-9999,9
1353,3091,20170701,-9999,9
1353,3091,20170801,-9999,9
