"STAID","SOUID","DATE","RR","Q_RR"
4702,22710,20170201,7,0
4702,22710,20170301,93,0
4702,22710,20170401,0,0
4702,22710,20170501,89,0
4702,22710,20170601,122,0
4702,22710,20170701,12,0
4702,22710,20170801,198,0
4702,22710,20170901,7,0
4702,29514,20171001,-9999,9
4703,29526,20170101,6,0
4703,29526,20170201,2,0
4703,29526,20170301,34,0
4703,29526,20170401,8,0
4703,29526,20170501,54,0
4703,29526,20170601,0,0
4703,29526,20170701,11,0
4703,29526,20170801,8,0
4703,29526,20170901,0,0
4703,29526,20171001,-9999,9
4704,2404,20170101,0,0
4704,2404,20170201,18,0
4704,2404,20170301,91,0
4704,2404,20170401,0,0
4704,2404,20170501,84,0
4704,2404,20170601,12,0
4704,2404,20170701,30,0
4704,2404,20170801,306,0
4704,2404,20170901,139,0
4704,910929,20171001,0,0
4705,29550,20170101,19,0
4705,29550,20170201,0,0
4705,29550,20170301,3,0
4705,29550,20170401,0,0
4705,29550,20170501,0,0
4705,29550,20170601,0,0
4705,29550,20170701,24,0
4705,29550,20170801,3,0
4705,29550,20170901,4,0
4705,910193,20171001,0,0
4706,29562,20170101,16,0
4706,29562,20170201,0,0
4706,29562,20170301,15,0
4706,29562,20170401,160,0
4706,29562,20170501,0,0
4706,29562,20170601,0,0
4706,29562,20170701,34,0
4706,29562,20170801,0,0
4706,29562,20170901,0,0
4706,29562,20171001,-9999,9
4707,29574,20170101,0,0
4707,29574,20170201,4,0
4707,29574,20170301,15,0
4707,29574,20170401,0,0
4707,29574,20170501,279,0
4707,29574,20170601,0,0
4707,29574,20170701,25,0
4707,29574,20170801,9,0
4707,29574,20170901,0,0
4707,29574,20171001,-9999,9
4708,29586,20170101,-9999,9
4708,29586,20170201,-9999,9
4708,29586,20170301,-9999,9
4708,29586,20170401,-9999,9
4708,29586,20170501,-9999,9
4708,29586,20170601,-9999,9
4708,29586,20170701,-9999,9
4708,29586,20170801,-9999,9
4708,29586,20170901,-9999,9
4708,29586,20171001,-9999,9
4709,29598,20170101,2,0
4709,29598,20170201,0,0
4709,29598,20170301,40,0
4709,29598,20170401,-9999,9
4709,29598,20170501,0,0
4709,29598,20170601,0,0
4709,29598,20170701,42,0
4709,29598,20170801,4,0
4709,29598,20170901,0,0
4709,910356,20171001,2,0
4710,22050,20170101,21,0
4710,22050,20170201,0,0
4710,22050,20170301,19,0
4710,22050,20170401,212,0
4710,22050,20170501,0,0
4710,22050,20170601,0,0
4710,22050,20170701,41,0
4710,22050,20170801,3,0
4710,22050,20170901,0,0
4710,910246,20171001,10,0
4711,21882,20170101,0,0
4711,21882,20170201,15,0
4711,21882,20170301,29,0
4711,21882,20170401,0,0
4711,21882,20170501,275,0
4711,21882,20170601,0,0
4711,21882,20170701,13,0
4711,21882,20170801,94,0
4711,21882,20170901,0,0
4711,29622,20171001,-9999,9
4712,29634,20170101,0,0
4712,29634,20170201,5,0
4712,29634,20170301,191,0
4712,29634,20170401,0,0
4712,29634,20170501,47,0
4712,29634,20170601,3,0
4712,29634,20170701,18,0
4712,29634,20170801,198,0
4712,29634,20170901,5,0
4712,29634,20171001,-9999,9
4713,28482,20170101,17,0
4713,28482,20170201,1,0
4713,28482,20170301,67,0
4713,28482,20170401,0,0
4713,28482,20170501,0,0
4713,28482,20170601,0,0
4713,28482,20170701,6,0
4713,28482,20170801,0,0
4713,28482,20170901,0,0
4713,29646,20171001,-9999,9
4714,29658,20170101,-9999,9
4714,29658,20170201,-9999,9
4714,29658,20170301,-9999,9
4714,29658,20170401,-9999,9
4714,29658,20170501,-9999,9
4714,29658,20170601,-9999,9
4714,29658,20170701,-9999,9
4714,29658,20170801,-9999,9
4714,29658,20170901,-9999,9
4714,29658,20171001,-9999,9
4715,29670,20170101,-9999,9
4715,29670,20170201,-9999,9
4715,29670,20170301,-9999,9
4715,29670,20170401,-9999,9
4715,29670,20170501,-9999,9
4715,29670,20170601,-9999,9
4715,29670,20170701,-9999,9
4715,29670,20170801,-9999,9
4715,29670,20170901,-9999,9
4715,29670,20171001,-9999,9
4716,22122,20170101,30,0
4716,22122,20170201,3,1
4716,22122,20170301,48,0
4716,22122,20170401,21,1
4716,22122,20170501,0,0
4716,22122,20170601,0,1
4716,22122,20170701,26,0
4716,22122,20170801,9,0
4716,22122,20170901,0,0
4716,29682,20171001,-9999,9
4719,29718,20170101,0,0
4719,29718,20170201,0,0
4719,29718,20170301,86,0
4719,29718,20170401,0,0
4719,29718,20170501,49,0
4719,29718,20170601,0,0
4719,29718,20170701,29,0
4719,29718,20170801,27,0
4719,29718,20170901,0,0
4719,29718,20171001,-9999,9
4720,32226,20170101,4,0
4720,32226,20170201,3,0
4720,32226,20170301,29,0
4720,32226,20170401,0,0
4720,32226,20170501,96,0
4720,32226,20170601,0,0
4720,32226,20170701,54,0
4720,32226,20170801,19,0
4720,32226,20170901,0,0
4720,29730,20171001,-9999,9
4721,29742,20170101,20,0
4721,29742,20170201,14,0
4721,29742,20170301,136,0
4721,29742,20170401,35,0
4721,29742,20170501,5,0
4721,29742,20170601,0,0
4721,29742,20170701,28,0
4721,29742,20170801,2,0
4721,29742,20170901,0,0
4721,29742,20171001,-9999,9
4722,29754,20170101,10,0
4722,29754,20170201,0,0
4722,29754,20170301,51,0
4722,29754,20170401,28,0
4722,29754,20170501,0,0
4722,29754,20170601,0,0
4722,29754,20170701,22,0
4722,29754,20170801,15,0
4722,29754,20170901,0,0
4722,29754,20171001,-9999,9
4723,29766,20170101,-9999,9
4723,29766,20170201,-9999,9
4723,29766,20170301,-9999,9
4723,29766,20170401,-9999,9
4723,29766,20170501,-9999,9
4723,29766,20170601,-9999,9
4723,29766,20170701,-9999,9
4723,29766,20170801,-9999,9
4723,29766,20170901,-9999,9
4723,29766,20171001,-9999,9
4724,29778,20170101,-9999,9
4724,29778,20170201,-9999,9
4724,29778,20170301,-9999,9
4724,29778,20170401,-9999,9
4724,29778,20170501,-9999,9
4724,29778,20170601,-9999,9
4724,29778,20170701,-9999,9
4724,29778,20170801,-9999,9
4724,29778,20170901,-9999,9
4724,29778,20171001,-9999,9
4725,29790,20170101,-9999,9
4725,29790,20170201,-9999,9
4725,29790,20170301,-9999,9
4725,29790,20170401,-9999,9
4725,29790,20170501,-9999,9
4725,29790,20170601,-9999,9
4725,29790,20170701,-9999,9
4725,29790,20170801,-9999,9
4725,29790,20170901,-9999,9
4725,29790,20171001,-9999,9
4726,29802,20170101,-9999,9
4726,29802,20170201,-9999,9
4726,29802,20170301,-9999,9
4726,29802,20170401,-9999,9
4726,29802,20170501,-9999,9
4726,29802,20170601,-9999,9
4726,29802,20170701,-9999,9
4726,29802,20170801,-9999,9
4726,29802,20170901,-9999,9
4726,29802,20171001,-9999,9
4727,29814,20170101,8,0
4727,29814,20170201,3,0
4727,29814,20170301,11,0
4727,29814,20170401,0,0
4727,29814,20170501,128,0
4727,29814,20170601,0,0
4727,29814,20170701,48,0
4727,29814,20170801,32,0
4727,29814,20170901,16,0
4727,29814,20171001,-9999,9
4728,29826,20170101,-9999,9
4728,29826,20170201,-9999,9
4728,29826,20170301,-9999,9
4728,29826,20170401,-9999,9
4728,29826,20170501,-9999,9
4728,29826,20170601,-9999,9
4728,29826,20170701,-9999,9
4728,29826,20170801,-9999,9
4728,29826,20170901,-9999,9
4728,29826,20171001,-9999,9
4729,29838,20170101,-9999,9
4729,29838,20170201,-9999,9
4729,29838,20170301,-9999,9
4729,29838,20170401,-9999,9
4729,29838,20170501,-9999,9
4729,29838,20170601,-9999,9
4729,29838,20170701,-9999,9
4729,29838,20170801,-9999,9
4729,29838,20170901,-9999,9
4729,29838,20171001,-9999,9
4730,29850,20170101,-9999,9
4730,29850,20170201,-9999,9
4730,29850,20170301,-9999,9
4730,29850,20170401,-9999,9
4730,29850,20170501,-9999,9
4730,29850,20170601,-9999,9
4730,29850,20170701,-9999,9
4730,29850,20170801,-9999,9
4730,29850,20170901,-9999,9
4730,29850,20171001,-9999,9
4731,29862,20170101,2,0
4731,29862,20170201,1,0
4731,29862,20170301,87,0
4731,29862,20170401,25,0
4731,29862,20170501,36,0
4731,29862,20170601,0,0
4731,29862,20170701,66,0
4731,29862,20170801,1,0
4731,29862,20170901,0,0
4731,29862,20171001,-9999,9
4732,29874,20170101,-9999,9
4732,29874,20170201,-9999,9
4732,29874,20170301,-9999,9
4732,29874,20170401,-9999,9
4732,29874,20170501,-9999,9
4732,29874,20170601,-9999,9
4732,29874,20170701,-9999,9
4732,29874,20170801,-9999,9
4732,29874,20170901,-9999,9
4732,29874,20171001,-9999,9
4733,29886,20170101,15,0
4733,29886,20170201,5,0
4733,29886,20170301,39,0
4733,29886,20170401,7,0
4733,29886,20170501,28,0
4733,29886,20170601,0,0
4733,29886,20170701,29,0
4733,29886,20170801,9,0
4733,29886,20170901,0,0
4733,910435,20171001,10,0
4734,29898,20170101,4,0
4734,29898,20170201,0,0
4734,29898,20170301,15,0
4734,29898,20170401,123,0
4734,29898,20170501,0,0
4734,29898,20170601,0,0
4734,29898,20170701,16,0
4734,29898,20170801,4,0
4734,29898,20170901,0,0
4734,910268,20171001,9,0
4735,29910,20170101,0,0
4735,29910,20170201,3,0
4735,29910,20170301,69,0
4735,29910,20170401,0,0
4735,29910,20170501,21,0
4735,29910,20170601,0,0
4735,29910,20170701,41,0
4735,29910,20170801,66,0
4735,29910,20170901,1,0
4735,29910,20171001,-9999,9
4736,29922,20170101,-9999,9
4736,29922,20170201,-9999,9
4736,29922,20170301,-9999,9
4736,29922,20170401,-9999,9
4736,29922,20170501,-9999,9
4736,29922,20170601,-9999,9
4736,29922,20170701,-9999,9
4736,29922,20170801,-9999,9
4736,29922,20170901,-9999,9
4736,29922,20171001,-9999,9
4737,29934,20170101,-9999,9
4737,29934,20170201,-9999,9
4737,29934,20170301,-9999,9
4737,29934,20170401,-9999,9
4737,29934,20170501,-9999,9
4737,29934,20170601,-9999,9
4737,29934,20170701,-9999,9
4737,29934,20170801,-9999,9
4737,29934,20170901,-9999,9
4737,29934,20171001,-9999,9
4738,29946,20170101,-9999,9
4738,29946,20170201,-9999,9
4738,29946,20170301,-9999,9
4738,29946,20170401,-9999,9
4738,29946,20170501,-9999,9
4738,29946,20170601,-9999,9
4738,29946,20170701,-9999,9
4738,29946,20170801,-9999,9
4738,29946,20170901,-9999,9
4738,29946,20171001,-9999,9
4739,29958,20170101,-9999,9
4739,29958,20170201,-9999,9
4739,29958,20170301,-9999,9
4739,29958,20170401,-9999,9
4739,29958,20170501,-9999,9
4739,29958,20170601,-9999,9
4739,29958,20170701,-9999,9
4739,29958,20170801,-9999,9
4739,29958,20170901,-9999,9
4739,29958,20171001,-9999,9
4740,29574,20170101,0,0
4740,29574,20170201,4,0
4740,29574,20170301,15,0
4740,29574,20170401,0,0
4740,29574,20170501,279,0
4740,29574,20170601,0,0
4740,29574,20170701,25,0
4740,29574,20170801,9,0
4740,29574,20170901,0,0
4740,29970,20171001,-9999,9
4741,29982,20170101,0,0
4741,29982,20170201,0,0
4741,29982,20170301,54,0
4741,29982,20170401,0,0
4741,29982,20170501,199,0
4741,29982,20170601,0,0
4741,29982,20170701,3,0
4741,29982,20170801,85,0
4741,29982,20170901,185,0
4741,910863,20171001,20,0
4742,31530,20170101,3,0
4742,31530,20170201,2,0
4742,31530,20170301,16,0
4742,31530,20170401,0,0
4742,31530,20170501,97,0
4742,31530,20170601,0,0
4742,31530,20170701,10,0
4742,31530,20170801,67,0
4742,31530,20170901,0,0
4742,29994,20171001,-9999,9
4743,30006,20170101,-9999,9
4743,30006,20170201,-9999,9
4743,30006,20170301,-9999,9
4743,30006,20170401,-9999,9
4743,30006,20170501,-9999,9
4743,30006,20170601,-9999,9
4743,30006,20170701,-9999,9
4743,30006,20170801,-9999,9
4743,30006,20170901,-9999,9
4743,30006,20171001,-9999,9
4744,30018,20170101,1,0
4744,30018,20170201,0,0
4744,30018,20170301,19,0
4744,30018,20170401,4,0
4744,30018,20170501,11,0
4744,30018,20170601,0,0
4744,30018,20170701,33,0
4744,30018,20170801,0,0
4744,30018,20170901,0,0
4744,30018,20171001,-9999,9
4745,30030,20170101,0,0
4745,30030,20170201,1,0
4745,30030,20170301,62,0
4745,30030,20170401,0,0
4745,30030,20170501,51,0
4745,30030,20170601,0,0
4745,30030,20170701,12,0
4745,30030,20170801,13,0
4745,30030,20170901,1,0
4745,910724,20171001,1,0
4746,26922,20170101,0,0
4746,26922,20170201,3,0
4746,26922,20170301,130,0
4746,26922,20170401,6,0
4746,26922,20170501,246,0
4746,26922,20170601,0,0
4746,26922,20170701,33,0
4746,26922,20170801,27,0
4746,26922,20170901,0,0
4746,30042,20171001,-9999,9
4747,30054,20170101,0,0
4747,30054,20170201,8,0
4747,30054,20170301,96,0
4747,30054,20170401,0,0
4747,30054,20170501,16,0
4747,30054,20170601,0,0
4747,30054,20170701,146,0
4747,30054,20170801,103,0
4747,30054,20170901,1,0
4747,30054,20171001,-9999,9
4748,30066,20170101,-9999,9
4748,30066,20170201,-9999,9
4748,30066,20170301,-9999,9
4748,30066,20170401,-9999,9
4748,30066,20170501,-9999,9
4748,30066,20170601,-9999,9
4748,30066,20170701,-9999,9
4748,30066,20170801,-9999,9
4748,30066,20170901,-9999,9
4748,30066,20171001,-9999,9
4749,27726,20170101,0,0
4749,27726,20170201,2,0
4749,27726,20170301,77,0
4749,27726,20170401,10,0
4749,27726,20170501,55,0
4749,27726,20170601,1,0
4749,27726,20170701,18,0
4749,27726,20170801,116,0
4749,27726,20170901,3,0
4749,30078,20171001,-9999,9
4750,30090,20170101,0,0
4750,30090,20170201,0,0
4750,30090,20170301,75,0
4750,30090,20170401,10,0
4750,30090,20170501,314,0
4750,30090,20170601,0,0
4750,30090,20170701,7,0
4750,30090,20170801,79,0
4750,30090,20170901,88,0
4750,910761,20171001,0,0
4751,30102,20170101,-9999,9
4751,30102,20170201,-9999,9
4751,30102,20170301,-9999,9
4751,30102,20170401,-9999,9
4751,30102,20170501,-9999,9
4751,30102,20170601,-9999,9
4751,30102,20170701,-9999,9
4751,30102,20170801,-9999,9
4751,30102,20170901,-9999,9
4751,30102,20171001,-9999,9
4752,30114,20170101,-9999,9
4752,30114,20170201,-9999,9
4752,30114,20170301,-9999,9
4752,30114,20170401,-9999,9
4752,30114,20170501,-9999,9
4752,30114,20170601,-9999,9
4752,30114,20170701,-9999,9
4752,30114,20170801,-9999,9
4752,30114,20170901,-9999,9
4752,30114,20171001,-9999,9
4753,30126,20170101,-9999,9
4753,30126,20170201,-9999,9
4753,30126,20170301,-9999,9
4753,30126,20170401,-9999,9
4753,30126,20170501,-9999,9
4753,30126,20170601,-9999,9
4753,30126,20170701,-9999,9
4753,30126,20170801,-9999,9
4753,30126,20170901,-9999,9
4753,30126,20171001,-9999,9
4754,30138,20170101,-9999,9
4754,30138,20170201,-9999,9
4754,30138,20170301,-9999,9
4754,30138,20170401,-9999,9
4754,30138,20170501,-9999,9
4754,30138,20170601,-9999,9
4754,30138,20170701,-9999,9
4754,30138,20170801,-9999,9
4754,30138,20170901,-9999,9
4754,30138,20171001,-9999,9
4755,31170,20170101,0,0
4755,31170,20170201,0,0
4755,31170,20170301,48,0
4755,31170,20170401,0,0
4755,31170,20170501,0,0
4755,31170,20170601,0,0
4755,31170,20170701,8,0
4755,31170,20170801,59,0
4755,31170,20170901,85,0
4755,30150,20171001,-9999,9
4756,30162,20170101,33,0
4756,30162,20170201,2,0
4756,30162,20170301,49,0
4756,30162,20170401,0,0
4756,30162,20170501,57,0
4756,30162,20170601,0,0
4756,30162,20170701,50,0
4756,30162,20170801,2,0
4756,30162,20170901,3,0
4756,30162,20171001,-9999,9
4757,23190,20170101,0,0
4757,23190,20170201,5,0
4757,23190,20170301,12,0
4757,23190,20170401,3,0
4757,23190,20170501,168,0
4757,23190,20170601,0,0
4757,23190,20170701,28,0
4757,23190,20170801,7,0
4757,23190,20170901,0,0
4757,30174,20171001,-9999,9
4758,30186,20170101,2,0
4758,30186,20170201,2,0
4758,30186,20170301,52,0
4758,30186,20170401,42,0
4758,30186,20170501,5,0
4758,30186,20170601,0,0
4758,30186,20170701,14,0
4758,30186,20170801,1,0
4758,30186,20170901,0,0
4758,910454,20171001,3,0
4759,30198,20170101,-9999,9
4759,30198,20170201,-9999,9
4759,30198,20170301,-9999,9
4759,30198,20170401,-9999,9
4759,30198,20170501,-9999,9
4759,30198,20170601,-9999,9
4759,30198,20170701,-9999,9
4759,30198,20170801,-9999,9
4759,30198,20170901,-9999,9
4759,30198,20171001,-9999,9
4760,30210,20170101,-9999,9
4760,30210,20170201,-9999,9
4760,30210,20170301,-9999,9
4760,30210,20170401,-9999,9
4760,30210,20170501,-9999,9
4760,30210,20170601,-9999,9
4760,30210,20170701,-9999,9
4760,30210,20170801,-9999,9
4760,30210,20170901,-9999,9
4760,30210,20171001,-9999,9
4761,30222,20170101,-9999,9
4761,30222,20170201,-9999,9
4761,30222,20170301,-9999,9
4761,30222,20170401,-9999,9
4761,30222,20170501,-9999,9
4761,30222,20170601,-9999,9
4761,30222,20170701,-9999,9
4761,30222,20170801,-9999,9
4761,30222,20170901,-9999,9
4761,30222,20171001,-9999,9
4762,30234,20170101,0,0
4762,30234,20170201,11,0
4762,30234,20170301,25,0
4762,30234,20170401,0,0
4762,30234,20170501,109,0
4762,30234,20170601,0,0
4762,30234,20170701,1,0
4762,30234,20170801,181,0
4762,30234,20170901,282,0
4762,30234,20171001,-9999,9
4763,9366,20170101,10,0
4763,8962,20170201,0,0
4763,8962,20170301,0,1
4763,8962,20170401,0,1
4763,8962,20170501,0,1
4763,8962,20170601,0,1
4763,8962,20170701,0,0
4763,8962,20170801,0,0
4763,8962,20170901,0,0
4763,8962,20171001,0,0
4764,30258,20170101,2,0
4764,30258,20170201,4,0
4764,30258,20170301,42,0
4764,30258,20170401,0,0
4764,30258,20170501,84,0
4764,30258,20170601,0,0
4764,30258,20170701,26,0
4764,30258,20170801,14,0
4764,30258,20170901,0,0
4764,30258,20171001,-9999,9
4765,30270,20170101,-9999,9
4765,30270,20170201,-9999,9
4765,30270,20170301,-9999,9
4765,30270,20170401,-9999,9
4765,30270,20170501,-9999,9
4765,30270,20170601,-9999,9
4765,30270,20170701,-9999,9
4765,30270,20170801,-9999,9
4765,30270,20170901,-9999,9
4765,30270,20171001,-9999,9
4766,30282,20170101,12,0
4766,30282,20170201,0,0
4766,30282,20170301,33,0
4766,30282,20170401,21,0
4766,30282,20170501,2,0
4766,30282,20170601,0,0
4766,30282,20170701,59,0
4766,30282,20170801,2,0
4766,30282,20170901,0,0
4766,910368,20171001,30,0
4767,8962,20170101,9980,1
4767,8962,20170201,0,0
4767,8962,20170301,0,1
4767,8962,20170401,0,1
4767,8962,20170501,0,1
4767,8962,20170601,0,1
4767,8962,20170701,0,0
4767,8962,20170801,0,0
4767,8962,20170901,0,0
4767,8962,20171001,0,0
4768,30306,20170101,-9999,9
4768,30306,20170201,-9999,9
4768,30306,20170301,-9999,9
4768,30306,20170401,-9999,9
4768,30306,20170501,-9999,9
4768,30306,20170601,-9999,9
4768,30306,20170701,-9999,9
4768,30306,20170801,-9999,9
4768,30306,20170901,-9999,9
4768,30306,20171001,-9999,9
4769,30318,20170101,39,0
4769,30318,20170201,0,0
4769,30318,20170301,92,0
4769,30318,20170401,20,0
4769,30318,20170501,72,0
4769,30318,20170601,0,0
4769,30318,20170701,63,0
4769,30318,20170801,1,0
4769,30318,20170901,47,0
4769,30318,20171001,-9999,9
4770,30330,20170101,0,0
4770,30330,20170201,5,0
4770,30330,20170301,127,0
4770,30330,20170401,27,0
4770,30330,20170501,28,0
4770,30330,20170601,0,0
4770,30330,20170701,10,0
4770,30330,20170801,75,0
4770,30330,20170901,0,0
4770,30330,20171001,-9999,9
4771,30342,20170101,-9999,9
4771,30342,20170201,-9999,9
4771,30342,20170301,-9999,9
4771,30342,20170401,-9999,9
4771,30342,20170501,-9999,9
4771,30342,20170601,-9999,9
4771,30342,20170701,-9999,9
4771,30342,20170801,-9999,9
4771,30342,20170901,-9999,9
4771,30342,20171001,-9999,9
4772,31122,20170101,15,0
4772,31122,20170201,2,0
4772,31122,20170301,1,0
4772,31122,20170401,31,0
4772,31122,20170501,0,0
4772,31122,20170601,0,0
4772,31122,20170701,9,0
4772,31122,20170801,0,0
4772,31122,20170901,3,0
4772,30354,20171001,-9999,9
4774,30378,20170101,-9999,9
4774,30378,20170201,-9999,9
4774,30378,20170301,-9999,9
4774,30378,20170401,-9999,9
4774,30378,20170501,-9999,9
4774,30378,20170601,-9999,9
4774,30378,20170701,-9999,9
4774,30378,20170801,-9999,9
4774,30378,20170901,-9999,9
4774,30378,20171001,-9999,9
4775,24486,20170101,21,0
4775,24486,20170201,0,1
4775,24486,20170301,37,0
4775,24486,20170401,15,1
4775,24486,20170501,0,0
4775,24486,20170601,0,1
4775,24486,20170701,26,0
4775,24486,20170801,21,0
4775,24486,20170901,0,1
4775,30390,20171001,-9999,9
4776,30402,20170101,9,0
4776,30402,20170201,1,0
4776,30402,20170301,58,0
4776,30402,20170401,7,0
4776,30402,20170501,0,0
4776,30402,20170601,0,0
4776,30402,20170701,40,0
4776,30402,20170801,1,0
4776,30402,20170901,0,0
4776,910474,20171001,51,0
4777,30414,20170101,5,0
4777,30414,20170201,1,0
4777,30414,20170301,2,0
4777,30414,20170401,50,0
4777,910126,20170501,0,0
4777,30414,20170601,0,0
4777,30414,20170701,6,0
4777,30414,20170801,0,0
4777,30414,20170901,8,0
4777,910126,20171001,40,0
4778,30438,20170101,3,0
4778,30438,20170201,0,0
4778,30438,20170301,10,0
4778,30438,20170401,35,0
4778,30438,20170501,0,0
4778,30438,20170601,0,0
4778,30438,20170701,35,0
4778,30438,20170801,3,0
4778,30438,20170901,2,0
4778,30426,20171001,-9999,9
4779,30438,20170101,3,0
4779,30438,20170201,0,0
4779,30438,20170301,10,0
4779,30438,20170401,35,0
4779,30438,20170501,0,0
4779,30438,20170601,0,0
4779,30438,20170701,35,0
4779,30438,20170801,3,0
4779,30438,20170901,2,0
4779,30438,20171001,-9999,9
4780,30450,20170101,-9999,9
4780,30450,20170201,-9999,9
4780,30450,20170301,-9999,9
4780,30450,20170401,-9999,9
4780,30450,20170501,-9999,9
4780,30450,20170601,-9999,9
4780,30450,20170701,-9999,9
4780,30450,20170801,-9999,9
4780,30450,20170901,-9999,9
4780,30450,20171001,-9999,9
4781,32070,20170101,0,0
4781,32070,20170201,1,0
4781,32070,20170301,90,0
4781,32070,20170401,3,0
4781,32070,20170501,385,0
4781,32070,20170601,0,0
4781,32070,20170701,31,0
4781,32070,20170801,151,0
4781,32070,20170901,54,0
4781,910756,20171001,0,0
4782,30474,20170101,-9999,9
4782,30474,20170201,-9999,9
4782,30474,20170301,-9999,9
4782,30474,20170401,-9999,9
4782,30474,20170501,-9999,9
4782,30474,20170601,-9999,9
4782,30474,20170701,-9999,9
4782,30474,20170801,-9999,9
4782,30474,20170901,-9999,9
4782,30474,20171001,-9999,9
4783,30486,20170101,0,0
4783,30486,20170201,11,0
4783,30486,20170301,90,0
4783,30486,20170401,7,0
4783,30486,20170501,101,0
4783,30486,20170601,0,0
4783,30486,20170701,63,0
4783,30486,20170801,117,0
4783,30486,20170901,94,0
4783,30486,20171001,-9999,9
4784,30498,20170101,-9999,9
4784,30498,20170201,-9999,9
4784,30498,20170301,-9999,9
4784,30498,20170401,-9999,9
4784,30498,20170501,-9999,9
4784,30498,20170601,-9999,9
4784,30498,20170701,-9999,9
4784,30498,20170801,-9999,9
4784,30498,20170901,-9999,9
4784,30498,20171001,-9999,9
4785,30510,20170101,21,0
4785,30510,20170201,0,0
4785,30510,20170301,44,0
4785,30510,20170401,142,0
4785,30510,20170501,2,0
4785,30510,20170601,0,0
4785,30510,20170701,71,0
4785,30510,20170801,0,0
4785,30510,20170901,0,0
4785,30510,20171001,-9999,9
4786,30522,20170101,-9999,9
4786,30522,20170201,-9999,9
4786,30522,20170301,-9999,9
4786,30522,20170401,-9999,9
4786,30522,20170501,-9999,9
4786,30522,20170601,-9999,9
4786,30522,20170701,-9999,9
4786,30522,20170801,-9999,9
4786,30522,20170901,-9999,9
4786,30522,20171001,-9999,9
4787,30534,20170101,2,0
4787,30534,20170201,1,0
4787,30534,20170301,12,0
4787,30534,20170401,0,0
4787,30534,20170501,72,0
4787,30534,20170601,0,0
4787,30534,20170701,15,0
4787,30534,20170801,5,0
4787,30534,20170901,0,0
4787,30534,20171001,-9999,9
4788,30546,20170101,-9999,9
4788,30546,20170201,-9999,9
4788,30546,20170301,-9999,9
4788,30546,20170401,-9999,9
4788,30546,20170501,-9999,9
4788,30546,20170601,-9999,9
4788,30546,20170701,-9999,9
4788,30546,20170801,-9999,9
4788,30546,20170901,-9999,9
4788,30546,20171001,-9999,9
4789,30558,20170101,-9999,9
4789,30558,20170201,-9999,9
4789,30558,20170301,-9999,9
4789,30558,20170401,-9999,9
4789,30558,20170501,-9999,9
4789,30558,20170601,-9999,9
4789,30558,20170701,-9999,9
4789,30558,20170801,-9999,9
4789,30558,20170901,-9999,9
4789,30558,20171001,-9999,9
4790,30570,20170101,-9999,9
4790,30570,20170201,0,0
4790,30570,20170301,53,0
4790,30570,20170401,129,0
4790,30570,20170501,0,0
4790,30570,20170601,0,0
4790,30570,20170701,16,0
4790,30570,20170801,2,0
4790,30570,20170901,0,0
4790,910334,20171001,-9999,9
4791,30582,20170101,37,0
4791,30582,20170201,3,0
4791,30582,20170301,108,0
4791,30582,20170401,6,0
4791,30582,20170501,62,0
4791,30582,20170601,0,0
4791,30582,20170701,98,0
4791,30582,20170801,4,0
4791,30582,20170901,0,0
4791,30582,20171001,-9999,9
4792,30594,20170101,-9999,9
4792,30594,20170201,-9999,9
4792,30594,20170301,-9999,9
4792,30594,20170401,-9999,9
4792,30594,20170501,-9999,9
4792,30594,20170601,-9999,9
4792,30594,20170701,-9999,9
4792,30594,20170801,-9999,9
4792,30594,20170901,-9999,9
4792,30594,20171001,-9999,9
4793,2236,20170101,7,0
4793,2236,20170201,0,0
4793,2236,20170301,14,0
4793,2236,20170401,12,0
4793,2236,20170501,0,0
4793,2236,20170601,0,0
4793,2236,20170701,58,0
4793,2236,20170801,7,0
4793,2236,20170901,11,0
4793,910270,20171001,10,0
4794,30618,20170101,0,0
4794,30618,20170201,12,0
4794,30618,20170301,222,0
4794,30618,20170401,0,0
4794,30618,20170501,25,0
4794,30618,20170601,0,0
4794,30618,20170701,20,0
4794,30618,20170801,149,0
4794,30618,20170901,95,0
4794,30618,20171001,-9999,9
4795,30630,20170101,-9999,9
4795,30630,20170201,-9999,9
4795,30630,20170301,-9999,9
4795,30630,20170401,-9999,9
4795,30630,20170501,-9999,9
4795,30630,20170601,-9999,9
4795,30630,20170701,-9999,9
4795,30630,20170801,-9999,9
4795,30630,20170901,-9999,9
4795,30630,20171001,-9999,9
4796,30642,20170101,6,0
4796,30642,20170201,0,0
4796,30642,20170301,10,0
4796,30642,20170401,1,0
4796,30642,20170501,0,0
4796,30642,20170601,0,0
4796,30642,20170701,24,0
4796,30642,20170801,4,0
4796,30642,20170901,0,0
4796,30642,20171001,-9999,9
4797,30654,20170101,1,0
4797,30654,20170201,0,0
4797,30654,20170301,11,0
4797,30654,20170401,117,0
4797,30654,20170501,26,0
4797,30654,20170601,0,0
4797,30654,20170701,48,0
4797,30654,20170801,1,0
4797,30654,20170901,0,0
4797,30654,20171001,-9999,9
4798,30666,20170101,-9999,9
4798,30666,20170201,-9999,9
4798,30666,20170301,-9999,9
4798,30666,20170401,-9999,9
4798,30666,20170501,-9999,9
4798,30666,20170601,-9999,9
4798,30666,20170701,-9999,9
4798,30666,20170801,-9999,9
4798,30666,20170901,-9999,9
4798,30666,20171001,-9999,9
