"STAID","SOUID","DATE","FG","Q_FG"
5,58018,20170101,47,0
5,58018,20170201,26,0
5,58018,20170301,61,0
5,58018,20170401,39,0
5,58018,20170501,19,0
5,58018,20170601,52,0
5,58018,20170701,29,0
5,58018,20170801,29,0
5,58018,20170901,27,0
5,58018,20171001,32,0
7,58028,20170101,27,0
7,58028,20170201,15,0
7,58028,20170301,38,0
7,58028,20170401,35,0
7,58028,20170501,17,0
7,58028,20170601,32,0
7,58028,20170701,32,0
7,58028,20170801,28,0
7,58028,20170901,17,0
7,58028,20171001,50,0
40,15699,20170101,11,0
40,15699,20170201,10,0
40,15699,20170301,45,0
40,15699,20170401,16,0
40,15699,20170501,24,0
40,15699,20170601,15,0
40,15699,20170701,35,0
40,15699,20170801,19,0
40,15699,20170901,22,0
40,910675,20171001,12,0
42,15657,20170101,58,0
42,15657,20170201,53,0
42,15657,20170301,45,0
42,15657,20170401,25,0
42,15657,20170501,58,0
42,15657,20170601,29,0
42,15657,20170701,45,0
42,15657,20170801,20,0
42,15657,20170901,18,0
42,910224,20171001,32,0
43,15681,20170101,40,0
43,15681,20170201,29,0
43,15681,20170301,62,0
43,15681,20170401,39,0
43,15681,20170501,74,0
43,15681,20170601,31,0
43,15681,20170701,58,0
43,15681,20170801,37,0
43,15681,20170901,26,0
43,910488,20171001,37,0
44,15733,20170101,28,0
44,15733,20170201,18,0
44,15733,20170301,77,0
44,15733,20170401,26,0
44,15733,20170501,31,0
44,15733,20170601,20,0
44,15733,20170701,53,0
44,15733,20170801,29,0
44,15733,20170901,20,0
44,910637,20171001,25,0
45,15751,20170101,-9999,9
45,15751,20170201,-9999,9
45,15751,20170301,-9999,9
45,15751,20170401,-9999,9
45,15751,20170501,-9999,9
45,15751,20170601,-9999,9
45,15751,20170701,-9999,9
45,15751,20170801,-9999,9
45,15751,20170901,-9999,9
45,15751,20171001,-9999,9
47,15647,20170101,59,0
47,15647,20170201,22,0
47,15647,20170301,50,0
47,15647,20170401,24,0
47,15647,20170501,57,0
47,15647,20170601,39,0
47,15647,20170701,39,0
47,15647,20170801,21,0
47,15647,20170901,22,0
47,910147,20171001,35,0
48,15725,20170101,28,0
48,15725,20170201,24,0
48,15725,20170301,97,0
48,15725,20170401,32,0
48,15725,20170501,57,0
48,15725,20170601,28,0
48,15725,20170701,72,0
48,15725,20170801,41,0
48,15725,20170901,29,0
48,910962,20171001,25,0
49,15757,20170101,-9999,9
49,15757,20170201,-9999,9
49,15757,20170301,-9999,9
49,15757,20170401,-9999,9
49,15757,20170501,-9999,9
49,15757,20170601,-9999,9
49,15757,20170701,-9999,9
49,15757,20170801,-9999,9
49,15757,20170901,-9999,9
49,15757,20171001,-9999,9
50,15763,20170101,-9999,9
50,15763,20170201,-9999,9
50,15763,20170301,-9999,9
50,15763,20170401,-9999,9
50,15763,20170501,-9999,9
50,15763,20170601,-9999,9
50,15763,20170701,-9999,9
50,15763,20170801,-9999,9
50,15763,20170901,-9999,9
50,15763,20171001,-9999,9
51,15707,20170101,18,0
51,15707,20170201,21,0
51,15707,20170301,83,0
51,15707,20170401,32,0
51,15707,20170501,35,0
51,15707,20170601,17,0
51,15707,20170701,60,0
51,15707,20170801,26,0
51,15707,20170901,20,0
51,910731,20171001,20,0
52,15786,20170101,9,0
52,15786,20170201,18,0
52,15786,20170301,57,0
52,15786,20170401,20,0
52,15786,20170501,39,0
52,15786,20170601,18,0
52,15786,20170701,52,0
52,15786,20170801,27,0
52,15786,20170901,19,0
52,910865,20171001,27,0
53,26340,20170101,-9999,9
53,26340,20170201,-9999,9
53,26340,20170301,-9999,9
53,26340,20170401,-9999,9
53,26340,20170501,-9999,9
53,26340,20170601,-9999,9
53,26340,20170701,-9999,9
53,26340,20170801,-9999,9
53,26340,20170901,-9999,9
53,26340,20171001,-9999,9
54,15667,20170101,42,0
54,15667,20170201,24,0
54,15667,20170301,49,0
54,15667,20170401,31,0
54,15667,20170501,63,0
54,15667,20170601,41,0
54,15667,20170701,49,0
54,15667,20170801,37,0
54,15667,20170901,24,0
54,910379,20171001,35,0
58,15723,20170101,88,0
58,15723,20170201,97,0
58,15723,20170301,153,0
58,15723,20170401,65,0
58,15723,20170501,73,0
58,15723,20170601,30,0
58,15723,20170701,52,0
58,15723,20170801,115,0
58,15723,20170901,26,0
58,910961,20171001,40,0
65,904097,20170101,30,0
65,904097,20170201,50,0
65,904097,20170301,65,0
65,904097,20170401,30,0
65,904097,20170501,45,0
65,904097,20170601,37,0
65,904097,20170701,32,0
65,904097,20170801,42,0
65,904097,20170901,30,0
65,904097,20171001,65,0
66,75768,20170101,-9999,9
66,75768,20170201,-9999,9
66,75768,20170301,-9999,9
66,75768,20170401,-9999,9
66,75768,20170501,-9999,9
66,75768,20170601,-9999,9
66,75768,20170701,-9999,9
66,75768,20170801,-9999,9
66,75768,20170901,-9999,9
66,75768,20171001,-9999,9
67,904013,20170101,45,0
67,904013,20170201,33,0
67,904013,20170301,50,0
67,904013,20170401,23,0
67,904013,20170501,92,0
67,904013,20170601,67,0
67,904013,20170701,20,0
67,904013,20170801,47,0
67,904013,20170901,42,0
67,904013,20171001,22,0
68,75782,20170101,-9999,9
68,75782,20170201,-9999,9
68,75782,20170301,-9999,9
68,75782,20170401,-9999,9
68,75782,20170501,-9999,9
68,75782,20170601,-9999,9
68,75782,20170701,-9999,9
68,75782,20170801,-9999,9
68,75782,20170901,-9999,9
68,75782,20171001,-9999,9
160,13571,20170101,64,0
160,13571,20170201,59,0
160,13571,20170301,52,0
160,13571,20170401,40,0
160,13571,20170501,42,0
160,13571,20170601,27,0
160,13571,20170701,48,0
160,13571,20170801,40,0
160,13571,20170901,20,0
160,13571,20171001,74,0
161,13571,20170101,64,0
161,13571,20170201,59,0
161,13571,20170301,52,0
161,13571,20170401,40,0
161,13571,20170501,42,0
161,13571,20170601,27,0
161,13571,20170701,48,0
161,13571,20170801,40,0
161,13571,20170901,20,0
161,13571,20171001,74,0
162,13586,20170101,39,0
162,13586,20170201,48,0
162,13586,20170301,37,0
162,13586,20170401,20,0
162,13586,20170501,31,0
162,13586,20170601,20,0
162,13586,20170701,30,0
162,13586,20170801,14,0
162,13586,20170901,14,0
162,13586,20171001,46,0
163,13613,20170101,56,0
163,13613,20170201,44,0
163,13613,20170301,45,0
163,13613,20170401,18,0
163,13613,20170501,38,0
163,13613,20170601,19,0
163,13613,20170701,42,0
163,13613,20170801,20,0
163,13613,20170901,17,0
163,13613,20171001,45,0
164,13613,20170101,56,0
164,13613,20170201,44,0
164,13613,20170301,45,0
164,13613,20170401,18,0
164,13613,20170501,38,0
164,13613,20170601,19,0
164,13613,20170701,42,0
164,13613,20170801,20,0
164,13613,20170901,17,0
164,13613,20171001,45,0
166,13625,20170101,69,0
166,13625,20170201,69,0
166,13625,20170301,70,0
166,13625,20170401,31,0
166,13625,20170501,65,0
166,13625,20170601,33,0
166,13625,20170701,61,0
166,13625,20170801,33,0
166,13625,20170901,38,0
166,13625,20171001,94,0
167,15797,20170101,-9999,9
167,15797,20170201,-9999,9
167,15797,20170301,-9999,9
167,15797,20170401,-9999,9
167,15797,20170501,-9999,9
167,15797,20170601,-9999,9
167,15797,20170701,-9999,9
167,15797,20170801,-9999,9
167,15797,20170901,-9999,9
167,15797,20171001,-9999,9
168,13661,20170101,52,0
168,13661,20170201,30,0
168,13661,20170301,59,0
168,13661,20170401,28,0
168,13661,20170501,35,0
168,13661,20170601,22,0
168,13661,20170701,31,0
168,13661,20170801,16,0
168,13661,20170901,19,0
168,13661,20171001,48,0
179,14766,20170101,89,0
179,14766,20170201,59,0
179,14766,20170301,70,0
179,14766,20170401,50,0
179,14766,20170501,106,0
179,14766,20170601,113,0
179,14766,20170701,65,0
179,14766,20170801,23,0
179,14766,20170901,27,0
179,14766,20171001,72,0
185,14670,20170101,18,0
185,14670,20170201,31,0
185,14670,20170301,23,0
185,14670,20170401,42,0
185,14670,20170501,47,0
185,14670,20170601,63,0
185,14670,20170701,30,0
185,14670,20170801,37,0
185,14670,20170901,17,0
185,14670,20171001,33,0
186,14679,20170101,53,0
186,14679,20170201,38,0
186,14679,20170301,28,0
186,14679,20170401,35,0
186,14679,20170501,33,0
186,14679,20170601,46,0
186,14679,20170701,35,0
186,14679,20170801,44,0
186,14679,20170901,36,0
186,14679,20171001,21,0
187,14676,20170101,84,0
187,14676,20170201,29,0
187,14676,20170301,52,0
187,14676,20170401,33,0
187,14676,20170501,66,0
187,14676,20170601,67,0
187,14676,20170701,25,0
187,14676,20170801,42,0
187,901062,20170901,50,0
187,14676,20171001,33,0
189,14682,20170101,57,0
189,14682,20170201,72,0
189,14682,20170301,21,0
189,14682,20170401,84,0
189,14682,20170501,12,0
189,14682,20170601,28,0
189,14682,20170701,19,0
189,14682,20170801,26,0
189,14682,20170901,64,0
189,14682,20171001,67,0
190,14658,20170101,8,0
190,14658,20170201,17,0
190,14658,20170301,10,0
190,14658,20170401,29,0
190,14658,20170501,32,0
190,14658,20170601,50,0
190,14658,20170701,37,0
190,14658,20170801,21,0
190,14658,20170901,11,0
190,14658,20171001,6,0
192,14643,20170101,69,0
192,14643,20170201,74,0
192,14643,20170301,64,0
192,14643,20170401,63,0
192,14643,20170501,37,0
192,14643,20170601,52,0
192,14643,20170701,66,0
192,14643,20170801,85,0
192,14643,20170901,35,0
192,14643,20171001,115,0
193,14724,20170101,23,0
193,14724,20170201,24,0
193,14724,20170301,25,0
193,14724,20170401,21,0
193,14724,20170501,18,0
193,14724,20170601,25,0
193,14724,20170701,26,0
193,14724,20170801,33,0
193,14724,20170901,19,0
193,14724,20171001,31,0
194,14706,20170101,129,0
194,14706,20170201,185,0
194,14706,20170301,66,0
194,14706,20170401,61,0
194,14706,20170501,60,0
194,14706,20170601,38,0
194,14706,20170701,60,0
194,14706,20170801,80,0
194,14706,20170901,71,0
194,14706,20171001,149,0
195,14673,20170101,58,0
195,14673,20170201,81,0
195,14673,20170301,41,0
195,14673,20170401,111,0
195,14673,20170501,57,0
195,14673,20170601,89,0
195,14673,20170701,36,0
195,14673,20170801,48,0
195,14673,20170901,45,0
195,14673,20171001,62,0
196,13556,20170101,11,0
196,13556,20170201,6,0
196,13556,20170301,7,0
196,13556,20170401,14,0
196,13556,20170501,13,0
196,13556,20170601,30,0
196,13556,20170701,15,0
196,13556,20170801,14,0
196,13556,20170901,9,0
196,13556,20171001,22,0
227,911858,20170101,5,0
227,911858,20170201,26,0
227,911858,20170301,40,0
227,911858,20170401,45,0
227,911858,20170501,32,0
227,911858,20170601,25,0
227,911858,20170701,35,0
227,911858,20170801,17,0
227,911858,20170901,17,0
227,911858,20171001,22,0
228,15553,20170101,5,0
228,15553,20170201,2,0
228,15553,20170301,19,0
228,15553,20170401,25,0
228,15553,20170501,12,0
228,15553,20170601,21,0
228,15553,20170701,20,0
228,15553,20170801,8,0
228,15553,20170901,10,0
228,15553,20171001,10,0
229,15609,20170101,11,0
229,15609,20170201,17,0
229,15609,20170301,11,0
229,15609,20170401,33,0
229,15609,20170501,17,0
229,15609,20170601,25,0
229,15609,20170701,36,0
229,15609,20170801,31,0
229,15609,20170901,22,0
229,15609,20171001,22,0
230,15611,20170101,0,0
230,15611,20170201,6,0
230,15611,20170301,14,0
230,15611,20170401,33,0
230,15611,20170501,11,0
230,15611,20170601,14,0
230,15611,20170701,28,0
230,15611,20170801,11,0
230,15611,20170901,31,0
230,15611,20171001,14,0
231,15613,20170101,28,0
231,15613,20170201,17,0
231,15613,20170301,44,0
231,15613,20170401,69,0
231,15613,20170501,36,0
231,15613,20170601,28,0
231,15613,20170701,47,0
231,15613,20170801,28,0
231,15613,20170901,31,0
231,15613,20171001,17,0
232,15615,20170101,19,0
232,15615,20170201,50,0
232,15615,20170301,31,0
232,15615,20170401,42,0
232,15615,20170501,39,0
232,15615,20170601,33,0
232,15615,20170701,42,0
232,15615,20170801,42,0
232,908215,20170901,23,0
232,15615,20171001,33,0
233,15617,20170101,6,0
233,15617,20170201,47,0
233,15617,20170301,33,0
233,15617,20170401,53,0
233,15617,20170501,25,0
233,15617,20170601,17,0
233,15617,20170701,22,0
233,15617,20170801,19,0
233,15617,20170901,25,0
233,15617,20171001,8,0
234,15619,20170101,17,0
234,15619,20170201,61,0
234,15619,20170301,47,0
234,15619,20170401,75,0
234,15619,20170501,44,0
234,15619,20170601,19,0
234,15619,20170701,67,0
234,15619,20170801,22,0
234,15619,20170901,42,0
234,15619,20171001,33,0
236,15621,20170101,36,0
236,15621,20170201,14,0
236,15621,20170301,36,0
236,15621,20170401,44,0
236,15621,20170501,33,0
236,15621,20170601,28,0
236,15621,20170701,42,0
236,15621,20170801,31,0
236,15621,20170901,31,0
236,15621,20171001,17,0
237,15623,20170101,-9999,9
237,15623,20170201,-9999,9
237,15623,20170301,-9999,9
237,15623,20170401,-9999,9
237,15623,20170501,-9999,9
237,15623,20170601,-9999,9
237,15623,20170701,-9999,9
237,15623,20170801,-9999,9
237,15623,20170901,-9999,9
237,15623,20171001,-9999,9
238,15625,20170101,11,0
238,15625,20170201,31,0
238,15625,20170301,19,0
238,15625,20170401,44,0
238,15625,20170501,31,0
238,15625,20170601,28,0
238,15625,20170701,81,0
238,15625,20170801,50,0
238,15625,20170901,64,0
238,15625,20171001,56,0
264,14697,20170101,46,0
264,14697,20170201,63,0
264,14697,20170301,38,0
264,14697,20170401,37,0
264,14697,20170501,80,0
264,14697,20170601,63,0
264,14697,20170701,62,0
264,14697,20170801,47,0
264,14697,20170901,58,0
264,14697,20171001,76,0
265,14640,20170101,39,0
265,14640,20170201,27,0
265,14640,20170301,27,0
265,14640,20170401,54,0
265,14640,20170501,14,0
265,14640,20170601,25,0
265,14640,20170701,29,0
265,14640,20170801,45,0
265,14640,20170901,23,0
265,14640,20171001,68,0
266,14634,20170101,46,0
266,14634,20170201,88,0
266,14634,20170301,99,0
266,14634,20170401,79,0
266,14634,20170501,99,0
266,14634,20170601,56,0
266,14634,20170701,50,0
266,14634,20170801,35,0
266,14634,20170901,43,0
266,14634,20171001,88,0
268,926249,20170101,35,0
268,926249,20170201,22,0
268,926249,20170301,26,0
268,926249,20170401,25,0
268,926249,20170501,25,0
268,926249,20170601,40,0
268,926249,20170701,20,0
268,926249,20170801,22,0
268,926249,20170901,20,0
268,926249,20171001,15,0
269,926214,20170101,60,0
269,926214,20170201,42,0
269,926214,20170301,56,0
269,926214,20170401,57,0
269,926214,20170501,35,0
269,926214,20170601,70,0
269,926214,20170701,60,0
269,926214,20170801,55,0
269,926214,20170901,57,0
269,926214,20171001,35,0
299,904360,20170101,15,0
299,904360,20170201,32,0
299,904360,20170301,-9999,9
299,904360,20170401,25,0
299,904360,20170501,50,0
299,904360,20170601,22,0
299,904360,20170701,32,0
299,904360,20170801,20,0
299,47544,20170901,-9999,9
299,47544,20171001,-9999,9
306,47004,20170101,-9999,9
306,47004,20170201,-9999,9
306,47004,20170301,-9999,9
306,47004,20170401,-9999,9
306,47004,20170501,-9999,9
306,47004,20170601,-9999,9
306,47004,20170701,-9999,9
306,47004,20170801,-9999,9
306,47004,20170901,-9999,9
306,47004,20171001,-9999,9
309,15605,20170101,28,0
309,15605,20170201,28,0
309,15605,20170301,33,0
309,15605,20170401,53,0
309,15605,20170501,44,0
309,15605,20170601,33,0
309,15605,20170701,36,0
309,15605,20170801,42,0
309,15605,20170901,50,0
309,15605,20171001,22,0
324,15671,20170101,36,0
324,15671,20170201,22,0
324,15671,20170301,47,0
324,15671,20170401,25,0
324,15671,20170501,48,0
324,15671,20170601,37,0
324,15671,20170701,44,0
324,15671,20170801,27,0
324,15671,20170901,16,0
324,910393,20171001,25,0
328,14631,20170101,46,0
328,14631,20170201,46,0
328,14631,20170301,12,0
328,14631,20170401,20,0
328,14631,20170501,23,0
328,14631,20170601,41,0
328,14631,20170701,15,0
328,14631,20170801,22,0
328,14631,20170901,14,0
328,14631,20171001,26,0
329,14718,20170101,132,0
329,14718,20170201,35,0
329,14718,20170301,122,0
329,14718,20170401,104,0
329,14718,20170501,39,0
329,14718,20170601,52,0
329,14718,20170701,58,0
329,14718,20170801,84,0
329,14718,20170901,79,0
329,14718,20171001,79,0
330,14649,20170101,38,0
330,14649,20170201,11,0
330,14649,20170301,76,0
330,14649,20170401,52,0
330,14649,20170501,30,0
330,14649,20170601,63,0
330,14649,20170701,31,0
330,14649,20170801,41,0
330,14649,20170901,31,0
330,14649,20171001,78,0
331,13550,20170101,56,0
331,13550,20170201,53,0
331,13550,20170301,38,0
331,13550,20170401,60,0
331,13550,20170501,59,0
331,13550,20170601,65,0
331,13550,20170701,59,0
331,13550,20170801,62,0
331,13550,20170901,58,0
331,13550,20171001,105,0
334,911934,20170101,12,0
334,911934,20170201,15,0
334,911934,20170301,57,0
334,911934,20170401,27,0
334,911934,20170501,15,0
334,911934,20170601,45,0
334,911934,20170701,22,0
334,911934,20170801,17,0
334,911934,20170901,17,0
334,911934,20171001,22,0
335,19889,20170101,61,0
335,19889,20170201,44,0
335,19889,20170301,58,0
335,19889,20170401,36,0
335,19889,20170501,28,0
335,19889,20170601,19,0
335,19889,20170701,39,0
335,19889,20170801,33,0
335,19889,20170901,25,0
335,19889,20171001,-9999,9
336,19763,20170101,19,0
336,19763,20170201,42,0
336,19763,20170301,19,0
336,19763,20170401,61,0
336,19763,20170501,36,0
336,19763,20170601,33,0
336,19763,20170701,31,0
336,19763,20170801,22,0
336,19763,20170901,39,0
336,19763,20171001,17,0
337,20051,20170101,33,0
337,20051,20170201,11,0
337,20051,20170301,11,0
337,20051,20170401,22,0
337,20051,20170501,11,0
337,908410,20170601,10,0
337,20051,20170701,22,0
337,908410,20170801,0,0
337,20051,20170901,11,0
337,20051,20171001,6,0
356,15685,20170101,-9999,9
356,15685,20170201,-9999,9
356,15685,20170301,-9999,9
356,15685,20170401,-9999,9
356,15685,20170501,-9999,9
356,15685,20170601,-9999,9
356,15685,20170701,-9999,9
356,15685,20170801,-9999,9
356,15685,20170901,-9999,9
356,15685,20171001,-9999,9
411,13598,20170101,51,0
411,13598,20170201,58,0
411,13598,20170301,39,0
411,13598,20170401,22,0
411,13598,20170501,37,0
411,13598,20170601,19,0
411,13598,20170701,40,0
411,13598,20170801,18,0
411,13598,20170901,18,0
411,13598,20171001,50,0
412,15607,20170101,11,0
412,15607,20170201,8,0
412,15607,20170301,17,0
412,15607,20170401,25,0
412,15607,20170501,33,0
412,15607,20170601,19,0
412,908359,20170701,20,0
412,15607,20170801,28,0
412,15607,20170901,25,0
412,15607,20171001,11,0
413,13604,20170101,69,0
413,13604,20170201,66,0
413,13604,20170301,54,0
413,13604,20170401,29,0
413,13604,20170501,62,0
413,13604,20170601,31,0
413,13604,20170701,83,0
413,13604,20170801,35,0
413,13604,20170901,32,0
413,13604,20171001,70,0
414,19907,20170101,22,0
414,19907,20170201,42,0
414,19907,20170301,56,0
414,19907,20170401,53,0
414,19907,20170501,47,0
414,19907,20170601,19,0
414,19907,20170701,44,0
414,19907,20170801,56,0
414,19907,20170901,50,0
414,19907,20171001,22,0
415,19934,20170101,25,0
415,19934,20170201,22,0
415,19934,20170301,33,0
415,19934,20170401,47,0
415,19934,20170501,47,0
415,19934,20170601,44,0
415,19934,20170701,44,0
415,19934,20170801,33,0
415,19934,20170901,50,0
415,19934,20171001,19,0
416,20033,20170101,6,0
416,20033,20170201,11,0
416,20033,20170301,14,0
416,20033,20170401,25,0
416,20033,20170501,11,0
416,20033,20170601,17,0
416,20033,20170701,19,0
416,20033,20170801,17,0
416,20033,20170901,17,0
416,20033,20171001,19,0
417,20096,20170101,44,0
417,20096,20170201,47,0
417,20096,20170301,-9999,9
417,20096,20170401,-9999,9
417,20096,20170501,-9999,9
417,20096,20170601,-9999,9
417,20096,20170701,-9999,9
417,20096,20170801,-9999,9
417,20096,20170901,-9999,9
417,20096,20171001,-9999,9
418,20141,20170101,17,0
418,20141,20170201,28,0
418,20141,20170301,22,0
418,20141,20170401,22,0
418,20141,20170501,22,0
418,20141,20170601,33,0
418,20141,20170701,42,0
418,20141,20170801,36,0
418,20141,20170901,36,0
418,20141,20171001,31,0
419,20159,20170101,8,0
419,20159,20170201,14,0
419,20159,20170301,14,0
419,20159,20170401,28,0
419,20159,20170501,22,0
419,20159,20170601,22,0
419,20159,20170701,39,0
419,20159,20170801,28,0
419,20159,20170901,25,0
419,20159,20171001,11,0
420,19709,20170101,14,0
420,19709,20170201,44,0
420,19709,20170301,42,0
420,19709,20170401,47,0
420,19709,20170501,44,0
420,19709,20170601,25,0
420,19709,20170701,31,0
420,19709,20170801,22,0
420,19709,20170901,28,0
420,19709,20171001,36,0
421,20321,20170101,14,0
421,20321,20170201,14,0
421,20321,20170301,14,0
421,20321,20170401,33,0
421,20321,20170501,33,0
421,20321,20170601,31,0
421,20321,20170701,28,0
421,20321,20170801,33,0
421,20321,20170901,31,0
421,20321,20171001,22,0
422,20357,20170101,14,0
422,20357,20170201,31,0
422,20357,20170301,28,0
422,20357,20170401,25,0
422,20357,20170501,6,0
422,20357,20170601,11,0
422,20357,20170701,50,0
422,20357,20170801,44,0
422,20357,20170901,39,0
422,20357,20171001,17,0
423,20510,20170101,11,0
423,20510,20170201,28,0
423,20510,20170301,11,0
423,20510,20170401,17,0
423,20510,20170501,17,0
423,20510,20170601,17,0
423,20510,20170701,28,0
423,20510,20170801,31,0
423,20510,20170901,14,0
423,20510,20171001,6,0
424,20519,20170101,17,0
424,20519,20170201,17,0
424,20519,20170301,36,0
424,20519,20170401,44,0
424,20519,20170501,31,0
424,20519,20170601,17,0
424,20519,20170701,33,0
424,20519,20170801,19,0
424,20519,20170901,28,0
424,20519,20171001,17,0
425,20591,20170101,8,0
425,20591,20170201,14,0
425,20591,20170301,31,0
425,20591,20170401,33,0
425,20591,20170501,25,0
425,20591,20170601,14,0
425,20591,20170701,19,0
425,20591,20170801,11,0
425,20591,20170901,14,0
425,20591,20171001,14,0
431,906011,20170101,72,0
431,906011,20170201,65,0
431,906011,20170301,76,0
431,906011,20170401,45,0
431,906011,20170501,60,0
431,906011,20170601,32,0
431,906011,20170701,50,0
431,906011,20170801,32,0
431,906011,20170901,82,0
431,906011,20171001,72,0
438,13643,20170101,53,0
438,13643,20170201,51,0
438,13643,20170301,50,0
438,13643,20170401,25,0
438,13643,20170501,34,0
438,13643,20170601,20,0
438,13643,20170701,44,0
438,13643,20170801,18,0
438,13643,20170901,16,0
438,13643,20171001,58,0
442,13655,20170101,46,0
442,13655,20170201,39,0
442,13655,20170301,48,0
442,13655,20170401,23,0
442,13655,20170501,31,0
442,13655,20170601,19,0
442,13655,20170701,30,0
442,13655,20170801,13,0
442,13655,20170901,10,0
442,13655,20171001,48,0
451,13580,20170101,54,0
451,13580,20170201,57,0
451,13580,20170301,44,0
451,13580,20170401,33,0
451,13580,20170501,46,0
451,13580,20170601,20,0
451,13580,20170701,52,0
451,13580,20170801,33,0
451,13580,20170901,15,0
451,13580,20171001,65,0
453,13607,20170101,36,0
453,13607,20170201,35,0
453,13607,20170301,32,0
453,13607,20170401,20,0
453,13607,20170501,24,0
453,13607,20170601,11,0
453,13607,20170701,28,0
453,13607,20170801,11,0
453,13607,20170901,12,0
453,13607,20171001,29,0
454,13616,20170101,35,0
454,13616,20170201,36,0
454,13616,20170301,37,0
454,13616,20170401,20,0
454,13616,20170501,25,0
454,13616,20170601,15,0
454,13616,20170701,33,0
454,13616,20170801,14,0
454,13616,20170901,17,0
454,13616,20171001,38,0
455,20465,20170101,56,0
455,20465,20170201,89,0
455,20465,20170301,39,0
455,20465,20170401,33,0
455,20465,20170501,39,0
455,20465,20170601,106,0
455,20465,20170701,92,0
455,20465,20170801,75,0
455,20465,20170901,89,0
455,20465,20171001,64,0
462,58081,20170101,14,0
462,58081,20170201,18,0
462,58081,20170301,42,0
462,58081,20170401,15,0
462,58081,20170501,20,0
462,58081,20170601,26,0
462,58081,20170701,27,0
462,58081,20170801,15,0
462,58081,20170901,22,0
462,58081,20171001,32,0
464,13664,20170101,40,0
464,13664,20170201,40,0
464,13664,20170301,44,0
464,13664,20170401,19,0
464,13664,20170501,23,0
464,13664,20170601,14,0
464,13664,20170701,21,0
464,13664,20170801,11,0
464,13664,20170901,14,0
464,13664,20171001,33,0
467,15780,20170101,100,0
467,15780,20170201,102,0
467,15780,20170301,91,0
467,15780,20170401,-9999,9
467,15780,20170501,-9999,9
467,15780,20170601,28,0
467,15780,20170701,92,0
467,15780,20170801,49,0
467,15780,20170901,44,0
467,15780,20171001,-9999,9
468,15639,20170101,82,0
468,15639,20170201,87,0
468,15639,20170301,91,0
468,15639,20170401,38,0
468,15639,20170501,128,0
468,15639,20170601,44,0
468,15639,20170701,75,0
468,15639,20170801,44,0
468,15639,20170901,38,0
468,910015,20171001,-9999,9
469,15641,20170101,61,0
469,15641,20170201,79,0
469,15641,20170301,88,0
469,15641,20170401,42,0
469,15641,20170501,117,0
469,15641,20170601,71,0
469,15641,20170701,84,0
469,15641,20170801,36,0
469,15641,20170901,38,0
469,910020,20171001,97,0
470,15643,20170101,51,0
470,15643,20170201,36,0
470,15643,20170301,53,0
470,15643,20170401,25,0
470,15643,20170501,72,0
470,15643,20170601,43,0
470,15643,20170701,34,0
470,15643,20170801,20,0
470,15643,20170901,20,0
470,910035,20171001,30,0
471,15645,20170101,81,0
471,15645,20170201,46,0
471,15645,20170301,66,0
471,15645,20170401,33,0
471,15645,20170501,110,0
471,15645,20170601,93,0
471,15645,20170701,51,0
471,15645,20170801,27,0
471,15645,20170901,39,0
471,910055,20171001,42,0
472,15651,20170101,50,0
472,15651,20170201,34,0
472,15651,20170301,45,0
472,15651,20170401,27,0
472,15651,20170501,52,0
472,15651,20170601,85,0
472,15651,20170701,42,0
472,15651,20170801,31,0
472,15651,20170901,38,0
472,910170,20171001,35,0
473,15653,20170101,42,0
473,15653,20170201,23,0
473,15653,20170301,39,0
473,15653,20170401,23,0
473,15653,20170501,71,0
473,15653,20170601,54,0
473,15653,20170701,36,0
473,15653,20170801,17,0
473,15653,20170901,22,0
473,910184,20171001,30,0
474,15655,20170101,51,0
474,15655,20170201,66,0
474,15655,20170301,43,0
474,15655,20170401,20,0
474,15655,20170501,58,0
474,15655,20170601,20,0
474,15655,20170701,43,0
474,15655,20170801,16,0
474,15655,20170901,23,0
474,910200,20171001,40,0
475,15659,20170101,24,0
475,15659,20170201,24,0
475,15659,20170301,30,0
475,15659,20170401,14,0
475,15659,20170501,63,0
475,15659,20170601,22,0
475,15659,20170701,26,0
475,15659,20170801,16,0
475,15659,20170901,6,0
475,910270,20171001,22,0
476,15663,20170101,35,0
476,15663,20170201,45,0
476,15663,20170301,41,0
476,15663,20170401,19,0
476,15663,20170501,58,0
476,15663,20170601,19,0
476,910338,20170701,32,0
476,15663,20170801,26,0
476,15663,20170901,13,0
476,910338,20171001,32,0
477,15665,20170101,24,0
477,15665,20170201,21,0
477,15665,20170301,33,0
477,15665,20170401,20,0
477,15665,20170501,39,0
477,15665,20170601,19,0
477,15665,20170701,28,0
477,15665,20170801,27,0
477,15665,20170901,13,0
477,910361,20171001,12,0
478,13649,20170101,45,0
478,13649,20170201,44,0
478,13649,20170301,48,0
478,13649,20170401,25,0
478,13649,20170501,30,0
478,13649,20170601,18,0
478,13649,20170701,38,0
478,13649,20170801,16,0
478,13649,20170901,13,0
478,13649,20171001,46,0
479,15673,20170101,49,0
479,15673,20170201,67,0
479,15673,20170301,61,0
479,15673,20170401,27,0
479,15673,20170501,32,0
479,15673,20170601,19,0
479,15673,20170701,39,0
479,15673,20170801,21,0
479,15673,20170901,25,0
479,910400,20171001,50,0
480,15766,20170101,-9999,9
480,15766,20170201,-9999,9
480,15766,20170301,-9999,9
480,15766,20170401,-9999,9
480,15766,20170501,-9999,9
480,15766,20170601,-9999,9
