"STAID","SOUID","DATE","DD","Q_DD"
3178,13516,20170401,205,0
3178,13516,20170501,111,0
3178,13516,20170601,85,0
3178,13516,20170701,328,0
3178,13516,20170801,221,0
3178,13516,20170901,26,0
3178,13516,20171001,181,0
3179,13517,20170101,304,0
3179,13517,20170201,158,0
3179,13517,20170301,244,0
3179,13517,20170401,211,0
3179,13517,20170501,123,0
3179,13517,20170601,161,0
3179,13517,20170701,330,0
3179,13517,20170801,222,0
3179,13517,20170901,57,0
3179,13517,20171001,194,0
3180,13518,20170101,219,0
3180,13518,20170201,138,0
3180,13518,20170301,220,0
3180,13518,20170401,214,0
3180,13518,20170501,112,0
3180,13518,20170601,64,0
3180,13518,20170701,330,0
3180,13518,20170801,232,0
3180,13518,20170901,29,0
3180,13518,20171001,183,0
3181,13519,20170101,-9999,9
3181,13519,20170201,141,0
3181,13519,20170301,-9999,9
3181,906285,20170401,110,0
3181,13519,20170501,105,0
3181,906285,20170601,40,0
3181,906285,20170701,340,0
3181,13519,20170801,224,0
3181,906285,20170901,330,0
3181,906285,20171001,170,0
3182,13520,20170101,186,0
3182,13520,20170201,152,0
3182,13520,20170301,253,0
3182,13520,20170401,220,0
3182,13520,20170501,167,0
3182,13520,20170601,31,0
3182,13520,20170701,328,0
3182,13520,20170801,242,0
3182,13520,20170901,327,0
3182,13520,20171001,179,0
3183,13626,20170101,201,0
3183,13626,20170201,142,0
3183,13626,20170301,249,0
3183,13626,20170401,222,0
3183,13626,20170501,172,0
3183,13626,20170601,45,0
3183,13626,20170701,319,0
3183,13626,20170801,251,0
3183,13626,20170901,259,0
3183,13626,20171001,183,0
3184,13522,20170101,206,0
3184,13522,20170201,143,0
3184,13522,20170301,251,0
3184,13522,20170401,199,0
3184,13522,20170501,163,0
3184,13522,20170601,52,0
3184,13522,20170701,329,0
3184,13522,20170801,236,0
3184,13522,20170901,109,0
3184,13522,20171001,182,0
3185,13523,20170101,202,0
3185,13523,20170201,149,0
3185,13523,20170301,253,0
3185,13523,20170401,203,0
3185,13523,20170501,163,0
3185,13523,20170601,59,0
3185,13523,20170701,326,0
3185,13523,20170801,250,0
3185,13523,20170901,288,0
3185,13523,20171001,187,0
3186,13524,20170101,198,0
3186,13524,20170201,139,0
3186,13524,20170301,243,0
3186,13524,20170401,187,0
3186,13524,20170501,173,0
3186,13524,20170601,17,0
3186,13524,20170701,315,0
3186,13524,20170801,269,0
3186,13524,20170901,332,0
3186,13524,20171001,178,0
3187,13525,20170101,205,0
3187,13525,20170201,148,0
3187,13525,20170301,255,0
3187,13525,20170401,215,0
3187,13525,20170501,173,0
3187,13525,20170601,43,0
3187,13525,20170701,330,0
3187,13525,20170801,253,0
3187,13525,20170901,141,0
3187,13525,20171001,185,0
3188,13526,20170101,224,0
3188,13526,20170201,149,0
3188,13526,20170301,255,0
3188,13526,20170401,209,0
3188,13526,20170501,166,0
3188,13526,20170601,73,0
3188,13526,20170701,337,0
3188,13526,20170801,241,0
3188,13526,20170901,64,0
3188,13526,20171001,192,0
3189,13527,20170101,201,0
3189,13527,20170201,134,0
3189,13527,20170301,233,0
3189,13527,20170401,187,0
3189,13527,20170501,136,0
3189,13527,20170601,75,0
3189,13527,20170701,312,0
3189,13527,20170801,213,0
3189,13527,20170901,34,0
3189,13527,20171001,176,0
3190,13528,20170101,199,0
3190,13528,20170201,137,0
3190,13528,20170301,245,0
3190,13528,20170401,219,0
3190,13528,20170501,165,0
3190,13528,20170601,32,0
3190,13528,20170701,322,0
3190,13528,20170801,260,0
3190,13528,20170901,40,0
3190,13528,20171001,178,0
3191,13529,20170101,198,0
3191,13529,20170201,139,0
3191,13529,20170301,242,0
3191,13529,20170401,208,0
3191,13529,20170501,174,0
3191,13529,20170601,30,0
3191,13529,20170701,316,0
3191,13529,20170801,280,0
3191,13529,20170901,56,0
3191,13529,20171001,181,0
3192,13530,20170101,201,0
3192,13530,20170201,141,0
3192,13530,20170301,243,0
3192,13530,20170401,217,0
3192,13530,20170501,163,0
3192,13530,20170601,17,0
3192,13530,20170701,322,0
3192,13530,20170801,235,0
3192,13530,20170901,40,0
3192,13530,20171001,181,0
3509,58055,20170101,271,0
3509,58055,20170201,152,0
3509,58055,20170301,226,0
3509,58055,20170401,259,0
3509,58055,20170501,95,0
3509,58055,20170601,320,0
3509,58055,20170701,359,0
3509,58055,20170801,314,0
3509,58055,20170901,333,0
3509,58055,20171001,141,0
3510,58213,20170101,267,0
3510,58213,20170201,125,0
3510,58213,20170301,219,0
3510,58213,20170401,201,0
3510,58213,20170501,86,0
3510,58213,20170601,261,0
3510,58213,20170701,263,0
3510,58213,20170801,269,0
3510,58213,20170901,255,0
3510,58213,20171001,138,0
3511,58217,20170101,-9999,9
3511,58217,20170201,-9999,9
3511,58217,20170301,-9999,9
3511,58217,20170401,-9999,9
3511,58217,20170501,-9999,9
3511,58217,20170601,-9999,9
3511,58217,20170701,-9999,9
3511,58217,20170801,-9999,9
3511,58217,20170901,-9999,9
3511,58217,20171001,-9999,9
3512,58223,20170101,292,0
3512,58223,20170201,151,0
3512,58223,20170301,193,0
3512,58223,20170401,164,0
3512,58223,20170501,212,0
3512,58223,20170601,306,0
3512,58223,20170701,314,0
3512,58223,20170801,205,0
3512,58223,20170901,250,0
3512,58223,20171001,163,0
3513,58228,20170101,268,0
3513,58228,20170201,190,0
3513,58228,20170301,211,0
3513,58228,20170401,252,0
3513,58228,20170501,86,0
3513,58228,20170601,285,0
3513,58228,20170701,12,0
3513,58228,20170801,128,0
3513,58228,20170901,218,0
3513,58228,20171001,107,0
3514,58232,20170101,315,0
3514,58232,20170201,132,0
3514,58232,20170301,286,0
3514,58232,20170401,201,0
3514,58232,20170501,311,0
3514,58232,20170601,256,0
3514,58232,20170701,311,0
3514,58232,20170801,204,0
3514,58232,20170901,228,0
3514,58232,20171001,110,0
3515,58237,20170101,278,0
3515,58237,20170201,210,0
3515,58237,20170301,186,0
3515,58237,20170401,226,0
3515,58237,20170501,181,0
3515,58237,20170601,313,0
3515,58237,20170701,56,0
3515,58237,20170801,166,0
3515,58237,20170901,57,0
3515,58237,20171001,147,0
3516,58242,20170101,281,0
3516,58242,20170201,233,0
3516,58242,20170301,184,0
3516,58242,20170401,233,0
3516,58242,20170501,211,0
3516,58242,20170601,261,0
3516,58242,20170701,45,0
3516,58242,20170801,206,0
3516,58242,20170901,294,0
3516,58242,20171001,172,0
3517,58248,20170101,274,0
3517,58248,20170201,231,0
3517,58248,20170301,208,0
3517,58248,20170401,260,0
3517,58248,20170501,314,0
3517,58248,20170601,306,0
3517,58248,20170701,57,0
3517,58248,20170801,241,0
3517,58248,20170901,226,0
3517,58248,20171001,124,0
3518,58255,20170101,272,0
3518,58255,20170201,250,0
3518,58255,20170301,185,0
3518,58255,20170401,225,0
3518,58255,20170501,193,0
3518,58255,20170601,305,0
3518,58255,20170701,45,0
3518,58255,20170801,187,0
3518,58255,20170901,254,0
3518,58255,20171001,156,0
3519,58259,20170101,280,0
3519,58259,20170201,250,0
3519,58259,20170301,180,0
3519,58259,20170401,220,0
3519,58259,20170501,240,0
3519,58259,20170601,290,0
3519,58259,20170701,60,0
3519,58259,20170801,200,0
3519,58259,20170901,270,0
3519,58259,20171001,140,0
3520,58263,20170101,270,0
3520,58263,20170201,230,0
3520,58263,20170301,140,0
3520,58263,20170401,260,0
3520,58263,20170501,220,0
3520,58263,20170601,320,0
3520,58263,20170701,80,0
3520,58263,20170801,240,0
3520,58263,20170901,250,0
3520,58263,20171001,140,0
3521,58269,20170101,251,0
3521,58269,20170201,255,0
3521,58269,20170301,135,0
3521,58269,20170401,264,0
3521,58269,20170501,299,0
3521,58269,20170601,305,0
3521,58269,20170701,34,0
3521,58269,20170801,239,0
3521,58269,20170901,278,0
3521,58269,20171001,120,0
3522,58273,20170101,271,0
3522,58273,20170201,220,0
3522,58273,20170301,191,0
3522,58273,20170401,216,0
3522,58273,20170501,268,0
3522,58273,20170601,306,0
3522,58273,20170701,35,0
3522,58273,20170801,210,0
3522,58273,20170901,284,0
3522,58273,20171001,134,0
3523,58278,20170101,354,0
3523,58278,20170201,323,0
3523,58278,20170301,91,0
3523,58278,20170401,198,0
3523,58278,20170501,168,0
3523,58278,20170601,310,0
3523,58278,20170701,32,0
3523,58278,20170801,234,0
3523,58278,20170901,294,0
3523,58278,20171001,160,0
3524,58283,20170101,248,0
3524,58283,20170201,196,0
3524,58283,20170301,164,0
3524,58283,20170401,269,0
3524,58283,20170501,243,0
3524,58283,20170601,290,0
3524,58283,20170701,184,0
3524,58283,20170801,219,0
3524,58283,20170901,293,0
3524,58283,20171001,175,0
3525,58287,20170101,-9999,9
3525,58287,20170201,-9999,9
3525,58287,20170301,-9999,9
3525,58287,20170401,-9999,9
3525,58287,20170501,-9999,9
3525,58287,20170601,-9999,9
3525,58287,20170701,-9999,9
3525,58287,20170801,-9999,9
3525,58287,20170901,-9999,9
3525,58287,20171001,-9999,9
3526,58291,20170101,350,0
3526,58291,20170201,0,0
3526,58291,20170301,90,0
3526,58291,20170401,150,0
3526,58291,20170501,260,0
3526,58291,20170601,340,0
3526,58291,20170701,100,0
3526,58291,20170801,200,0
3526,58291,20170901,280,0
3526,58291,20171001,140,0
3528,58299,20170101,340,0
3528,58299,20170201,110,0
3528,58299,20170301,140,0
3528,58299,20170401,330,0
3528,58299,20170501,290,0
3528,58299,20170601,300,0
3528,58299,20170701,120,0
3528,58299,20170801,210,0
3528,58299,20170901,290,0
3528,58299,20171001,140,0
3529,58305,20170101,331,0
3529,58305,20170201,94,0
3529,58305,20170301,52,0
3529,58305,20170401,285,0
3529,58305,20170501,267,0
3529,58305,20170601,302,0
3529,58305,20170701,140,0
3529,58305,20170801,214,0
3529,58305,20170901,280,0
3529,58305,20171001,127,0
3530,58305,20170101,331,0
3530,58305,20170201,94,0
3530,58305,20170301,52,0
3530,58305,20170401,285,0
3530,58305,20170501,267,0
3530,58305,20170601,302,0
3530,58305,20170701,140,0
3530,58305,20170801,214,0
3530,58305,20170901,280,0
3530,58305,20171001,127,0
3531,58315,20170101,319,0
3531,58315,20170201,108,0
3531,58315,20170301,197,0
3531,58315,20170401,243,0
3531,58315,20170501,279,0
3531,58315,20170601,291,0
3531,58315,20170701,58,0
3531,58315,20170801,202,0
3531,58315,20170901,287,0
3531,58315,20171001,96,0
3532,58320,20170101,305,0
3532,58320,20170201,125,0
3532,58320,20170301,222,0
3532,58320,20170401,180,0
3532,58320,20170501,228,0
3532,58320,20170601,71,0
3532,58320,20170701,60,0
3532,58320,20170801,211,0
3532,58320,20170901,260,0
3532,58320,20171001,98,0
3533,58324,20170101,-9999,9
3533,58324,20170201,-9999,9
3533,58324,20170301,-9999,9
3533,58324,20170401,-9999,9
3533,58324,20170501,-9999,9
3533,58324,20170601,-9999,9
3533,58324,20170701,-9999,9
3533,58324,20170801,-9999,9
3533,58324,20170901,-9999,9
3533,58324,20171001,-9999,9
3534,58330,20170101,296,0
3534,58330,20170201,118,0
3534,58330,20170301,104,0
3534,58330,20170401,143,0
3534,58330,20170501,274,0
3534,58330,20170601,275,0
3534,58330,20170701,151,0
3534,58330,20170801,325,0
3534,58330,20170901,289,0
3534,58330,20171001,132,0
3535,58335,20170101,299,0
3535,58335,20170201,106,0
3535,58335,20170301,253,0
3535,58335,20170401,156,0
3535,58335,20170501,258,0
3535,58335,20170601,355,0
3535,58335,20170701,66,0
3535,58335,20170801,185,0
3535,58335,20170901,324,0
3535,58335,20171001,116,0
3536,58346,20170101,310,0
3536,58346,20170201,170,0
3536,58346,20170301,150,0
3536,58346,20170401,170,0
3536,58346,20170501,290,0
3536,58346,20170601,330,0
3536,58346,20170701,140,0
3536,58346,20170801,10,0
3536,58346,20170901,310,0
3536,58346,20171001,130,0
3537,58346,20170101,310,0
3537,58346,20170201,170,0
3537,58346,20170301,150,0
3537,58346,20170401,170,0
3537,58346,20170501,290,0
3537,58346,20170601,330,0
3537,58346,20170701,140,0
3537,58346,20170801,10,0
3537,58346,20170901,310,0
3537,58346,20171001,130,0
3538,58352,20170101,320,0
3538,58352,20170201,140,0
3538,58352,20170301,330,0
3538,58352,20170401,10,0
3538,58352,20170501,280,0
3538,58352,20170601,10,0
3538,58352,20170701,160,0
3538,58352,20170801,140,0
3538,58352,20170901,320,0
3538,58352,20171001,210,0
3539,58357,20170101,39,0
3539,58357,20170201,78,0
3539,58357,20170301,40,0
3539,58357,20170401,45,0
3539,58357,20170501,249,0
3539,58357,20170601,10,0
3539,58357,20170701,150,0
3539,58357,20170801,85,0
3539,58357,20170901,332,0
3539,58357,20171001,151,0
3540,58361,20170101,260,0
3540,58361,20170201,20,0
3540,58361,20170301,90,0
3540,58361,20170401,180,0
3540,58361,20170501,270,0
3540,58361,20170601,350,0
3540,58361,20170701,180,0
3540,58361,20170801,60,0
3540,58361,20170901,260,0
3540,58361,20171001,50,0
3838,19950,20170101,30,0
3838,19950,20170201,200,0
3838,19950,20170301,360,0
3838,19950,20170401,300,0
3838,19950,20170501,350,0
3838,19950,20170601,260,0
3838,19950,20170701,360,0
3838,19950,20170801,260,0
3838,19950,20170901,220,0
3838,19950,20171001,150,0
3839,20301,20170101,0,0
3839,20301,20170201,360,0
3839,20301,20170301,210,0
3839,20301,20170401,330,0
3839,20301,20170501,250,0
3839,20301,20170601,0,0
3839,20301,20170701,10,0
3839,20301,20170801,0,0
3839,20301,20170901,20,0
3839,20301,20171001,30,0
3903,19716,20170101,170,0
3903,19716,20170201,190,0
3903,19716,20170301,220,0
3903,19716,20170401,290,0
3903,19716,20170501,220,0
3903,19716,20170601,360,0
3903,19716,20170701,340,0
3903,19716,20170801,360,0
3903,19716,20170901,360,0
3903,19716,20171001,290,0
3904,19743,20170101,220,0
3904,19743,20170201,230,0
3904,19743,20170301,220,0
3904,19743,20170401,300,0
3904,19743,20170501,30,0
3904,19743,20170601,30,0
3904,19743,20170701,300,0
3904,19743,20170801,30,0
3904,19743,20170901,360,0
3904,19743,20171001,280,0
3905,19743,20170101,220,0
3905,19743,20170201,230,0
3905,19743,20170301,220,0
3905,19743,20170401,300,0
3905,19743,20170501,30,0
3905,19743,20170601,30,0
3905,19743,20170701,300,0
3905,19743,20170801,30,0
3905,19743,20170901,360,0
3905,19743,20171001,280,0
3906,19752,20170101,0,0
3906,19752,20170201,270,0
3906,19752,20170301,260,0
3906,19752,20170401,280,0
3906,19752,20170501,280,0
3906,19752,20170601,150,0
3906,19752,20170701,300,0
3906,19752,20170801,140,0
3906,19752,20170901,130,0
3906,19752,20171001,80,0
3907,19779,20170101,320,0
3907,19779,20170201,270,0
3907,19779,20170301,350,0
3907,19779,20170401,170,0
3907,19779,20170501,100,0
3907,19779,20170601,80,0
3907,19779,20170701,130,0
3907,19779,20170801,260,0
3907,19779,20170901,60,0
3907,19779,20171001,190,0
3908,19779,20170101,320,0
3908,19779,20170201,270,0
3908,19779,20170301,350,0
3908,19779,20170401,170,0
3908,19779,20170501,100,0
3908,19779,20170601,80,0
3908,19779,20170701,130,0
3908,19779,20170801,260,0
3908,19779,20170901,60,0
3908,19779,20171001,190,0
3909,19788,20170101,210,0
3909,19788,20170201,160,0
3909,19788,20170301,260,0
3909,19788,20170401,280,0
3909,19788,20170501,270,0
3909,19788,20170601,330,0
3909,19788,20170701,300,0
3909,19788,20170801,120,0
3909,19788,20170901,260,0
3909,19788,20171001,280,0
3910,908014,20170101,220,0
3910,908014,20170201,100,0
3910,908014,20170301,340,0
3910,908014,20170401,170,0
3910,908014,20170501,140,0
3910,908014,20170601,20,0
3910,908014,20170701,40,0
3910,908014,20170801,50,0
3910,908014,20170901,40,0
3910,908014,20171001,30,0
3911,908014,20170101,220,0
3911,908014,20170201,100,0
3911,908014,20170301,340,0
3911,908014,20170401,170,0
3911,908014,20170501,140,0
3911,908014,20170601,20,0
3911,908014,20170701,40,0
3911,908014,20170801,50,0
3911,908014,20170901,40,0
3911,908014,20171001,30,0
3912,908014,20170101,220,0
3912,908014,20170201,100,0
3912,908014,20170301,340,0
3912,908014,20170401,170,0
3912,908014,20170501,140,0
3912,908014,20170601,20,0
3912,908014,20170701,40,0
3912,908014,20170801,50,0
3912,908014,20170901,40,0
3912,908014,20171001,30,0
3913,908015,20170101,150,0
3913,19824,20170201,100,0
3913,19824,20170301,220,0
3913,19824,20170401,250,0
3913,19824,20170501,270,0
3913,19824,20170601,10,0
3913,19824,20170701,310,0
3913,19824,20170801,20,0
3913,19824,20170901,330,0
3913,19824,20171001,170,0
3914,19833,20170101,130,0
3914,19833,20170201,140,0
3914,19833,20170301,320,0
3914,19833,20170401,290,0
3914,19833,20170501,320,0
3914,19833,20170601,110,0
3914,19833,20170701,350,0
3914,19833,20170801,350,0
3914,19833,20170901,350,0
3914,19833,20171001,330,0
3915,19833,20170101,130,0
3915,19833,20170201,140,0
3915,19833,20170301,320,0
3915,19833,20170401,290,0
3915,19833,20170501,320,0
3915,19833,20170601,110,0
3915,19833,20170701,350,0
3915,19833,20170801,350,0
3915,19833,20170901,350,0
3915,19833,20171001,330,0
3916,19851,20170101,200,0
3916,19851,20170201,240,0
3916,19851,20170301,160,0
3916,19851,20170401,270,0
3916,19851,20170501,10,0
3916,19851,20170601,60,1
3916,19851,20170701,20,0
3916,19851,20170801,70,0
3916,19851,20170901,70,0
3916,19851,20171001,240,0
3917,19860,20170101,290,0
3917,19860,20170201,170,0
3917,19860,20170301,120,0
3917,19860,20170401,360,0
3917,19860,20170501,60,0
3917,19860,20170601,160,0
3917,19860,20170701,40,0
3917,19860,20170801,110,0
3917,19860,20170901,40,0
3917,19860,20171001,20,0
3918,19869,20170101,20,0
3918,19869,20170201,340,0
3918,19869,20170301,220,0
3918,19869,20170401,350,0
3918,19869,20170501,200,0
3918,19869,20170601,180,0
3918,19869,20170701,350,0
3918,19869,20170801,230,0
3918,19869,20170901,50,0
3918,19869,20171001,50,0
3919,19878,20170101,200,0
3919,19878,20170201,260,0
3919,19878,20170301,240,0
3919,19878,20170401,340,0
